e-persona-you,e-persona-human,e-chain-of-thought,baseline,e-chat-history,e-implcit-target
"{'closeness': 1.0, 'similarity_metrics': 0.99235904, 'contradiction': 0.01787663996219635, 'evidence_accuracy': 0.7682481751824818, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3936781609195402, 'crest_precision': 1.0, 'crest_recall': 0.0047169811320754715, 'crest_f1': 0.009389671361502346}","{'closeness': 0.9149016641452345, 'similarity_metrics': 0.9784944, 'contradiction': 0.9741652607917786, 'evidence_accuracy': 0.5328467153284672, 'evidence_precision': 0.19907407407407407, 'evidence_recall': 0.3412698412698413, 'evidence_f1': 0.25146198830409355, 'crest_accuracy': 0.5229885057471264, 'crest_precision': 0.6575342465753424, 'crest_recall': 0.4528301886792453, 'crest_f1': 0.5363128491620113}","{'closeness': 0.924357034795764, 'similarity_metrics': 0.98162866, 'contradiction': 0.9447798728942871, 'evidence_accuracy': 0.8138686131386861, 'evidence_precision': 0.7307692307692307, 'evidence_recall': 0.30158730158730157, 'evidence_f1': 0.42696629213483145, 'crest_accuracy': 0.47413793103448276, 'crest_precision': 0.8947368421052632, 'crest_recall': 0.1596244131455399, 'crest_f1': 0.2709163346613546}","{'closeness': 0.903555219364599, 'similarity_metrics': 0.9784944, 'contradiction': 0.9741652607917786, 'evidence_accuracy': 0.5437956204379562, 'evidence_precision': 0.22321428571428573, 'evidence_recall': 0.3968253968253968, 'evidence_f1': 0.2857142857142857, 'crest_accuracy': 0.5172413793103449, 'crest_precision': 0.6486486486486487, 'crest_recall': 0.4528301886792453, 'crest_f1': 0.5333333333333334}","{'closeness': 0.8472012102874433, 'similarity_metrics': 0.9744928, 'contradiction': 0.9755966067314148, 'evidence_accuracy': 0.4908759124087591, 'evidence_precision': 0.21561338289962825, 'evidence_recall': 0.4603174603174603, 'evidence_f1': 0.2936708860759494, 'crest_accuracy': 0.5545977011494253, 'crest_precision': 0.6748466257668712, 'crest_recall': 0.5188679245283019, 'crest_f1': 0.5866666666666667}","{'closeness': 0.9531013615733737, 'similarity_metrics': 0.9886598, 'contradiction': 0.31982940435409546, 'evidence_accuracy': 0.5437956204379562, 'evidence_precision': 0.17708333333333334, 'evidence_recall': 0.2698412698412698, 'evidence_f1': 0.2138364779874214, 'crest_accuracy': 0.5114942528735632, 'crest_precision': 0.6721311475409836, 'crest_recall': 0.3867924528301887, 'crest_f1': 0.49101796407185627}"
"{'closeness': 0.9063067150635209, 'similarity_metrics': 0.9729031, 'contradiction': 0.02178662084043026, 'evidence_accuracy': 0.5213872832369942, 'evidence_precision': 0.10106382978723404, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.1551020408163265, 'crest_accuracy': 0.4233128834355828, 'crest_precision': 0.5348837209302325, 'crest_recall': 0.350253807106599, 'crest_f1': 0.4233128834355828}","{'closeness': 0.905852994555354, 'similarity_metrics': 0.97401834, 'contradiction': 0.02030070312321186, 'evidence_accuracy': 0.5202312138728323, 'evidence_precision': 0.10079575596816977, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.15478615071283094, 'crest_accuracy': 0.4263803680981595, 'crest_precision': 0.5390625, 'crest_recall': 0.350253807106599, 'crest_f1': 0.4246153846153846}","{'closeness': 0.9961433756805808, 'similarity_metrics': 0.9791182, 'contradiction': 0.15622836351394653, 'evidence_accuracy': 0.8670520231213873, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.008771929824561403, 'evidence_f1': 0.017094017094017096, 'crest_accuracy': 0.3987730061349693, 'crest_precision': 0.75, 'crest_recall': 0.015151515151515152, 'crest_f1': 0.029702970297029705}","{'closeness': 0.9060798548094374, 'similarity_metrics': 0.9729031, 'contradiction': 0.02178662084043026, 'evidence_accuracy': 0.5202312138728323, 'evidence_precision': 0.10079575596816977, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.15478615071283094, 'crest_accuracy': 0.4233128834355828, 'crest_precision': 0.5348837209302325, 'crest_recall': 0.350253807106599, 'crest_f1': 0.4233128834355828}","{'closeness': 0.9959192926773974, 'similarity_metrics': 0.9947067, 'contradiction': 0.0027684159576892853, 'evidence_accuracy': 0.8658959537572254, 'evidence_precision': 0.25, 'evidence_recall': 0.008771929824561403, 'evidence_f1': 0.016949152542372878, 'crest_accuracy': 0.39570552147239263, 'crest_precision': 0.5, 'crest_recall': 0.005076142131979695, 'crest_f1': 0.010050251256281405}","{'closeness': 0.9816243194192378, 'similarity_metrics': 0.9793532, 'contradiction': 0.8427858948707581, 'evidence_accuracy': 0.784971098265896, 'evidence_precision': 0.17857142857142858, 'evidence_recall': 0.17543859649122806, 'evidence_f1': 0.17699115044247785, 'crest_accuracy': 0.450920245398773, 'crest_precision': 0.7567567567567568, 'crest_recall': 0.1414141414141414, 'crest_f1': 0.23829787234042552}"
"{'closeness': 0.573225516621743, 'similarity_metrics': 0.7107522, 'contradiction': 0.18488198518753052, 'evidence_accuracy': 0.6098981077147017, 'evidence_precision': 0.40202702702702703, 'evidence_recall': 0.5666666666666667, 'evidence_f1': 0.4703557312252965, 'crest_accuracy': -0.3245382585751979, 'crest_precision': 0.2673434856175973, 'crest_recall': 0.6960352422907489, 'crest_f1': 0.3863080684596577}","{'closeness': 0.9985038898862957, 'similarity_metrics': 0.9994585, 'contradiction': 0.021557090803980827, 'evidence_accuracy': 0.6928675400291121, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.40369393139841686, 'crest_precision': 1.0, 'crest_recall': 0.004405286343612335, 'crest_f1': 0.008771929824561405}","{'closeness': 0.9982030548068284, 'similarity_metrics': 0.9989733, 'contradiction': 0.28543004393577576, 'evidence_accuracy': 0.6914119359534207, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.40369393139841686, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.00881057268722467, 'crest_f1': 0.01739130434782609}","{'closeness': 0.9077568134171907, 'similarity_metrics': 0.9312255, 'contradiction': 0.24048645794391632, 'evidence_accuracy': 0.50509461426492, 'evidence_precision': 0.2574626865671642, 'evidence_recall': 0.32857142857142857, 'evidence_f1': 0.28870292887029286, 'crest_accuracy': 0.24274406332453827, 'crest_precision': 0.38188976377952755, 'crest_recall': 0.42731277533039647, 'crest_f1': 0.4033264033264033}","{'closeness': 0.9901168014375562, 'similarity_metrics': 0.9882604, 'contradiction': 0.09144889563322067, 'evidence_accuracy': 0.6768558951965066, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.40897097625329815, 'crest_precision': 0.8, 'crest_recall': 0.01762114537444934, 'crest_f1': 0.034482758620689655}","{'closeness': 0.9964061096136568, 'similarity_metrics': 0.9983167, 'contradiction': 0.9917364716529846, 'evidence_accuracy': 0.6899563318777293, 'evidence_precision': 0.2, 'evidence_recall': 0.004761904761904762, 'evidence_f1': 0.009302325581395349, 'crest_accuracy': 0.40105540897097625, 'crest_precision': 0.5, 'crest_recall': 0.00881057268722467, 'crest_f1': 0.01731601731601732}"
"{'closeness': 0.9392712550607287, 'similarity_metrics': 0.98809874, 'contradiction': 0.01007485669106245, 'evidence_accuracy': 0.7586206896551724, 'evidence_precision': 0.3877551020408163, 'evidence_recall': 0.0892018779342723, 'evidence_f1': 0.1450381679389313, 'crest_accuracy': 0.42136498516320475, 'crest_precision': 0.7368421052631579, 'crest_recall': 0.06862745098039216, 'crest_f1': 0.12556053811659196}","{'closeness': 0.9392712550607287, 'similarity_metrics': 0.98809874, 'contradiction': 0.01007485669106245, 'evidence_accuracy': 0.7586206896551724, 'evidence_precision': 0.3877551020408163, 'evidence_recall': 0.0892018779342723, 'evidence_f1': 0.1450381679389313, 'crest_accuracy': 0.42136498516320475, 'crest_precision': 0.7368421052631579, 'crest_recall': 0.06862745098039216, 'crest_f1': 0.12556053811659196}","{'closeness': 0.960153419987215, 'similarity_metrics': 0.98519945, 'contradiction': 0.7579689621925354, 'evidence_accuracy': 0.7510775862068966, 'evidence_precision': 0.2631578947368421, 'evidence_recall': 0.046948356807511735, 'evidence_f1': 0.07968127490039839, 'crest_accuracy': 0.4065281899109792, 'crest_precision': 0.7142857142857143, 'crest_recall': 0.024630541871921183, 'crest_f1': 0.04761904761904762}","{'closeness': 0.92030683997443, 'similarity_metrics': 0.8540337, 'contradiction': 0.01942470483481884, 'evidence_accuracy': 0.8329741379310345, 'evidence_precision': 0.9142857142857143, 'evidence_recall': 0.3004694835680751, 'evidence_f1': 0.45229681978798586, 'crest_accuracy': 0.486646884272997, 'crest_precision': 0.7183098591549296, 'crest_recall': 0.25, 'crest_f1': 0.3709090909090909}","{'closeness': 0.9595141700404858, 'similarity_metrics': 0.9842087, 'contradiction': 0.9428043961524963, 'evidence_accuracy': 0.7489224137931034, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 0.03755868544600939, 'evidence_f1': 0.06425702811244981, 'crest_accuracy': 0.4035608308605341, 'crest_precision': 0.75, 'crest_recall': 0.014778325123152709, 'crest_f1': 0.028985507246376812}","{'closeness': 0.972725335606222, 'similarity_metrics': 0.98369056, 'contradiction': 0.009545166976749897, 'evidence_accuracy': 0.5657327586206896, 'evidence_precision': 0.16549295774647887, 'evidence_recall': 0.22065727699530516, 'evidence_f1': 0.1891348088531187, 'crest_accuracy': 0.42136498516320475, 'crest_precision': 0.5645161290322581, 'crest_recall': 0.1724137931034483, 'crest_f1': 0.26415094339622647}"
"{'closeness': 0.6343373493975903, 'similarity_metrics': 0.56754255, 'contradiction': 0.09018832445144653, 'evidence_accuracy': 0.5991253644314869, 'evidence_precision': 0.3614457831325301, 'evidence_recall': 0.4368932038834951, 'evidence_f1': 0.3956043956043956, 'crest_accuracy': 0.5277777777777778, 'crest_precision': 0.58, 'crest_recall': 0.6904761904761905, 'crest_f1': 0.6304347826086957}","{'closeness': 0.6343373493975903, 'similarity_metrics': 0.56754255, 'contradiction': 0.09018832445144653, 'evidence_accuracy': 0.5991253644314869, 'evidence_precision': 0.3614457831325301, 'evidence_recall': 0.4368932038834951, 'evidence_f1': 0.3956043956043956, 'crest_accuracy': 0.5277777777777778, 'crest_precision': 0.58, 'crest_recall': 0.6904761904761905, 'crest_f1': 0.6304347826086957}","{'closeness': 0.009337349397590344, 'similarity_metrics': 0.10107854, 'contradiction': 0.06844533979892731, 'evidence_accuracy': 0.30029154518950435, 'evidence_precision': 0.30029154518950435, 'evidence_recall': 1.0, 'evidence_f1': 0.4618834080717489, 'crest_accuracy': 0.5805555555555556, 'crest_precision': 0.5805555555555556, 'crest_recall': 1.0, 'crest_f1': 0.7346221441124781}","{'closeness': 0.6343373493975903, 'similarity_metrics': 0.56754255, 'contradiction': 0.09018832445144653, 'evidence_accuracy': 0.5991253644314869, 'evidence_precision': 0.3614457831325301, 'evidence_recall': 0.4368932038834951, 'evidence_f1': 0.3956043956043956, 'crest_accuracy': 0.5277777777777778, 'crest_precision': 0.58, 'crest_recall': 0.6904761904761905, 'crest_f1': 0.6304347826086957}","{'closeness': 0.9906794948887553, 'similarity_metrics': 0.97149444, 'contradiction': 0.9922993779182434, 'evidence_accuracy': 0.7040816326530612, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.02912621359223301, 'evidence_f1': 0.05581395348837209, 'crest_accuracy': 0.4222222222222222, 'crest_precision': 0.6, 'crest_recall': 0.014354066985645933, 'crest_f1': 0.028037383177570093}","{'closeness': 0.9984939759036144, 'similarity_metrics': 0.9993432, 'contradiction': 0.5727891325950623, 'evidence_accuracy': 0.6997084548104956, 'evidence_precision': 0.5, 'evidence_recall': 0.0048543689320388345, 'evidence_f1': 0.009615384615384614, 'crest_accuracy': 0.425, 'crest_precision': 1.0, 'crest_recall': 0.014285714285714285, 'crest_f1': 0.028169014084507043}"
"{'closeness': 0.9480590486604702, 'similarity_metrics': 0.9149265, 'contradiction': 0.0942484587430954, 'evidence_accuracy': 0.75, 'evidence_precision': 0.6153846153846154, 'evidence_recall': 0.11764705882352941, 'evidence_f1': 0.19753086419753085, 'crest_accuracy': 0.3393316195372751, 'crest_precision': 0.2236842105263158, 'crest_recall': 0.07906976744186046, 'crest_f1': 0.11683848797250858}","{'closeness': 0.9480590486604702, 'similarity_metrics': 0.9149265, 'contradiction': 0.0942484587430954, 'evidence_accuracy': 0.75, 'evidence_precision': 0.6153846153846154, 'evidence_recall': 0.11764705882352941, 'evidence_f1': 0.19753086419753085, 'crest_accuracy': 0.3393316195372751, 'crest_precision': 0.2236842105263158, 'crest_recall': 0.07906976744186046, 'crest_f1': 0.11683848797250858}","{'closeness': 0.9597935343656615, 'similarity_metrics': 0.9387102, 'contradiction': 0.8758052587509155, 'evidence_accuracy': 0.7102564102564103, 'evidence_precision': 0.07692307692307693, 'evidence_recall': 0.00980392156862745, 'evidence_f1': 0.017391304347826087, 'crest_accuracy': 0.493573264781491, 'crest_precision': 0.95, 'crest_recall': 0.08837209302325581, 'crest_f1': 0.16170212765957445}","{'closeness': 0.9480590486604702, 'similarity_metrics': 0.9149265, 'contradiction': 0.0942484587430954, 'evidence_accuracy': 0.75, 'evidence_precision': 0.6153846153846154, 'evidence_recall': 0.11764705882352941, 'evidence_f1': 0.19753086419753085, 'crest_accuracy': 0.3393316195372751, 'crest_precision': 0.2236842105263158, 'crest_recall': 0.07906976744186046, 'crest_f1': 0.11683848797250858}","{'closeness': 0.9904710046283692, 'similarity_metrics': 0.96243167, 'contradiction': 0.5078156590461731, 'evidence_accuracy': 0.7307692307692307, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4524421593830334, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.018604651162790697, 'crest_f1': 0.03619909502262443}","{'closeness': 0.9874282590871822, 'similarity_metrics': 0.98517275, 'contradiction': 0.998649537563324, 'evidence_accuracy': 0.735897435897436, 'evidence_precision': 0.375, 'evidence_recall': 0.014705882352941176, 'evidence_f1': 0.028301886792452827, 'crest_accuracy': 0.4524421593830334, 'crest_precision': 0.625, 'crest_recall': 0.023255813953488372, 'crest_f1': 0.04484304932735426}"
"{'closeness': 0.3897849462365591, 'similarity_metrics': 0.9595201, 'contradiction': 0.2132095843553543, 'evidence_accuracy': 0.6071953010279001, 'evidence_precision': 0.5370370370370371, 'evidence_recall': 0.7746243739565943, 'evidence_f1': 0.6343130553656869, 'crest_accuracy': 0.4233576642335766, 'crest_precision': 0.75, 'crest_recall': 0.012552301255230125, 'crest_f1': 0.02469135802469136}","{'closeness': 0.7077798861480076, 'similarity_metrics': 0.77526593, 'contradiction': 0.3820877969264984, 'evidence_accuracy': 0.42584434654919234, 'evidence_precision': 0.26717557251908397, 'evidence_recall': 0.17529215358931552, 'evidence_f1': 0.2116935483870968, 'crest_accuracy': -0.20194647201946472, 'crest_precision': 0.30414746543778803, 'crest_recall': 0.8284518828451883, 'crest_f1': 0.4449438202247191}","{'closeness': 0.0, 'similarity_metrics': 0.007719718, 'contradiction': 0.2978806793689728, 'evidence_accuracy': 0.4397944199706314, 'evidence_precision': 0.4397944199706314, 'evidence_recall': 1.0, 'evidence_f1': 0.6109127995920448, 'crest_accuracy': 0.5815085158150851, 'crest_precision': 0.5815085158150851, 'crest_recall': 1.0, 'crest_f1': 0.7353846153846153}","{'closeness': 0.7055660974067046, 'similarity_metrics': 0.77526593, 'contradiction': 0.3820877969264984, 'evidence_accuracy': 0.4221732745961821, 'evidence_precision': 0.2638190954773869, 'evidence_recall': 0.17529215358931552, 'evidence_f1': 0.21063189568706117, 'crest_accuracy': -0.20194647201946472, 'crest_precision': 0.30414746543778803, 'crest_recall': 0.8284518828451883, 'crest_f1': 0.4449438202247191}","{'closeness': 0.7111005692599621, 'similarity_metrics': 0.9138433, 'contradiction': 0.3507968783378601, 'evidence_accuracy': 0.5381791483113069, 'evidence_precision': 0.47875354107648727, 'evidence_recall': 0.5642737896494157, 'evidence_f1': 0.518007662835249, 'crest_accuracy': 0.4793187347931874, 'crest_precision': 0.5850340136054422, 'crest_recall': 0.3598326359832636, 'crest_f1': 0.4455958549222798}","{'closeness': 0.7006641366223909, 'similarity_metrics': 0.7906486, 'contradiction': 0.4892796576023102, 'evidence_accuracy': 0.4265785609397944, 'evidence_precision': 0.28019323671497587, 'evidence_recall': 0.19365609348914858, 'evidence_f1': 0.22902270483711748, 'crest_accuracy': -0.1922141119221411, 'crest_precision': 0.3135215453194651, 'crest_recall': 0.8828451882845189, 'crest_f1': 0.462719298245614}"
"{'closeness': 0.9459980713596914, 'similarity_metrics': 0.9942212, 'contradiction': 0.7715927362442017, 'evidence_accuracy': 0.5665236051502146, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 0.3050847457627119, 'evidence_f1': 0.26277372262773724, 'crest_accuracy': 0.4892703862660944, 'crest_precision': 0.6538461538461539, 'crest_recall': 0.35664335664335667, 'crest_f1': 0.4615384615384616}","{'closeness': 0.9488910318225651, 'similarity_metrics': 0.9921155, 'contradiction': 0.23234520852565765, 'evidence_accuracy': 0.48497854077253216, 'evidence_precision': 0.20388349514563106, 'evidence_recall': 0.3559322033898305, 'evidence_f1': 0.25925925925925924, 'crest_accuracy': 0.47639484978540775, 'crest_precision': 0.6019417475728155, 'crest_recall': 0.43356643356643354, 'crest_f1': 0.5040650406504065}","{'closeness': 0.7193828351012537, 'similarity_metrics': 0.6393271, 'contradiction': 0.8548657894134521, 'evidence_accuracy': 0.5021459227467812, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.6440677966101694, 'evidence_f1': 0.3958333333333333, 'crest_accuracy': 0.45064377682403434, 'crest_precision': 0.556390977443609, 'crest_recall': 0.5174825174825175, 'crest_f1': 0.536231884057971}","{'closeness': 0.961427193828351, 'similarity_metrics': 0.9982504, 'contradiction': 0.10480575263500214, 'evidence_accuracy': 0.630901287553648, 'evidence_precision': 0.29850746268656714, 'evidence_recall': 0.3389830508474576, 'evidence_f1': 0.31746031746031744, 'crest_accuracy': 0.48497854077253216, 'crest_precision': 0.6716417910447762, 'crest_recall': 0.3146853146853147, 'crest_f1': 0.42857142857142855}","{'closeness': 0.029893924783027992, 'similarity_metrics': 0.0045314506, 'contradiction': 0.7196162939071655, 'evidence_accuracy': 0.2532188841201717, 'evidence_precision': 0.2532188841201717, 'evidence_recall': 1.0, 'evidence_f1': 0.4041095890410959, 'crest_accuracy': 0.6137339055793991, 'crest_precision': 0.6137339055793991, 'crest_recall': 1.0, 'crest_f1': 0.7606382978723404}","{'closeness': 0.914175506268081, 'similarity_metrics': 0.99413157, 'contradiction': 0.7279049754142761, 'evidence_accuracy': 0.4892703862660944, 'evidence_precision': 0.2169811320754717, 'evidence_recall': 0.3898305084745763, 'evidence_f1': 0.2787878787878788, 'crest_accuracy': 0.48068669527896996, 'crest_precision': 0.6037735849056604, 'crest_recall': 0.44755244755244755, 'crest_f1': 0.5140562248995983}"
"{'closeness': 0.8692247454972593, 'similarity_metrics': 0.99029803, 'contradiction': 0.025651680305600166, 'evidence_accuracy': 0.5994236311239193, 'evidence_precision': 0.33496332518337407, 'evidence_recall': 0.4858156028368794, 'evidence_f1': 0.3965267727930535, 'crest_accuracy': 0.46458923512747874, 'crest_precision': 0.6486486486486487, 'crest_recall': 0.32432432432432434, 'crest_f1': 0.43243243243243246}","{'closeness': 0.8817541111981206, 'similarity_metrics': 0.9911349, 'contradiction': 0.015890194103121758, 'evidence_accuracy': 0.7800192122958693, 'evidence_precision': 0.7054263565891473, 'evidence_recall': 0.32269503546099293, 'evidence_f1': 0.4428223844282239, 'crest_accuracy': 0.37960339943342775, 'crest_precision': 1.0, 'crest_recall': 0.00904977375565611, 'crest_f1': 0.017937219730941707}","{'closeness': 0.8829287392325763, 'similarity_metrics': 0.9911349, 'contradiction': 0.016008848324418068, 'evidence_accuracy': 0.7809798270893372, 'evidence_precision': 0.7109375, 'evidence_recall': 0.32269503546099293, 'evidence_f1': 0.44390243902439025, 'crest_accuracy': 0.37677053824362605, 'crest_precision': 1.0, 'crest_recall': 0.004524886877828055, 'crest_f1': 0.00900900900900901}","{'closeness': 0.8692247454972593, 'similarity_metrics': 0.99029803, 'contradiction': 0.025651680305600166, 'evidence_accuracy': 0.5994236311239193, 'evidence_precision': 0.33496332518337407, 'evidence_recall': 0.4858156028368794, 'evidence_f1': 0.3965267727930535, 'crest_accuracy': 0.46458923512747874, 'crest_precision': 0.6486486486486487, 'crest_recall': 0.32432432432432434, 'crest_f1': 0.43243243243243246}","{'closeness': 0.8815583398590446, 'similarity_metrics': 1.0000002, 'contradiction': 0.00978426169604063, 'evidence_accuracy': 0.7800192122958693, 'evidence_precision': 0.7054263565891473, 'evidence_recall': 0.32269503546099293, 'evidence_f1': 0.4428223844282239, 'crest_accuracy': 0.37393767705382436, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.8762725137039937, 'similarity_metrics': 0.98625183, 'contradiction': 0.6402499675750732, 'evidence_accuracy': 0.7857829010566763, 'evidence_precision': 0.7185185185185186, 'evidence_recall': 0.34397163120567376, 'evidence_f1': 0.46522781774580335, 'crest_accuracy': 0.39660056657223797, 'crest_precision': 1.0, 'crest_recall': 0.03619909502262444, 'crest_f1': 0.06986899563318777}"
"{'closeness': 0.9944763588157314, 'similarity_metrics': 0.9795194, 'contradiction': 0.0881945863366127, 'evidence_accuracy': 0.7847147470398278, 'evidence_precision': 0.8888888888888888, 'evidence_recall': 0.03864734299516908, 'evidence_f1': 0.07407407407407408, 'crest_accuracy': 0.4010989010989011, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9944763588157314, 'similarity_metrics': 0.9795194, 'contradiction': 0.0881945863366127, 'evidence_accuracy': 0.7847147470398278, 'evidence_precision': 0.8888888888888888, 'evidence_recall': 0.03864734299516908, 'evidence_f1': 0.07407407407407408, 'crest_accuracy': 0.4010989010989011, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.006849315068493178, 'similarity_metrics': 0.118218884, 'contradiction': 0.048078685998916626, 'evidence_accuracy': 0.2238966630785791, 'evidence_precision': 0.22306034482758622, 'evidence_recall': 1.0, 'evidence_f1': 0.3647577092511013, 'crest_accuracy': 0.5989010989010989, 'crest_precision': 0.5977961432506887, 'crest_recall': 1.0, 'crest_f1': 0.7482758620689655}","{'closeness': 0.9944763588157314, 'similarity_metrics': 0.9795194, 'contradiction': 0.0881945863366127, 'evidence_accuracy': 0.7847147470398278, 'evidence_precision': 0.8888888888888888, 'evidence_recall': 0.03864734299516908, 'evidence_f1': 0.07407407407407408, 'crest_accuracy': 0.4010989010989011, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9304021210782147, 'similarity_metrics': 0.99880075, 'contradiction': 0.9922743439674377, 'evidence_accuracy': 0.4951560818083961, 'evidence_precision': 0.19248826291079812, 'evidence_recall': 0.3961352657004831, 'evidence_f1': 0.2590837282780411, 'crest_accuracy': 0.5384615384615384, 'crest_precision': 0.6453488372093024, 'crest_recall': 0.5091743119266054, 'crest_f1': 0.5692307692307692}","{'closeness': 0.9763588157313301, 'similarity_metrics': 0.97319645, 'contradiction': 0.9961304664611816, 'evidence_accuracy': 0.7879440258342304, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.0966183574879227, 'evidence_f1': 0.16877637130801687, 'crest_accuracy': 0.40934065934065933, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.027522935779816515, 'crest_f1': 0.052863436123348026}"
"{'closeness': 0.7532421389234323, 'similarity_metrics': 0.9946921, 'contradiction': 0.3532818555831909, 'evidence_accuracy': 0.7853535353535354, 'evidence_precision': 0.30194805194805197, 'evidence_recall': 0.6992481203007519, 'evidence_f1': 0.4217687074829932, 'crest_accuracy': 0.3590504451038576, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.7532421389234323, 'similarity_metrics': 0.9946921, 'contradiction': 0.3532818555831909, 'evidence_accuracy': 0.7853535353535354, 'evidence_precision': 0.30194805194805197, 'evidence_recall': 0.6992481203007519, 'evidence_f1': 0.4217687074829932, 'crest_accuracy': 0.3590504451038576, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.7544856990584473, 'similarity_metrics': 0.9946921, 'contradiction': 0.3470872640609741, 'evidence_accuracy': 0.7878787878787878, 'evidence_precision': 0.30618892508143325, 'evidence_recall': 0.706766917293233, 'evidence_f1': 0.4272727272727273, 'crest_accuracy': 0.3590504451038576, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.7532421389234323, 'similarity_metrics': 0.9946921, 'contradiction': 0.3532818555831909, 'evidence_accuracy': 0.7853535353535354, 'evidence_precision': 0.30194805194805197, 'evidence_recall': 0.6992481203007519, 'evidence_f1': 0.4217687074829932, 'crest_accuracy': 0.3590504451038576, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.7553739562977438, 'similarity_metrics': 0.9958288, 'contradiction': 0.3470872640609741, 'evidence_accuracy': 0.7870370370370371, 'evidence_precision': 0.30392156862745096, 'evidence_recall': 0.6992481203007519, 'evidence_f1': 0.4236902050113895, 'crest_accuracy': 0.3590504451038576, 'crest_precision': 0.42857142857142855, 'crest_recall': 0.013953488372093023, 'crest_f1': 0.027027027027027025}","{'closeness': 0.7482678983833718, 'similarity_metrics': 0.9663621, 'contradiction': 0.8298355340957642, 'evidence_accuracy': 0.7803030303030303, 'evidence_precision': 0.2961783439490446, 'evidence_recall': 0.6992481203007519, 'evidence_f1': 0.4161073825503355, 'crest_accuracy': 0.3649851632047478, 'crest_precision': 0.5714285714285714, 'crest_recall': 0.018604651162790697, 'crest_f1': 0.036036036036036036}"
