e-chain-of-thought,e-chat-history,baseline,e-implcit-target,e-persona-you,e-persona-human
"{'closeness': 0.9551362683438155, 'similarity_metrics': 0.9984526, 'contradiction': 0.8491944670677185, 'evidence_accuracy': 0.7918454935622318, 'evidence_precision': 0.6521739130434783, 'evidence_recall': 0.14423076923076922, 'evidence_f1': 0.23622047244094488, 'crest_accuracy': 0.4124293785310734, 'crest_precision': 0.6923076923076923, 'crest_recall': 0.04225352112676056, 'crest_f1': 0.07964601769911504}","{'closeness': 0.9302904564315353, 'similarity_metrics': 0.9971175, 'contradiction': 0.9701537489891052, 'evidence_accuracy': 0.7896995708154506, 'evidence_precision': 0.5833333333333334, 'evidence_recall': 0.20192307692307693, 'evidence_f1': 0.3, 'crest_accuracy': 0.4124293785310734, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.046948356807511735, 'crest_f1': 0.08771929824561402}","{'closeness': 0.9271885521885522, 'similarity_metrics': 0.996782, 'contradiction': 0.9067124724388123, 'evidence_accuracy': 0.8047210300429185, 'evidence_precision': 0.6511627906976745, 'evidence_recall': 0.2692307692307692, 'evidence_f1': 0.380952380952381, 'crest_accuracy': 0.4265536723163842, 'crest_precision': 0.7272727272727273, 'crest_recall': 0.07511737089201878, 'crest_f1': 0.13617021276595745}","{'closeness': 0.8303872053872055, 'similarity_metrics': 0.991018, 'contradiction': 0.9840270280838013, 'evidence_accuracy': 0.4871244635193133, 'evidence_precision': 0.16748768472906403, 'evidence_recall': 0.3269230769230769, 'evidence_f1': 0.2214983713355049, 'crest_accuracy': 0.4463276836158192, 'crest_precision': 0.5410628019323671, 'crest_recall': 0.5258215962441315, 'crest_f1': 0.5333333333333333}","{'closeness': 0.9318181818181819, 'similarity_metrics': 0.996782, 'contradiction': 0.9067124724388123, 'evidence_accuracy': 0.8133047210300429, 'evidence_precision': 0.717948717948718, 'evidence_recall': 0.2692307692307692, 'evidence_f1': 0.39160839160839156, 'crest_accuracy': 0.4265536723163842, 'crest_precision': 0.7272727272727273, 'crest_recall': 0.07511737089201878, 'crest_f1': 0.13617021276595745}","{'closeness': 0.9318181818181819, 'similarity_metrics': 0.99795806, 'contradiction': 0.9078366756439209, 'evidence_accuracy': 0.8133047210300429, 'evidence_precision': 0.717948717948718, 'evidence_recall': 0.2692307692307692, 'evidence_f1': 0.39160839160839156, 'crest_accuracy': 0.4293785310734463, 'crest_precision': 0.7619047619047619, 'crest_recall': 0.07511737089201878, 'crest_f1': 0.13675213675213677}"
"{'closeness': 0.8922545232770889, 'similarity_metrics': 0.96515405, 'contradiction': 0.37257999181747437, 'evidence_accuracy': 0.8768920282542886, 'evidence_precision': 0.008849557522123894, 'evidence_recall': 0.09090909090909091, 'evidence_f1': 0.016129032258064516, 'crest_accuracy': 0.3959537572254335, 'crest_precision': 1.0, 'crest_recall': 0.014150943396226415, 'crest_f1': 0.02790697674418605}","{'closeness': 0.8887985362878634, 'similarity_metrics': 0.9654002, 'contradiction': 0.3705763518810272, 'evidence_accuracy': 0.8718466195761857, 'evidence_precision': 0.00847457627118644, 'evidence_recall': 0.09090909090909091, 'evidence_f1': 0.015503875968992248, 'crest_accuracy': 0.3959537572254335, 'crest_precision': 1.0, 'crest_recall': 0.014150943396226415, 'crest_f1': 0.02790697674418605}","{'closeness': 0.8804635088432609, 'similarity_metrics': 0.9608966, 'contradiction': 0.9726644158363342, 'evidence_accuracy': 0.8657921291624622, 'evidence_precision': 0.015873015873015872, 'evidence_recall': 0.18181818181818182, 'evidence_f1': 0.029197080291970802, 'crest_accuracy': 0.4161849710982659, 'crest_precision': 0.9166666666666666, 'crest_recall': 0.05188679245283019, 'crest_f1': 0.09821428571428573}","{'closeness': 0.8721284813986583, 'similarity_metrics': 0.95820594, 'contradiction': 0.990993082523346, 'evidence_accuracy': 0.8546922300706358, 'evidence_precision': 0.007407407407407408, 'evidence_recall': 0.09090909090909091, 'evidence_f1': 0.013698630136986302, 'crest_accuracy': 0.43641618497109824, 'crest_precision': 0.9047619047619048, 'crest_recall': 0.08962264150943396, 'crest_f1': 0.1630901287553648}","{'closeness': 0.885342549298638, 'similarity_metrics': 0.96092796, 'contradiction': 0.9799877405166626, 'evidence_accuracy': 0.8728557013118062, 'evidence_precision': 0.01680672268907563, 'evidence_recall': 0.18181818181818182, 'evidence_f1': 0.030769230769230767, 'crest_accuracy': 0.40173410404624277, 'crest_precision': 0.7272727272727273, 'crest_recall': 0.03773584905660377, 'crest_f1': 0.07174887892376682}","{'closeness': 0.8920512299247815, 'similarity_metrics': 0.9646783, 'contradiction': 0.30276402831077576, 'evidence_accuracy': 0.875882946518668, 'evidence_precision': 0.008771929824561403, 'evidence_recall': 0.09090909090909091, 'evidence_f1': 0.016, 'crest_accuracy': 0.3959537572254335, 'crest_precision': 1.0, 'crest_recall': 0.014150943396226415, 'crest_f1': 0.02790697674418605}"
"{'closeness': 0.9893944577488881, 'similarity_metrics': 0.99265623, 'contradiction': 0.9277680516242981, 'evidence_accuracy': 0.9252782193958664, 'evidence_precision': 0.5714285714285714, 'evidence_recall': 0.08333333333333333, 'evidence_f1': 0.14545454545454545, 'crest_accuracy': 0.4444444444444444, 'crest_precision': 0.8, 'crest_recall': 0.018779342723004695, 'crest_f1': 0.03669724770642202}","{'closeness': 0.8395484091686624, 'similarity_metrics': 0.98111796, 'contradiction': 0.9275846481323242, 'evidence_accuracy': 0.8012718600953895, 'evidence_precision': 0.13333333333333333, 'evidence_recall': 0.2916666666666667, 'evidence_f1': 0.1830065359477124, 'crest_accuracy': 0.5211640211640212, 'crest_precision': 0.6896551724137931, 'crest_recall': 0.2803738317757009, 'crest_f1': 0.39867109634551495}","{'closeness': 0.8840232637700992, 'similarity_metrics': 0.9863948, 'contradiction': 0.9528431296348572, 'evidence_accuracy': 0.8569157392686805, 'evidence_precision': 0.21621621621621623, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.26229508196721313, 'crest_accuracy': 0.5317460317460317, 'crest_precision': 0.8245614035087719, 'crest_recall': 0.21962616822429906, 'crest_f1': 0.3468634686346863}","{'closeness': 0.7916524119055764, 'similarity_metrics': 0.9755211, 'contradiction': 0.8206452131271362, 'evidence_accuracy': 0.7472178060413355, 'evidence_precision': 0.10071942446043165, 'evidence_recall': 0.2916666666666667, 'evidence_f1': 0.14973262032085563, 'crest_accuracy': 0.5634920634920635, 'crest_precision': 0.7168141592920354, 'crest_recall': 0.37850467289719625, 'crest_f1': 0.49541284403669733}","{'closeness': 0.7848101265822784, 'similarity_metrics': 0.98309135, 'contradiction': 0.9285643696784973, 'evidence_accuracy': 0.7376788553259142, 'evidence_precision': 0.09090909090909091, 'evidence_recall': 0.2708333333333333, 'evidence_f1': 0.13612565445026178, 'crest_accuracy': 0.5978835978835979, 'crest_precision': 0.7348484848484849, 'crest_recall': 0.4532710280373832, 'crest_f1': 0.5606936416184971}","{'closeness': 0.8019158398905234, 'similarity_metrics': 0.9805486, 'contradiction': 0.9552804231643677, 'evidence_accuracy': 0.7726550079491256, 'evidence_precision': 0.12, 'evidence_recall': 0.3125, 'evidence_f1': 0.17341040462427745, 'crest_accuracy': 0.6164021164021164, 'crest_precision': 0.7948717948717948, 'crest_recall': 0.43457943925233644, 'crest_f1': 0.5619335347432024}"
"{'closeness': 0.9682383759004585, 'similarity_metrics': 0.99972117, 'contradiction': 0.049318693578243256, 'evidence_accuracy': 0.754601226993865, 'evidence_precision': 0.8260869565217391, 'evidence_recall': 0.10857142857142857, 'evidence_f1': 0.19191919191919193, 'crest_accuracy': 0.40509915014164305, 'crest_precision': 0.5, 'crest_recall': 0.004761904761904762, 'crest_f1': 0.009433962264150945}","{'closeness': 0.9402936378466558, 'similarity_metrics': 0.9973165, 'contradiction': 0.9159677028656006, 'evidence_accuracy': 0.7438650306748467, 'evidence_precision': 0.5869565217391305, 'evidence_recall': 0.15428571428571428, 'evidence_f1': 0.24434389140271492, 'crest_accuracy': 0.42209631728045327, 'crest_precision': 0.7142857142857143, 'crest_recall': 0.047619047619047616, 'crest_f1': 0.08928571428571427}","{'closeness': 0.9007858546168959, 'similarity_metrics': 0.99644315, 'contradiction': 0.8977181911468506, 'evidence_accuracy': 0.5214723926380368, 'evidence_precision': 0.24344569288389514, 'evidence_recall': 0.37142857142857144, 'evidence_f1': 0.29411764705882354, 'crest_accuracy': 0.5297450424929179, 'crest_precision': 0.6527777777777778, 'crest_recall': 0.44761904761904764, 'crest_f1': 0.5310734463276836}","{'closeness': 0.9024230517354289, 'similarity_metrics': 0.9959586, 'contradiction': 0.9552815556526184, 'evidence_accuracy': 0.49079754601226994, 'evidence_precision': 0.2459546925566343, 'evidence_recall': 0.4342857142857143, 'evidence_f1': 0.3140495867768595, 'crest_accuracy': 0.5042492917847026, 'crest_precision': 0.6073619631901841, 'crest_recall': 0.4714285714285714, 'crest_f1': 0.5308310991957105}","{'closeness': 0.8893254747871644, 'similarity_metrics': 0.99644315, 'contradiction': 0.8977181911468506, 'evidence_accuracy': 0.5398773006134969, 'evidence_precision': 0.27598566308243727, 'evidence_recall': 0.44, 'evidence_f1': 0.3392070484581498, 'crest_accuracy': 0.5297450424929179, 'crest_precision': 0.6527777777777778, 'crest_recall': 0.44761904761904764, 'crest_f1': 0.5310734463276836}","{'closeness': 0.9079895219384414, 'similarity_metrics': 0.9967339, 'contradiction': 0.942106306552887, 'evidence_accuracy': 0.5168711656441718, 'evidence_precision': 0.23880597014925373, 'evidence_recall': 0.3657142857142857, 'evidence_f1': 0.2889390519187359, 'crest_accuracy': 0.5325779036827195, 'crest_precision': 0.6551724137931034, 'crest_recall': 0.4523809523809524, 'crest_f1': 0.5352112676056338}"
"{'closeness': 0.969472182596291, 'similarity_metrics': 0.9849545, 'contradiction': 0.9690064191818237, 'evidence_accuracy': 0.8968363136176066, 'evidence_precision': 0.6, 'evidence_recall': 0.1875, 'evidence_f1': 0.2857142857142857, 'crest_accuracy': 0.42178770949720673, 'crest_precision': 0.8666666666666667, 'crest_recall': 0.05963302752293578, 'crest_f1': 0.11158798283261805}","{'closeness': 0.9803138373751783, 'similarity_metrics': 0.9874467, 'contradiction': 0.9911181330680847, 'evidence_accuracy': 0.9023383768913342, 'evidence_precision': 0.7368421052631579, 'evidence_recall': 0.175, 'evidence_f1': 0.2828282828282828, 'crest_accuracy': 0.4273743016759777, 'crest_precision': 0.8421052631578947, 'crest_recall': 0.07339449541284404, 'crest_f1': 0.1350210970464135}","{'closeness': 0.9751924721984602, 'similarity_metrics': 0.987616, 'contradiction': 0.9927482008934021, 'evidence_accuracy': 0.9023383768913342, 'evidence_precision': 0.7142857142857143, 'evidence_recall': 0.1875, 'evidence_f1': 0.297029702970297, 'crest_accuracy': 0.4301675977653631, 'crest_precision': 0.85, 'crest_recall': 0.0779816513761468, 'crest_f1': 0.14285714285714285}","{'closeness': 0.9395149786019972, 'similarity_metrics': 0.98686653, 'contradiction': 0.991137683391571, 'evidence_accuracy': 0.6258596973865199, 'evidence_precision': 0.09663865546218488, 'evidence_recall': 0.2875, 'evidence_f1': 0.14465408805031446, 'crest_accuracy': 0.5083798882681564, 'crest_precision': 0.6810344827586207, 'crest_recall': 0.3623853211009174, 'crest_f1': 0.4730538922155688}","{'closeness': 0.9774607703281027, 'similarity_metrics': 0.98635256, 'contradiction': 0.9847678542137146, 'evidence_accuracy': 0.8968363136176066, 'evidence_precision': 0.631578947368421, 'evidence_recall': 0.15, 'evidence_f1': 0.2424242424242424, 'crest_accuracy': 0.42178770949720673, 'crest_precision': 0.7894736842105263, 'crest_recall': 0.06880733944954129, 'crest_f1': 0.12658227848101267}","{'closeness': 0.9800285306704708, 'similarity_metrics': 0.987885, 'contradiction': 0.988157331943512, 'evidence_accuracy': 0.8995873452544704, 'evidence_precision': 0.7058823529411765, 'evidence_recall': 0.15, 'evidence_f1': 0.24742268041237112, 'crest_accuracy': 0.42178770949720673, 'crest_precision': 0.8235294117647058, 'crest_recall': 0.06422018348623854, 'crest_f1': 0.11914893617021277}"
"{'closeness': 0.8815372424722663, 'similarity_metrics': 0.9720421, 'contradiction': 0.8133634924888611, 'evidence_accuracy': 0.8410206084396468, 'evidence_precision': 0.704, 'evidence_recall': 0.4131455399061033, 'evidence_f1': 0.5207100591715976, 'crest_accuracy': 0.4386422976501306, 'crest_precision': 0.5555555555555556, 'crest_recall': 0.023148148148148147, 'crest_f1': 0.044444444444444446}","{'closeness': 0.8555863708399366, 'similarity_metrics': 0.9596244, 'contradiction': 0.9864011406898499, 'evidence_accuracy': 0.5642787046123651, 'evidence_precision': 0.192, 'evidence_recall': 0.3380281690140845, 'evidence_f1': 0.24489795918367352, 'crest_accuracy': 0.381201044386423, 'crest_precision': 0.44976076555023925, 'crest_recall': 0.4351851851851852, 'crest_f1': 0.44235294117647056}","{'closeness': 0.2921949286846276, 'similarity_metrics': 0.9634267, 'contradiction': 0.9831363558769226, 'evidence_accuracy': 0.39450441609421, 'evidence_precision': 0.24686716791979949, 'evidence_recall': 0.9248826291079812, 'evidence_f1': 0.3897131552917903, 'crest_accuracy': 0.556135770234987, 'crest_precision': 0.6419753086419753, 'crest_recall': 0.48148148148148145, 'crest_f1': 0.5502645502645502}","{'closeness': 0.8561806656101426, 'similarity_metrics': 0.94894147, 'contradiction': 0.9844723343849182, 'evidence_accuracy': 0.5279685966633955, 'evidence_precision': 0.19683257918552036, 'evidence_recall': 0.4084507042253521, 'evidence_f1': 0.26564885496183205, 'crest_accuracy': 0.5300261096605744, 'crest_precision': 0.6046511627906976, 'crest_recall': 0.48148148148148145, 'crest_f1': 0.5360824742268042}","{'closeness': 0.8712361331220285, 'similarity_metrics': 0.953435, 'contradiction': 0.9887174367904663, 'evidence_accuracy': 0.8341511285574092, 'evidence_precision': 0.664179104477612, 'evidence_recall': 0.41784037558685444, 'evidence_f1': 0.5129682997118156, 'crest_accuracy': 0.45691906005221933, 'crest_precision': 0.7, 'crest_recall': 0.06481481481481481, 'crest_f1': 0.11864406779661017}","{'closeness': 0.8508320126782885, 'similarity_metrics': 0.94769436, 'contradiction': 0.993546187877655, 'evidence_accuracy': 0.81648675171737, 'evidence_precision': 0.5844155844155844, 'evidence_recall': 0.4225352112676056, 'evidence_f1': 0.4904632152588556, 'crest_accuracy': 0.48825065274151436, 'crest_precision': 0.7941176470588235, 'crest_recall': 0.125, 'crest_f1': 0.216}"
"{'closeness': 0.9492502883506344, 'similarity_metrics': 0.99384654, 'contradiction': 0.996751070022583, 'evidence_accuracy': 0.7518656716417911, 'evidence_precision': 0.48148148148148145, 'evidence_recall': 0.09848484848484848, 'evidence_f1': 0.16352201257861634, 'crest_accuracy': 0.43661971830985913, 'crest_precision': 1.0, 'crest_recall': 0.07407407407407407, 'crest_f1': 0.13793103448275862}","{'closeness': 0.8788927335640139, 'similarity_metrics': 0.99005175, 'contradiction': 0.9962749481201172, 'evidence_accuracy': 0.5559701492537313, 'evidence_precision': 0.21808510638297873, 'evidence_recall': 0.3106060606060606, 'evidence_f1': 0.25625000000000003, 'crest_accuracy': 0.5492957746478874, 'crest_precision': 0.71875, 'crest_recall': 0.42592592592592593, 'crest_f1': 0.5348837209302325}","{'closeness': 0.9092656670511342, 'similarity_metrics': 0.9821919, 'contradiction': 0.9964097142219543, 'evidence_accuracy': 0.6884328358208955, 'evidence_precision': 0.3076923076923077, 'evidence_recall': 0.21212121212121213, 'evidence_f1': 0.25112107623318386, 'crest_accuracy': 0.4507042253521127, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.19444444444444445, 'crest_f1': 0.3010752688172043}","{'closeness': 0.9123414071510957, 'similarity_metrics': 0.98423934, 'contradiction': 0.9970799088478088, 'evidence_accuracy': 0.7052238805970149, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.19696969696969696, 'evidence_f1': 0.2476190476190476, 'crest_accuracy': 0.48450704225352115, 'crest_precision': 0.8235294117647058, 'crest_recall': 0.19444444444444445, 'crest_f1': 0.3146067415730337}","{'closeness': 0.9234909650134564, 'similarity_metrics': 0.98447585, 'contradiction': 0.9970647692680359, 'evidence_accuracy': 0.6791044776119403, 'evidence_precision': 0.25609756097560976, 'evidence_recall': 0.1590909090909091, 'evidence_f1': 0.19626168224299065, 'crest_accuracy': 0.4394366197183099, 'crest_precision': 0.6491228070175439, 'crest_recall': 0.1712962962962963, 'crest_f1': 0.2710622710622711}","{'closeness': 0.9335892514395393, 'similarity_metrics': 0.98398006, 'contradiction': 0.9963986873626709, 'evidence_accuracy': 0.7220149253731343, 'evidence_precision': 0.2702702702702703, 'evidence_recall': 0.07575757575757576, 'evidence_f1': 0.11834319526627221, 'crest_accuracy': 0.4535211267605634, 'crest_precision': 0.9583333333333334, 'crest_recall': 0.10648148148148148, 'crest_f1': 0.19166666666666668}"
"{'closeness': 0.8008619141677141, 'similarity_metrics': 0.99691325, 'contradiction': 0.41626471281051636, 'evidence_accuracy': 0.9205357142857142, 'evidence_precision': 0.7186147186147186, 'evidence_recall': 0.8736842105263158, 'evidence_f1': 0.7885985748218527, 'crest_accuracy': 0.38333333333333336, 'crest_precision': 1.0, 'crest_recall': 0.013333333333333334, 'crest_f1': 0.02631578947368421}","{'closeness': 0.7803914526845035, 'similarity_metrics': 0.99462414, 'contradiction': 0.992842435836792, 'evidence_accuracy': 0.6651785714285714, 'evidence_precision': 0.3175542406311637, 'evidence_recall': 0.8473684210526315, 'evidence_f1': 0.46197991391678617, 'crest_accuracy': 0.3111111111111111, 'crest_precision': 0.44221105527638194, 'crest_recall': 0.39111111111111113, 'crest_f1': 0.41509433962264153}","{'closeness': 0.768360567426827, 'similarity_metrics': 0.9922118, 'contradiction': 0.9876915812492371, 'evidence_accuracy': 0.8598214285714286, 'evidence_precision': 0.5533980582524272, 'evidence_recall': 0.9, 'evidence_f1': 0.6853707414829658, 'crest_accuracy': 0.4361111111111111, 'crest_precision': 0.6774193548387096, 'crest_recall': 0.18666666666666668, 'crest_f1': 0.2926829268292683}","{'closeness': 0.8170228048123541, 'similarity_metrics': 0.9833413, 'contradiction': 0.9602507948875427, 'evidence_accuracy': 0.6035714285714285, 'evidence_precision': 0.26481481481481484, 'evidence_recall': 0.7526315789473684, 'evidence_f1': 0.3917808219178082, 'crest_accuracy': 0.28888888888888886, 'crest_precision': 0.4292237442922374, 'crest_recall': 0.4177777777777778, 'crest_f1': 0.42342342342342343}","{'closeness': 0.78434189261986, 'similarity_metrics': 0.9945579, 'contradiction': 0.9901868104934692, 'evidence_accuracy': 0.8982142857142857, 'evidence_precision': 0.6439393939393939, 'evidence_recall': 0.8947368421052632, 'evidence_f1': 0.7488986784140969, 'crest_accuracy': 0.41944444444444445, 'crest_precision': 0.75, 'crest_recall': 0.10666666666666667, 'crest_f1': 0.1867704280155642}","{'closeness': 0.815227150296283, 'similarity_metrics': 0.99465394, 'contradiction': 0.9903192520141602, 'evidence_accuracy': 0.7178571428571429, 'evidence_precision': 0.3548387096774194, 'evidence_recall': 0.8105263157894737, 'evidence_f1': 0.49358974358974367, 'crest_accuracy': 0.3527777777777778, 'crest_precision': 0.4649122807017544, 'crest_recall': 0.23555555555555555, 'crest_f1': 0.31268436578171094}"
"{'closeness': 0.9537939805002119, 'similarity_metrics': 0.99685735, 'contradiction': 0.15476055443286896, 'evidence_accuracy': 0.9621621621621622, 'evidence_precision': 0.8863636363636364, 'evidence_recall': 0.5652173913043478, 'evidence_f1': 0.6902654867256637, 'crest_accuracy': 0.41714285714285715, 'crest_precision': 1.0, 'crest_recall': 0.004878048780487805, 'crest_f1': 0.009708737864077669}","{'closeness': 0.9402289105553201, 'similarity_metrics': 0.9949312, 'contradiction': 0.7387425899505615, 'evidence_accuracy': 0.9556756756756757, 'evidence_precision': 0.7258064516129032, 'evidence_recall': 0.6521739130434783, 'evidence_f1': 0.6870229007633588, 'crest_accuracy': 0.43142857142857144, 'crest_precision': 1.0, 'crest_recall': 0.02926829268292683, 'crest_f1': 0.05687203791469195}","{'closeness': 0.38999576091564225, 'similarity_metrics': 0.9794718, 'contradiction': 0.7360008955001831, 'evidence_accuracy': 0.3621621621621622, 'evidence_precision': 0.06799336650082918, 'evidence_recall': 0.5942028985507246, 'evidence_f1': 0.1220238095238095, 'crest_accuracy': 0.44571428571428573, 'crest_precision': 0.5662650602409639, 'crest_recall': 0.22926829268292684, 'crest_f1': 0.32638888888888895}","{'closeness': 0.7969478592623993, 'similarity_metrics': 0.97299886, 'contradiction': 0.9954100251197815, 'evidence_accuracy': 0.5167567567567568, 'evidence_precision': 0.06046511627906977, 'evidence_recall': 0.37681159420289856, 'evidence_f1': 0.10420841683366734, 'crest_accuracy': 0.5171428571428571, 'crest_precision': 0.6412213740458015, 'crest_recall': 0.4077669902912621, 'crest_f1': 0.4985163204747774}","{'closeness': 0.9455277660025434, 'similarity_metrics': 0.9948662, 'contradiction': 0.7195855379104614, 'evidence_accuracy': 0.9589189189189189, 'evidence_precision': 0.7818181818181819, 'evidence_recall': 0.6231884057971014, 'evidence_f1': 0.6935483870967741, 'crest_accuracy': 0.43714285714285717, 'crest_precision': 1.0, 'crest_recall': 0.03902439024390244, 'crest_f1': 0.07511737089201878}","{'closeness': 0.9455277660025434, 'similarity_metrics': 0.9948662, 'contradiction': 0.7195855379104614, 'evidence_accuracy': 0.9589189189189189, 'evidence_precision': 0.7818181818181819, 'evidence_recall': 0.6231884057971014, 'evidence_f1': 0.6935483870967741, 'crest_accuracy': 0.43714285714285717, 'crest_precision': 1.0, 'crest_recall': 0.03902439024390244, 'crest_f1': 0.07511737089201878}"
"{'closeness': 0.9651205936920223, 'similarity_metrics': 0.950817, 'contradiction': 0.9977791905403137, 'evidence_accuracy': 0.6581196581196581, 'evidence_precision': 0.6086956521739131, 'evidence_recall': 0.06829268292682927, 'evidence_f1': 0.12280701754385964, 'crest_accuracy': 0.43922651933701656, 'crest_precision': 0.8947368421052632, 'crest_recall': 0.0779816513761468, 'crest_f1': 0.14345991561181437}","{'closeness': 0.9323224852071006, 'similarity_metrics': 0.9394976, 'contradiction': 0.9974435567855835, 'evidence_accuracy': 0.6632478632478632, 'evidence_precision': 0.5833333333333334, 'evidence_recall': 0.13658536585365855, 'evidence_f1': 0.22134387351778656, 'crest_accuracy': 0.4613259668508287, 'crest_precision': 0.8484848484848485, 'crest_recall': 0.12844036697247707, 'crest_f1': 0.22310756972111556}","{'closeness': 0.8717948717948718, 'similarity_metrics': 0.9364983, 'contradiction': 0.9960009455680847, 'evidence_accuracy': 0.5709401709401709, 'evidence_precision': 0.3963963963963964, 'evidence_recall': 0.4292682926829268, 'evidence_f1': 0.4121779859484777, 'crest_accuracy': 0.3784530386740331, 'crest_precision': 0.48128342245989303, 'crest_recall': 0.41284403669724773, 'crest_f1': 0.4444444444444445}","{'closeness': 0.8513563730955035, 'similarity_metrics': 0.8744011, 'contradiction': 0.9969310760498047, 'evidence_accuracy': 0.5846153846153846, 'evidence_precision': 0.4214876033057851, 'evidence_recall': 0.4975609756097561, 'evidence_f1': 0.4563758389261745, 'crest_accuracy': 0.36187845303867405, 'crest_precision': 0.46798029556650245, 'crest_recall': 0.43577981651376146, 'crest_f1': 0.4513064133016627}","{'closeness': 0.9025830258302583, 'similarity_metrics': 0.93600404, 'contradiction': 0.9969503283500671, 'evidence_accuracy': 0.6888888888888889, 'evidence_precision': 0.6949152542372882, 'evidence_recall': 0.2, 'evidence_f1': 0.31060606060606055, 'crest_accuracy': 0.494475138121547, 'crest_precision': 0.8888888888888888, 'crest_recall': 0.1834862385321101, 'crest_f1': 0.30418250950570347}","{'closeness': 0.9033798677443057, 'similarity_metrics': 0.9364377, 'contradiction': 0.9969503283500671, 'evidence_accuracy': 0.694017094017094, 'evidence_precision': 0.7096774193548387, 'evidence_recall': 0.2146341463414634, 'evidence_f1': 0.3295880149812734, 'crest_accuracy': 0.494475138121547, 'crest_precision': 0.8888888888888888, 'crest_recall': 0.1834862385321101, 'crest_f1': 0.30418250950570347}"
"{'closeness': 0.9693828351012537, 'similarity_metrics': 0.99665964, 'contradiction': 0.9528169631958008, 'evidence_accuracy': 0.8165605095541402, 'evidence_precision': 0.6785714285714286, 'evidence_recall': 0.12337662337662338, 'evidence_f1': 0.2087912087912088, 'crest_accuracy': 0.40524781341107874, 'crest_precision': 0.9, 'crest_recall': 0.04245283018867924, 'crest_f1': 0.08108108108108107}","{'closeness': 0.9226305609284333, 'similarity_metrics': 0.9973364, 'contradiction': 0.9739349484443665, 'evidence_accuracy': 0.5719745222929936, 'evidence_precision': 0.1678832116788321, 'evidence_recall': 0.2987012987012987, 'evidence_f1': 0.21495327102803735, 'crest_accuracy': 0.5102040816326531, 'crest_precision': 0.6964285714285714, 'crest_recall': 0.36792452830188677, 'crest_f1': 0.48148148148148145}","{'closeness': 0.9448742746615088, 'similarity_metrics': 0.99631524, 'contradiction': 0.9591488242149353, 'evidence_accuracy': 0.5643312101910828, 'evidence_precision': 0.1328125, 'evidence_recall': 0.22077922077922077, 'evidence_f1': 0.16585365853658537, 'crest_accuracy': 0.5014577259475219, 'crest_precision': 0.6880733944954128, 'crest_recall': 0.35377358490566035, 'crest_f1': 0.46728971962616817}","{'closeness': 0.9475338491295938, 'similarity_metrics': 0.99849045, 'contradiction': 0.109671451151371, 'evidence_accuracy': 0.4789808917197452, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.33116883116883117, 'evidence_f1': 0.19960861056751467, 'crest_accuracy': 0.47230320699708456, 'crest_precision': 0.6040268456375839, 'crest_recall': 0.42452830188679247, 'crest_f1': 0.4986149584487535}","{'closeness': 0.9615570599613152, 'similarity_metrics': 0.99849045, 'contradiction': 0.109671451151371, 'evidence_accuracy': 0.4802547770700637, 'evidence_precision': 0.13505747126436782, 'evidence_recall': 0.3051948051948052, 'evidence_f1': 0.18725099601593626, 'crest_accuracy': 0.47230320699708456, 'crest_precision': 0.6040268456375839, 'crest_recall': 0.42452830188679247, 'crest_f1': 0.4986149584487535}","{'closeness': 0.9620406189555126, 'similarity_metrics': 0.99849045, 'contradiction': 0.109671451151371, 'evidence_accuracy': 0.4789808917197452, 'evidence_precision': 0.13256484149855907, 'evidence_recall': 0.2987012987012987, 'evidence_f1': 0.18363273453093812, 'crest_accuracy': 0.47230320699708456, 'crest_precision': 0.6040268456375839, 'crest_recall': 0.42452830188679247, 'crest_f1': 0.4986149584487535}"
