baseline,e-implcit-target,e-chain-of-thought,e-persona-human,e-chat-history,e-persona-you
"{'closeness': 0.8420949005709786, 'similarity_metrics': 0.94448894, 'contradiction': 0.03784867376089096, 'evidence_accuracy': 0.5192127460168697, 'evidence_precision': 0.26824034334763946, 'evidence_recall': 0.4208754208754209, 'evidence_f1': 0.32765399737876805, 'crest_accuracy': 0.5100864553314121, 'crest_precision': 0.6461538461538462, 'crest_recall': 0.40384615384615385, 'crest_f1': 0.49704142011834324}","{'closeness': 0.7365623154164205, 'similarity_metrics': 0.9312236, 'contradiction': 0.9772985577583313, 'evidence_accuracy': 0.514526710402999, 'evidence_precision': 0.29724770642201837, 'evidence_recall': 0.5454545454545454, 'evidence_f1': 0.3847980997624703, 'crest_accuracy': 0.579250720461095, 'crest_precision': 0.69375, 'crest_recall': 0.5336538461538461, 'crest_f1': 0.6032608695652174}","{'closeness': 0.5447922819452649, 'similarity_metrics': 0.5064902, 'contradiction': 0.04180988669395447, 'evidence_accuracy': 0.31021555763823805, 'evidence_precision': 0.19127988748241911, 'evidence_recall': 0.45791245791245794, 'evidence_f1': 0.2698412698412698, 'crest_accuracy': 0.5994236311239193, 'crest_precision': 0.6, 'crest_recall': 0.9951923076923077, 'crest_f1': 0.7486437613019892}","{'closeness': 0.8418980114195708, 'similarity_metrics': 0.94306153, 'contradiction': 0.05632758513092995, 'evidence_accuracy': 0.5201499531396439, 'evidence_precision': 0.26881720430107525, 'evidence_recall': 0.4208754208754209, 'evidence_f1': 0.32808398950131235, 'crest_accuracy': 0.5129682997118156, 'crest_precision': 0.648854961832061, 'crest_recall': 0.40865384615384615, 'crest_f1': 0.5014749262536874}","{'closeness': 0.3307737743650325, 'similarity_metrics': 0.5466729, 'contradiction': 0.8563990592956543, 'evidence_accuracy': 0.4114339268978444, 'evidence_precision': 0.2691771269177127, 'evidence_recall': 0.6498316498316499, 'evidence_f1': 0.38067061143984215, 'crest_accuracy': 0.6340057636887608, 'crest_precision': 0.6231003039513677, 'crest_recall': 0.9855769230769231, 'crest_f1': 0.7635009310986963}","{'closeness': 0.8424886788737941, 'similarity_metrics': 0.94448894, 'contradiction': 0.03784867376089096, 'evidence_accuracy': 0.521087160262418, 'evidence_precision': 0.26939655172413796, 'evidence_recall': 0.4208754208754209, 'evidence_f1': 0.32851511169513803, 'crest_accuracy': 0.5100864553314121, 'crest_precision': 0.6461538461538462, 'crest_recall': 0.40384615384615385, 'crest_f1': 0.49704142011834324}"
"{'closeness': 0.9119298245614035, 'similarity_metrics': 0.92667854, 'contradiction': 0.9898272752761841, 'evidence_accuracy': 0.525963149078727, 'evidence_precision': 0.24904214559386972, 'evidence_recall': 0.4276315789473684, 'evidence_f1': 0.3147699757869249, 'crest_accuracy': 0.5206611570247934, 'crest_precision': 0.6036585365853658, 'crest_recall': 0.47596153846153844, 'crest_f1': 0.532258064516129}","{'closeness': 0.7940350877192982, 'similarity_metrics': 0.9394178, 'contradiction': 0.986930251121521, 'evidence_accuracy': 0.4137353433835846, 'evidence_precision': 0.20359281437125748, 'evidence_recall': 0.4473684210526316, 'evidence_f1': 0.27983539094650206, 'crest_accuracy': 0.5619834710743802, 'crest_precision': 0.6088888888888889, 'crest_recall': 0.6586538461538461, 'crest_f1': 0.6327944572748269}","{'closeness': 0.9108771929824562, 'similarity_metrics': 0.9877533, 'contradiction': 0.9914517998695374, 'evidence_accuracy': 0.5209380234505863, 'evidence_precision': 0.2423076923076923, 'evidence_recall': 0.4144736842105263, 'evidence_f1': 0.3058252427184466, 'crest_accuracy': 0.5454545454545454, 'crest_precision': 0.6319018404907976, 'crest_recall': 0.4951923076923077, 'crest_f1': 0.5552560646900269}","{'closeness': 0.9063157894736842, 'similarity_metrics': 0.9258687, 'contradiction': 0.9897621273994446, 'evidence_accuracy': 0.5192629815745393, 'evidence_precision': 0.24528301886792453, 'evidence_recall': 0.4276315789473684, 'evidence_f1': 0.3117505995203837, 'crest_accuracy': 0.5206611570247934, 'crest_precision': 0.6011904761904762, 'crest_recall': 0.4855769230769231, 'crest_f1': 0.5372340425531915}","{'closeness': 0.8417543859649123, 'similarity_metrics': 0.96402186, 'contradiction': 0.9846934080123901, 'evidence_accuracy': 0.49413735343383586, 'evidence_precision': 0.2670807453416149, 'evidence_recall': 0.5657894736842105, 'evidence_f1': 0.3628691983122363, 'crest_accuracy': 0.5730027548209367, 'crest_precision': 0.644808743169399, 'crest_recall': 0.5673076923076923, 'crest_f1': 0.6035805626598465}","{'closeness': 0.9164912280701755, 'similarity_metrics': 0.9194529, 'contradiction': 0.9786545634269714, 'evidence_accuracy': 0.5276381909547738, 'evidence_precision': 0.25, 'evidence_recall': 0.4276315789473684, 'evidence_f1': 0.3155339805825243, 'crest_accuracy': 0.5179063360881543, 'crest_precision': 0.6012269938650306, 'crest_recall': 0.47115384615384615, 'crest_f1': 0.5283018867924528}"
"{'closeness': 0.9208609271523178, 'similarity_metrics': 0.99385214, 'contradiction': 0.6165732741355896, 'evidence_accuracy': 0.45304777594728174, 'evidence_precision': 0.387434554973822, 'evidence_recall': 0.2560553633217993, 'evidence_f1': 0.3083333333333333, 'crest_accuracy': 0.33618233618233617, 'crest_precision': 0.45384615384615384, 'crest_recall': 0.2669683257918552, 'crest_f1': 0.33618233618233617}","{'closeness': 0.7748344370860927, 'similarity_metrics': 0.9682845, 'contradiction': 0.9120213985443115, 'evidence_accuracy': 0.528830313014827, 'evidence_precision': 0.5054151624548736, 'evidence_recall': 0.4844290657439446, 'evidence_f1': 0.4946996466431095, 'crest_accuracy': 0.38746438746438744, 'crest_precision': 0.5180722891566265, 'crest_recall': 0.3891402714932127, 'crest_f1': 0.4444444444444445}","{'closeness': 0.9105960264900662, 'similarity_metrics': 0.9947261, 'contradiction': 0.07210084795951843, 'evidence_accuracy': 0.49917627677100496, 'evidence_precision': 0.4623115577889447, 'evidence_recall': 0.31833910034602075, 'evidence_f1': 0.3770491803278688, 'crest_accuracy': 0.33048433048433046, 'crest_precision': 0.44166666666666665, 'crest_recall': 0.2398190045248869, 'crest_f1': 0.31085043988269795}","{'closeness': 0.9155629139072847, 'similarity_metrics': 0.9927312, 'contradiction': 0.9063392877578735, 'evidence_accuracy': 0.4645799011532125, 'evidence_precision': 0.4090909090909091, 'evidence_recall': 0.28027681660899656, 'evidence_f1': 0.33264887063655035, 'crest_accuracy': 0.35327635327635326, 'crest_precision': 0.4785714285714286, 'crest_recall': 0.3031674208144796, 'crest_f1': 0.371191135734072}","{'closeness': 0.08013245033112582, 'similarity_metrics': 0.76769435, 'contradiction': 0.531514048576355, 'evidence_accuracy': 0.43986820428336076, 'evidence_precision': 0.4564102564102564, 'evidence_recall': 0.9238754325259516, 'evidence_f1': 0.6109839816933638, 'crest_accuracy': 0.6239316239316239, 'crest_precision': 0.6275071633237822, 'crest_recall': 0.9909502262443439, 'crest_f1': 0.768421052631579}","{'closeness': 0.9162251655629139, 'similarity_metrics': 0.9927312, 'contradiction': 0.9063392877578735, 'evidence_accuracy': 0.46293245469522243, 'evidence_precision': 0.40609137055837563, 'evidence_recall': 0.2768166089965398, 'evidence_f1': 0.3292181069958848, 'crest_accuracy': 0.35327635327635326, 'crest_precision': 0.4785714285714286, 'crest_recall': 0.3031674208144796, 'crest_f1': 0.371191135734072}"
"{'closeness': 0.8003709714815673, 'similarity_metrics': 0.84082574, 'contradiction': 0.043014753609895706, 'evidence_accuracy': 0.5536912751677853, 'evidence_precision': 0.1174496644295302, 'evidence_recall': 0.2046783625730994, 'evidence_f1': 0.14925373134328357, 'crest_accuracy': 0.4398976982097187, 'crest_precision': 0.5038167938931297, 'crest_recall': 0.3, 'crest_f1': 0.37606837606837606}","{'closeness': 0.9058659865522838, 'similarity_metrics': 0.9961667, 'contradiction': 0.8707659244537354, 'evidence_accuracy': 0.5592841163310962, 'evidence_precision': 0.14376996805111822, 'evidence_recall': 0.2631578947368421, 'evidence_f1': 0.1859504132231405, 'crest_accuracy': 0.46547314578005117, 'crest_precision': 0.5413533834586466, 'crest_recall': 0.32727272727272727, 'crest_f1': 0.40793201133144474}","{'closeness': 0.990968040759611, 'similarity_metrics': 0.99954426, 'contradiction': 0.2873067259788513, 'evidence_accuracy': 0.8076062639821029, 'evidence_precision': 0.4444444444444444, 'evidence_recall': 0.023391812865497075, 'evidence_f1': 0.044444444444444446, 'crest_accuracy': 0.4424552429667519, 'crest_precision': 0.75, 'crest_recall': 0.013636363636363636, 'crest_f1': 0.026785714285714284}","{'closeness': 0.848829121261303, 'similarity_metrics': 0.8598957, 'contradiction': 0.04155272617936134, 'evidence_accuracy': 0.5458612975391499, 'evidence_precision': 0.14714714714714713, 'evidence_recall': 0.28654970760233917, 'evidence_f1': 0.19444444444444445, 'crest_accuracy': 0.4833759590792839, 'crest_precision': 0.550561797752809, 'crest_recall': 0.44545454545454544, 'crest_f1': 0.49246231155778897}","{'closeness': 0.052631578947368474, 'similarity_metrics': 0.46790245, 'contradiction': 0.5723748207092285, 'evidence_accuracy': 0.18456375838926176, 'evidence_precision': 0.16943127962085308, 'evidence_recall': 0.8362573099415205, 'evidence_f1': 0.2817733990147783, 'crest_accuracy': 0.5549872122762148, 'crest_precision': 0.5611702127659575, 'crest_recall': 0.9590909090909091, 'crest_f1': 0.7080536912751678}","{'closeness': 0.06097843728263386, 'similarity_metrics': 0.55534697, 'contradiction': 0.16262127459049225, 'evidence_accuracy': 0.24161073825503357, 'evidence_precision': 0.20141342756183744, 'evidence_recall': 1.0, 'evidence_f1': 0.3352941176470588, 'crest_accuracy': 0.5703324808184144, 'crest_precision': 0.5751445086705202, 'crest_recall': 0.9045454545454545, 'crest_f1': 0.7031802120141344}"
"{'closeness': 0.30349514563106794, 'similarity_metrics': 0.96447694, 'contradiction': 0.30639636516571045, 'evidence_accuracy': 0.3586337760910816, 'evidence_precision': 0.14552736982643524, 'evidence_recall': 0.7517241379310344, 'evidence_f1': 0.24384787472035793, 'crest_accuracy': 0.3649425287356322, 'crest_precision': 0.37209302325581395, 'crest_recall': 0.0761904761904762, 'crest_f1': 0.1264822134387352}","{'closeness': 0.6732038834951457, 'similarity_metrics': 0.8414478, 'contradiction': 0.9376413226127625, 'evidence_accuracy': 0.3605313092979127, 'evidence_precision': 0.0873634945397816, 'evidence_recall': 0.38620689655172413, 'evidence_f1': 0.14249363867684478, 'crest_accuracy': 0.47701149425287354, 'crest_precision': 0.5564516129032258, 'crest_recall': 0.6571428571428571, 'crest_f1': 0.6026200873362444}",,"{'closeness': 0.30349514563106794, 'similarity_metrics': 0.96447694, 'contradiction': 0.30639636516571045, 'evidence_accuracy': 0.3586337760910816, 'evidence_precision': 0.14552736982643524, 'evidence_recall': 0.7517241379310344, 'evidence_f1': 0.24384787472035793, 'crest_accuracy': 0.3649425287356322, 'crest_precision': 0.37209302325581395, 'crest_recall': 0.0761904761904762, 'crest_f1': 0.1264822134387352}",,"{'closeness': 0.30155339805825243, 'similarity_metrics': 0.9631691, 'contradiction': 0.9575751423835754, 'evidence_accuracy': 0.36622390891840606, 'evidence_precision': 0.14614343707713126, 'evidence_recall': 0.7448275862068966, 'evidence_f1': 0.24434389140271492, 'crest_accuracy': 0.3879310344827586, 'crest_precision': 0.45454545454545453, 'crest_recall': 0.07142857142857142, 'crest_f1': 0.12345679012345678}"
"{'closeness': 0.9773713577185369, 'similarity_metrics': 0.99980253, 'contradiction': 0.04553699120879173, 'evidence_accuracy': 0.5975039001560063, 'evidence_precision': 0.26356589147286824, 'evidence_recall': 0.17258883248730963, 'evidence_f1': 0.20858895705521474, 'crest_accuracy': 0.4835820895522388, 'crest_precision': 0.7464788732394366, 'crest_recall': 0.2548076923076923, 'crest_f1': 0.3799283154121863}","{'closeness': 0.8586484810911346, 'similarity_metrics': 0.9980936, 'contradiction': 0.9924768805503845, 'evidence_accuracy': 0.5585023400936038, 'evidence_precision': 0.2971698113207547, 'evidence_recall': 0.3197969543147208, 'evidence_f1': 0.3080684596577017, 'crest_accuracy': 0.48955223880597015, 'crest_precision': 0.6868686868686869, 'crest_recall': 0.3269230769230769, 'crest_f1': 0.4429967426710098}","{'closeness': 0.9848109113453193, 'similarity_metrics': 1.0000001, 'contradiction': 0.0022818916477262974, 'evidence_accuracy': 0.7129485179407177, 'evidence_precision': 1.0, 'evidence_recall': 0.06598984771573604, 'evidence_f1': 0.1238095238095238, 'crest_accuracy': 0.382089552238806, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9621822690638562, 'similarity_metrics': 0.9997728, 'contradiction': 0.03957599028944969, 'evidence_accuracy': 0.6068642745709828, 'evidence_precision': 0.3076923076923077, 'evidence_recall': 0.2233502538071066, 'evidence_f1': 0.25882352941176473, 'crest_accuracy': 0.48059701492537316, 'crest_precision': 0.7236842105263158, 'crest_recall': 0.2644230769230769, 'crest_f1': 0.38732394366197187}","{'closeness': 0.1540607563546187, 'similarity_metrics': 0.46933687, 'contradiction': 0.19143252074718475, 'evidence_accuracy': 0.2620904836193448, 'evidence_precision': 0.24349442379182157, 'evidence_recall': 0.6649746192893401, 'evidence_f1': 0.3564625850340136, 'crest_accuracy': 0.591044776119403, 'crest_precision': 0.6086956521739131, 'crest_recall': 0.9468599033816425, 'crest_f1': 0.7410207939508506}","{'closeness': 0.9761314321140732, 'similarity_metrics': 0.9997965, 'contradiction': 0.04553699120879173, 'evidence_accuracy': 0.5990639625585024, 'evidence_precision': 0.265625, 'evidence_recall': 0.17258883248730963, 'evidence_f1': 0.20923076923076922, 'crest_accuracy': 0.4925373134328358, 'crest_precision': 0.7714285714285715, 'crest_recall': 0.25961538461538464, 'crest_f1': 0.38848920863309355}"
"{'closeness': 0.7948280761579994, 'similarity_metrics': 0.9492747, 'contradiction': 0.4268133044242859, 'evidence_accuracy': 0.3876177658142665, 'evidence_precision': 0.04318181818181818, 'evidence_recall': 0.3584905660377358, 'evidence_f1': 0.077079107505071, 'crest_accuracy': 0.46551724137931033, 'crest_precision': 0.564, 'crest_recall': 0.6467889908256881, 'crest_f1': 0.6025641025641025}","{'closeness': 0.8971298664393293, 'similarity_metrics': 0.997244, 'contradiction': 0.17410852015018463, 'evidence_accuracy': 0.4629878869448183, 'evidence_precision': 0.05181347150259067, 'evidence_recall': 0.37735849056603776, 'evidence_f1': 0.09111617312072892, 'crest_accuracy': 0.4827586206896552, 'crest_precision': 0.5989583333333334, 'crest_recall': 0.5275229357798165, 'crest_f1': 0.5609756097560975}","{'closeness': 0.9790486976217441, 'similarity_metrics': 0.99980617, 'contradiction': 0.06872092932462692, 'evidence_accuracy': 0.9084791386271871, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3793103448275862, 'crest_precision': 0.625, 'crest_recall': 0.022935779816513763, 'crest_f1': 0.044247787610619475}","{'closeness': 0.7948280761579994, 'similarity_metrics': 0.9492747, 'contradiction': 0.4268133044242859, 'evidence_accuracy': 0.3876177658142665, 'evidence_precision': 0.04318181818181818, 'evidence_recall': 0.3584905660377358, 'evidence_f1': 0.077079107505071, 'crest_accuracy': 0.46551724137931033, 'crest_precision': 0.564, 'crest_recall': 0.6467889908256881, 'crest_f1': 0.6025641025641025}","{'closeness': 0.9894856493321966, 'similarity_metrics': 0.99918956, 'contradiction': 0.06872092932462692, 'evidence_accuracy': 0.9192462987886945, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3764367816091954, 'crest_precision': 1.0, 'crest_recall': 0.0045871559633027525, 'crest_f1': 0.0091324200913242}","{'closeness': 0.9337880079568059, 'similarity_metrics': 0.99793816, 'contradiction': 0.20074687898159027, 'evidence_accuracy': 0.5410497981157469, 'evidence_precision': 0.041401273885350316, 'evidence_recall': 0.24528301886792453, 'evidence_f1': 0.07084468664850137, 'crest_accuracy': 0.4885057471264368, 'crest_precision': 0.6265822784810127, 'crest_recall': 0.4541284403669725, 'crest_f1': 0.526595744680851}"
"{'closeness': 0.6716157205240174, 'similarity_metrics': 0.9771968, 'contradiction': 0.8641704320907593, 'evidence_accuracy': 0.6483594864479315, 'evidence_precision': 0.2710084033613445, 'evidence_recall': 0.4690909090909091, 'evidence_f1': 0.34354194407456723, 'crest_accuracy': 0.41853932584269665, 'crest_precision': 1.0, 'crest_recall': 0.009569377990430622, 'crest_f1': 0.01895734597156398}","{'closeness': 0.5921397379912664, 'similarity_metrics': 0.9719003, 'contradiction': 0.9867885112762451, 'evidence_accuracy': 0.514978601997147, 'evidence_precision': 0.22818791946308725, 'evidence_recall': 0.6181818181818182, 'evidence_f1': 0.3333333333333333, 'crest_accuracy': 0.4157303370786517, 'crest_precision': 0.5042735042735043, 'crest_recall': 0.2822966507177033, 'crest_f1': 0.36196319018404904}","{'closeness': 0.6703056768558953, 'similarity_metrics': 0.9937787, 'contradiction': 0.06895290315151215, 'evidence_accuracy': 0.6554921540656206, 'evidence_precision': 0.27682403433476394, 'evidence_recall': 0.4690909090909091, 'evidence_f1': 0.3481781376518219, 'crest_accuracy': 0.4157303370786517, 'crest_precision': 1.0, 'crest_recall': 0.004784688995215311, 'crest_f1': 0.009523809523809525}","{'closeness': 0.6689956331877729, 'similarity_metrics': 0.9771968, 'contradiction': 0.8641704320907593, 'evidence_accuracy': 0.6540656205420827, 'evidence_precision': 0.27564102564102566, 'evidence_recall': 0.4690909090909091, 'evidence_f1': 0.3472409152086138, 'crest_accuracy': 0.41853932584269665, 'crest_precision': 1.0, 'crest_recall': 0.009569377990430622, 'crest_f1': 0.01895734597156398}","{'closeness': 0.18267831149927216, 'similarity_metrics': 0.94671094, 'contradiction': 0.9444855451583862, 'evidence_accuracy': 0.3223965763195435, 'evidence_precision': 0.20368744512730466, 'evidence_recall': 0.8436363636363636, 'evidence_f1': 0.32814710042432815, 'crest_accuracy': 0.42134831460674155, 'crest_precision': 0.5161290322580645, 'crest_recall': 0.22966507177033493, 'crest_f1': 0.31788079470198677}","{'closeness': 0.6689956331877729, 'similarity_metrics': 0.9771968, 'contradiction': 0.8641704320907593, 'evidence_accuracy': 0.6540656205420827, 'evidence_precision': 0.27564102564102566, 'evidence_recall': 0.4690909090909091, 'evidence_f1': 0.3472409152086138, 'crest_accuracy': 0.41853932584269665, 'crest_precision': 1.0, 'crest_recall': 0.009569377990430622, 'crest_f1': 0.01895734597156398}"
"{'closeness': 0.9472171413639927, 'similarity_metrics': 0.995316, 'contradiction': 0.6622945070266724, 'evidence_accuracy': 0.5145018915510718, 'evidence_precision': 0.21481481481481482, 'evidence_recall': 0.2510822510822511, 'evidence_f1': 0.23153692614770457, 'crest_accuracy': 0.46264367816091956, 'crest_precision': 0.5871559633027523, 'crest_recall': 0.3106796116504854, 'crest_f1': 0.40634920634920635}","{'closeness': 0.9116801672328194, 'similarity_metrics': 0.98418415, 'contradiction': 0.990504801273346, 'evidence_accuracy': 0.5031525851197982, 'evidence_precision': 0.22372881355932203, 'evidence_recall': 0.2857142857142857, 'evidence_f1': 0.2509505703422053, 'crest_accuracy': 0.4942528735632184, 'crest_precision': 0.6209677419354839, 'crest_recall': 0.3737864077669903, 'crest_f1': 0.4666666666666667}","{'closeness': 0.9519205644107656, 'similarity_metrics': 0.98722106, 'contradiction': 0.9446731805801392, 'evidence_accuracy': 0.7187894073139974, 'evidence_precision': 0.6, 'evidence_recall': 0.1038961038961039, 'evidence_f1': 0.17712177121771217, 'crest_accuracy': 0.4540229885057471, 'crest_precision': 0.9, 'crest_recall': 0.08737864077669903, 'crest_f1': 0.15929203539823011}","{'closeness': 0.9432976221583486, 'similarity_metrics': 0.9930738, 'contradiction': 0.9788370132446289, 'evidence_accuracy': 0.5132408575031526, 'evidence_precision': 0.2140221402214022, 'evidence_recall': 0.2510822510822511, 'evidence_f1': 0.23107569721115537, 'crest_accuracy': 0.46551724137931033, 'crest_precision': 0.5909090909090909, 'crest_recall': 0.3155339805825243, 'crest_f1': 0.4113924050632912}","{'closeness': 0.00810033969166446, 'similarity_metrics': 0.02877121, 'contradiction': 0.28355538845062256, 'evidence_accuracy': 0.29129886506935687, 'evidence_precision': 0.29129886506935687, 'evidence_recall': 1.0, 'evidence_f1': 0.451171875, 'crest_accuracy': 0.5890804597701149, 'crest_precision': 0.5890804597701149, 'crest_recall': 1.0, 'crest_f1': 0.7414104882459313}","{'closeness': 0.9472171413639927, 'similarity_metrics': 0.995316, 'contradiction': 0.6622945070266724, 'evidence_accuracy': 0.5145018915510718, 'evidence_precision': 0.21481481481481482, 'evidence_recall': 0.2510822510822511, 'evidence_f1': 0.23153692614770457, 'crest_accuracy': 0.46264367816091956, 'crest_precision': 0.5871559633027523, 'crest_recall': 0.3106796116504854, 'crest_f1': 0.40634920634920635}"
"{'closeness': 0.9792256846081209, 'similarity_metrics': 0.99827015, 'contradiction': 0.9391295909881592, 'evidence_accuracy': 0.7687595712098009, 'evidence_precision': 0.4807692307692308, 'evidence_recall': 0.16778523489932887, 'evidence_f1': 0.24875621890547264, 'crest_accuracy': 0.3816568047337278, 'crest_precision': 0.625, 'crest_recall': 0.023696682464454975, 'crest_f1': 0.045662100456620995}","{'closeness': 0.9307086614173228, 'similarity_metrics': 0.99832636, 'contradiction': 0.9679126739501953, 'evidence_accuracy': 0.5834609494640123, 'evidence_precision': 0.2607003891050584, 'evidence_recall': 0.44966442953020136, 'evidence_f1': 0.33004926108374383, 'crest_accuracy': 0.26627218934911245, 'crest_precision': 0.41148325358851673, 'crest_recall': 0.4075829383886256, 'crest_f1': 0.40952380952380957}","{'closeness': 0.9779527559055118, 'similarity_metrics': 0.9998995, 'contradiction': 0.5154079794883728, 'evidence_accuracy': 0.7856049004594181, 'evidence_precision': 0.7368421052631579, 'evidence_recall': 0.09395973154362416, 'evidence_f1': 0.16666666666666669, 'crest_accuracy': 0.38461538461538464, 'crest_precision': 0.7142857142857143, 'crest_recall': 0.023696682464454975, 'crest_f1': 0.04587155963302752}","{'closeness': 0.9770295783511642, 'similarity_metrics': 0.9990736, 'contradiction': 0.5725667476654053, 'evidence_accuracy': 0.7718223583460949, 'evidence_precision': 0.5, 'evidence_recall': 0.18791946308724833, 'evidence_f1': 0.2731707317073171, 'crest_accuracy': 0.38461538461538464, 'crest_precision': 0.7142857142857143, 'crest_recall': 0.023696682464454975, 'crest_f1': 0.04587155963302752}","{'closeness': 0.20944881889763778, 'similarity_metrics': 0.703614, 'contradiction': 0.9511208534240723, 'evidence_accuracy': 0.39203675344563554, 'evidence_precision': 0.2606177606177606, 'evidence_recall': 0.9060402684563759, 'evidence_f1': 0.4047976011994003, 'crest_accuracy': 0.46745562130177515, 'crest_precision': 0.5763546798029556, 'crest_recall': 0.5545023696682464, 'crest_f1': 0.5652173913043478}","{'closeness': 0.978904282115869, 'similarity_metrics': 0.99827015, 'contradiction': 0.933646559715271, 'evidence_accuracy': 0.7718223583460949, 'evidence_precision': 0.5, 'evidence_recall': 0.18120805369127516, 'evidence_f1': 0.2660098522167488, 'crest_accuracy': 0.3727810650887574, 'crest_precision': 0.45454545454545453, 'crest_recall': 0.023696682464454975, 'crest_f1': 0.04504504504504504}"
"{'closeness': 0.5702418763742976, 'similarity_metrics': 0.67831534, 'contradiction': 0.15920959413051605, 'evidence_accuracy': 0.4451697127937337, 'evidence_precision': 0.13616071428571427, 'evidence_recall': 0.6161616161616161, 'evidence_f1': 0.22303473491773307, 'crest_accuracy': 0.45768025078369906, 'crest_precision': 0.5657370517928287, 'crest_recall': 0.6893203883495146, 'crest_f1': 0.6214442013129103}","{'closeness': 0.7163449792328366, 'similarity_metrics': 0.94918597, 'contradiction': 0.8611921072006226, 'evidence_accuracy': 0.46344647519582244, 'evidence_precision': 0.09162303664921466, 'evidence_recall': 0.35353535353535354, 'evidence_f1': 0.14553014553014554, 'crest_accuracy': 0.5109717868338558, 'crest_precision': 0.6711409395973155, 'crest_recall': 0.4830917874396135, 'crest_f1': 0.5617977528089888}","{'closeness': 0.7964817981920351, 'similarity_metrics': 0.9942808, 'contradiction': 0.46949300169944763, 'evidence_accuracy': 0.608355091383812, 'evidence_precision': 0.0611353711790393, 'evidence_recall': 0.1414141414141414, 'evidence_f1': 0.08536585365853658, 'crest_accuracy': 0.3542319749216301, 'crest_precision': 0.5263157894736842, 'crest_recall': 0.04830917874396135, 'crest_f1': 0.08849557522123894}","{'closeness': 0.5853896897141462, 'similarity_metrics': 0.68074656, 'contradiction': 0.1549428552389145, 'evidence_accuracy': 0.3433420365535248, 'evidence_precision': 0.05506607929515418, 'evidence_recall': 0.25252525252525254, 'evidence_f1': 0.09041591320072333, 'crest_accuracy': 0.45768025078369906, 'crest_precision': 0.5657370517928287, 'crest_recall': 0.6893203883495146, 'crest_f1': 0.6214442013129103}","{'closeness': 0.8099193745419008, 'similarity_metrics': 0.9950917, 'contradiction': 0.640017569065094, 'evidence_accuracy': 0.7297650130548303, 'evidence_precision': 0.2032967032967033, 'evidence_recall': 0.37373737373737376, 'evidence_f1': 0.26334519572953735, 'crest_accuracy': 0.3510971786833856, 'crest_precision': 0.3333333333333333, 'crest_recall': 0.0048543689320388345, 'crest_f1': 0.009569377990430622}","{'closeness': 0.5790373808942096, 'similarity_metrics': 0.6791188, 'contradiction': 0.1549428552389145, 'evidence_accuracy': 0.45691906005221933, 'evidence_precision': 0.13895216400911162, 'evidence_recall': 0.6161616161616161, 'evidence_f1': 0.22676579925650556, 'crest_accuracy': 0.45768025078369906, 'crest_precision': 0.5657370517928287, 'crest_recall': 0.6893203883495146, 'crest_f1': 0.6214442013129103}"
