e-persona-human,e-persona-you,e-chain-of-thought,baseline,e-chat-history,e-implcit-target
"{'closeness': 0.8601662887377173, 'similarity_metrics': 0.96645194, 'contradiction': 0.988851010799408, 'evidence_accuracy': 0.3701067615658363, 'evidence_precision': 0.7027027027027027, 'evidence_recall': 0.13541666666666666, 'evidence_f1': 0.22707423580786026, 'crest_accuracy': 0.5480427046263345, 'crest_precision': 0.8648648648648649, 'crest_recall': 0.2077922077922078, 'crest_f1': 0.33507853403141363}","{'closeness': 0.8908396946564885, 'similarity_metrics': 0.9704164, 'contradiction': 0.9850549697875977, 'evidence_accuracy': 0.33807829181494664, 'evidence_precision': 0.6071428571428571, 'evidence_recall': 0.08854166666666667, 'evidence_f1': 0.15454545454545454, 'crest_accuracy': 0.5231316725978647, 'crest_precision': 0.8571428571428571, 'crest_recall': 0.15584415584415584, 'crest_f1': 0.26373626373626374}","{'closeness': 0.8691660290742158, 'similarity_metrics': 0.96679264, 'contradiction': 0.9785817265510559, 'evidence_accuracy': 0.35587188612099646, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.11458333333333333, 'evidence_f1': 0.19555555555555554, 'crest_accuracy': 0.5480427046263345, 'crest_precision': 0.9090909090909091, 'crest_recall': 0.19480519480519481, 'crest_f1': 0.32085561497326204}","{'closeness': 0.8601662887377173, 'similarity_metrics': 0.96645194, 'contradiction': 0.988851010799408, 'evidence_accuracy': 0.3701067615658363, 'evidence_precision': 0.7027027027027027, 'evidence_recall': 0.13541666666666666, 'evidence_f1': 0.22707423580786026, 'crest_accuracy': 0.5480427046263345, 'crest_precision': 0.8648648648648649, 'crest_recall': 0.2077922077922078, 'crest_f1': 0.33507853403141363}","{'closeness': 0.7834736036725325, 'similarity_metrics': 0.95385134, 'contradiction': 0.9872683882713318, 'evidence_accuracy': 0.4412811387900356, 'evidence_precision': 0.6576576576576577, 'evidence_recall': 0.3802083333333333, 'evidence_f1': 0.4818481848184818, 'crest_accuracy': 0.5907473309608541, 'crest_precision': 0.6756756756756757, 'crest_recall': 0.487012987012987, 'crest_f1': 0.5660377358490566}","{'closeness': 0.7750573833205815, 'similarity_metrics': 0.9661678, 'contradiction': 0.9836724400520325, 'evidence_accuracy': 0.4306049822064057, 'evidence_precision': 0.6176470588235294, 'evidence_recall': 0.4375, 'evidence_f1': 0.5121951219512195, 'crest_accuracy': 0.5444839857651246, 'crest_precision': 0.5955882352941176, 'crest_recall': 0.525974025974026, 'crest_f1': 0.5586206896551724}"
"{'closeness': 0.8805601317957167, 'similarity_metrics': 0.97195256, 'contradiction': 0.7781286239624023, 'evidence_accuracy': 0.6737044145873321, 'evidence_precision': 0.4246575342465753, 'evidence_recall': 0.1949685534591195, 'evidence_f1': 0.26724137931034486, 'crest_accuracy': 0.4732394366197183, 'crest_precision': 0.8478260869565217, 'crest_recall': 0.1780821917808219, 'crest_f1': 0.2943396226415094}","{'closeness': 0.9238056013179572, 'similarity_metrics': 0.9808931, 'contradiction': 0.7920417785644531, 'evidence_accuracy': 0.7024952015355086, 'evidence_precision': 0.5434782608695652, 'evidence_recall': 0.15723270440251572, 'evidence_f1': 0.24390243902439024, 'crest_accuracy': 0.447887323943662, 'crest_precision': 0.9259259259259259, 'crest_recall': 0.1141552511415525, 'crest_f1': 0.20325203252032517}","{'closeness': 0.9536019536019535, 'similarity_metrics': 0.99674726, 'contradiction': 0.02424800582230091, 'evidence_accuracy': 0.7044145873320538, 'evidence_precision': 0.6, 'evidence_recall': 0.09433962264150944, 'evidence_f1': 0.16304347826086957, 'crest_accuracy': 0.3971830985915493, 'crest_precision': 1.0, 'crest_recall': 0.01834862385321101, 'crest_f1': 0.03603603603603604}","{'closeness': 0.9359079704190633, 'similarity_metrics': 0.98459846, 'contradiction': 0.8797664046287537, 'evidence_accuracy': 0.6967370441458733, 'evidence_precision': 0.5128205128205128, 'evidence_recall': 0.12578616352201258, 'evidence_f1': 0.20202020202020204, 'crest_accuracy': 0.43380281690140843, 'crest_precision': 0.9090909090909091, 'crest_recall': 0.091324200913242, 'crest_f1': 0.16597510373443985}","{'closeness': 0.9048599670510709, 'similarity_metrics': 0.98592126, 'contradiction': 0.7027522921562195, 'evidence_accuracy': 0.6468330134357005, 'evidence_precision': 0.3287671232876712, 'evidence_recall': 0.1509433962264151, 'evidence_f1': 0.20689655172413793, 'crest_accuracy': 0.4535211267605634, 'crest_precision': 0.8378378378378378, 'crest_recall': 0.1415525114155251, 'crest_f1': 0.24218750000000003}","{'closeness': 0.8570840197693574, 'similarity_metrics': 0.98582965, 'contradiction': 0.9919617772102356, 'evidence_accuracy': 0.6429942418426103, 'evidence_precision': 0.3448275862068966, 'evidence_recall': 0.18867924528301888, 'evidence_f1': 0.2439024390243903, 'crest_accuracy': 0.5014084507042254, 'crest_precision': 0.8620689655172413, 'crest_recall': 0.228310502283105, 'crest_f1': 0.36101083032490966}"
"{'closeness': 0.8904138513513513, 'similarity_metrics': 0.9800223, 'contradiction': 0.48307016491889954, 'evidence_accuracy': 0.719017094017094, 'evidence_precision': 0.5083333333333333, 'evidence_recall': 0.23018867924528302, 'evidence_f1': 0.31688311688311693, 'crest_accuracy': 0.42857142857142855, 'crest_precision': 0.5625, 'crest_recall': 0.08823529411764706, 'crest_f1': 0.15254237288135594}","{'closeness': 0.8959790209790209, 'similarity_metrics': 0.9943814, 'contradiction': 0.9418979287147522, 'evidence_accuracy': 0.7040598290598291, 'evidence_precision': 0.44545454545454544, 'evidence_recall': 0.18490566037735848, 'evidence_f1': 0.2613333333333333, 'crest_accuracy': 0.4057142857142857, 'crest_precision': 0.4090909090909091, 'crest_recall': 0.04411764705882353, 'crest_f1': 0.07964601769911506}","{'closeness': 0.9472751439964555, 'similarity_metrics': 0.9931258, 'contradiction': 0.29008886218070984, 'evidence_accuracy': 0.7158119658119658, 'evidence_precision': 0.4897959183673469, 'evidence_recall': 0.09056603773584905, 'evidence_f1': 0.15286624203821655, 'crest_accuracy': 0.43142857142857144, 'crest_precision': 1.0, 'crest_recall': 0.024509803921568627, 'crest_f1': 0.04784688995215312}","{'closeness': 0.9315755066463282, 'similarity_metrics': 0.94502896, 'contradiction': 0.9579705595970154, 'evidence_accuracy': 0.7243589743589743, 'evidence_precision': 0.559322033898305, 'evidence_recall': 0.12452830188679245, 'evidence_f1': 0.20370370370370372, 'crest_accuracy': 0.4542857142857143, 'crest_precision': 0.8095238095238095, 'crest_recall': 0.08333333333333333, 'crest_f1': 0.15111111111111108}","{'closeness': 0.4844926894107222, 'similarity_metrics': 0.9555594, 'contradiction': 0.3383898437023163, 'evidence_accuracy': 0.37927350427350426, 'evidence_precision': 0.2168458781362007, 'evidence_recall': 0.45660377358490567, 'evidence_f1': 0.29404617253948967, 'crest_accuracy': 0.5228571428571429, 'crest_precision': 0.6241610738255033, 'crest_recall': 0.45588235294117646, 'crest_f1': 0.5269121813031161}","{'closeness': 0.8884215187071065, 'similarity_metrics': 0.90807265, 'contradiction': 0.9813724756240845, 'evidence_accuracy': 0.6976495726495726, 'evidence_precision': 0.4166666666666667, 'evidence_recall': 0.16981132075471697, 'evidence_f1': 0.24128686327077745, 'crest_accuracy': 0.5, 'crest_precision': 0.875, 'crest_recall': 0.17073170731707318, 'crest_f1': 0.28571428571428575}"
"{'closeness': 0.9058775174681464, 'similarity_metrics': 0.94948274, 'contradiction': 0.5825040340423584, 'evidence_accuracy': 0.5217391304347826, 'evidence_precision': 0.24390243902439024, 'evidence_recall': 0.31690140845070425, 'evidence_f1': 0.27565084226646247, 'crest_accuracy': 0.35294117647058826, 'crest_precision': 0.44, 'crest_recall': 0.4036697247706422, 'crest_f1': 0.4210526315789474}","{'closeness': 0.9095766543362105, 'similarity_metrics': 0.9519689, 'contradiction': 0.5825040340423584, 'evidence_accuracy': 0.5227502527805864, 'evidence_precision': 0.24456521739130435, 'evidence_recall': 0.31690140845070425, 'evidence_f1': 0.27607361963190186, 'crest_accuracy': 0.34759358288770054, 'crest_precision': 0.4336734693877551, 'crest_recall': 0.38990825688073394, 'crest_f1': 0.4106280193236715}","{'closeness': 0.9348846703408858, 'similarity_metrics': 0.9808034, 'contradiction': 0.06221332773566246, 'evidence_accuracy': 0.6926188068756319, 'evidence_precision': 0.3387096774193548, 'evidence_recall': 0.07394366197183098, 'evidence_f1': 0.12138728323699421, 'crest_accuracy': 0.45454545454545453, 'crest_precision': 0.9375, 'crest_recall': 0.06880733944954129, 'crest_f1': 0.12820512820512822}","{'closeness': 0.905672009864365, 'similarity_metrics': 0.9500974, 'contradiction': 0.5825040340423584, 'evidence_accuracy': 0.5237613751263903, 'evidence_precision': 0.24797843665768193, 'evidence_recall': 0.323943661971831, 'evidence_f1': 0.2809160305343511, 'crest_accuracy': 0.35294117647058826, 'crest_precision': 0.44, 'crest_recall': 0.4036697247706422, 'crest_f1': 0.4210526315789474}","{'closeness': 0.9293900941465412, 'similarity_metrics': 0.97931767, 'contradiction': 0.06221332773566246, 'evidence_accuracy': 0.6926188068756319, 'evidence_precision': 0.3484848484848485, 'evidence_recall': 0.08098591549295775, 'evidence_f1': 0.13142857142857142, 'crest_accuracy': 0.45454545454545453, 'crest_precision': 0.8181818181818182, 'crest_recall': 0.08256880733944955, 'crest_f1': 0.15000000000000002}","{'closeness': 0.9032059186189889, 'similarity_metrics': 0.9451456, 'contradiction': 0.5825040340423584, 'evidence_accuracy': 0.5166835187057633, 'evidence_precision': 0.24202127659574468, 'evidence_recall': 0.3204225352112676, 'evidence_f1': 0.27575757575757576, 'crest_accuracy': 0.35294117647058826, 'crest_precision': 0.4393939393939394, 'crest_recall': 0.39908256880733944, 'crest_f1': 0.4182692307692308}"
"{'closeness': 0.8203479576399395, 'similarity_metrics': 0.9723515, 'contradiction': 0.9588744044303894, 'evidence_accuracy': 0.5237226277372263, 'evidence_precision': 0.22672064777327935, 'evidence_recall': 0.4444444444444444, 'evidence_f1': 0.3002680965147453, 'crest_accuracy': 0.5574712643678161, 'crest_precision': 0.676829268292683, 'crest_recall': 0.5235849056603774, 'crest_f1': 0.5904255319148938}","{'closeness': 0.8748108925869894, 'similarity_metrics': 0.9697255, 'contradiction': 0.9823713898658752, 'evidence_accuracy': 0.7737226277372263, 'evidence_precision': 0.5116279069767442, 'evidence_recall': 0.3492063492063492, 'evidence_f1': 0.41509433962264153, 'crest_accuracy': 0.5316091954022989, 'crest_precision': 0.9152542372881356, 'crest_recall': 0.25471698113207547, 'crest_f1': 0.3985239852398524}","{'closeness': 0.8911153119092627, 'similarity_metrics': 0.9764563, 'contradiction': 0.9833674430847168, 'evidence_accuracy': 0.7883211678832117, 'evidence_precision': 0.5675675675675675, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.42, 'crest_accuracy': 0.5229885057471264, 'crest_precision': 0.9107142857142857, 'crest_recall': 0.24056603773584906, 'crest_f1': 0.3805970149253731}","{'closeness': 0.8483358547655068, 'similarity_metrics': 0.97279996, 'contradiction': 0.9633790850639343, 'evidence_accuracy': 0.531021897810219, 'evidence_precision': 0.23045267489711935, 'evidence_recall': 0.4444444444444444, 'evidence_f1': 0.3035230352303523, 'crest_accuracy': 0.5517241379310345, 'crest_precision': 0.6707317073170732, 'crest_recall': 0.5188679245283019, 'crest_f1': 0.5851063829787234}","{'closeness': 0.8630862329803328, 'similarity_metrics': 0.9780748, 'contradiction': 0.9662678837776184, 'evidence_accuracy': 0.5291970802919708, 'evidence_precision': 0.22727272727272727, 'evidence_recall': 0.4365079365079365, 'evidence_f1': 0.29891304347826086, 'crest_accuracy': 0.5459770114942529, 'crest_precision': 0.6729559748427673, 'crest_recall': 0.5023474178403756, 'crest_f1': 0.5752688172043011}","{'closeness': 0.848714069591528, 'similarity_metrics': 0.9762354, 'contradiction': 0.9731411337852478, 'evidence_accuracy': 0.5127737226277372, 'evidence_precision': 0.22134387351778656, 'evidence_recall': 0.4444444444444444, 'evidence_f1': 0.29551451187335087, 'crest_accuracy': 0.5517241379310345, 'crest_precision': 0.6686390532544378, 'crest_recall': 0.5305164319248826, 'crest_f1': 0.5916230366492147}"
"{'closeness': 0.9627949183303085, 'similarity_metrics': 0.99999994, 'contradiction': 0.00420158077031374, 'evidence_accuracy': 0.8670520231213873, 'evidence_precision': 0.4857142857142857, 'evidence_recall': 0.14912280701754385, 'evidence_f1': 0.22818791946308725, 'crest_accuracy': 0.39570552147239263, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9677858439201452, 'similarity_metrics': 0.99999994, 'contradiction': 0.00420158077031374, 'evidence_accuracy': 0.8705202312138728, 'evidence_precision': 0.53125, 'evidence_recall': 0.14912280701754385, 'evidence_f1': 0.23287671232876708, 'crest_accuracy': 0.39570552147239263, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9762389680923286, 'similarity_metrics': 0.9787476, 'contradiction': 0.011104289442300797, 'evidence_accuracy': 0.8774566473988439, 'evidence_precision': 0.7222222222222222, 'evidence_recall': 0.11403508771929824, 'evidence_f1': 0.19696969696969696, 'crest_accuracy': 0.39263803680981596, 'crest_precision': 0.5, 'crest_recall': 0.005050505050505051, 'crest_f1': 0.01}","{'closeness': 0.9623411978221416, 'similarity_metrics': 0.99999994, 'contradiction': 0.00420158077031374, 'evidence_accuracy': 0.869364161849711, 'evidence_precision': 0.5135135135135135, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.25165562913907286, 'crest_accuracy': 0.39570552147239263, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.943089430894309, 'similarity_metrics': 0.99858725, 'contradiction': 0.009261070750653744, 'evidence_accuracy': 0.8531791907514451, 'evidence_precision': 0.3673469387755102, 'evidence_recall': 0.15789473684210525, 'evidence_f1': 0.22085889570552147, 'crest_accuracy': 0.4110429447852761, 'crest_precision': 0.6470588235294118, 'crest_recall': 0.05583756345177665, 'crest_f1': 0.102803738317757}","{'closeness': 0.9271493212669684, 'similarity_metrics': 0.9922494, 'contradiction': 0.9559100866317749, 'evidence_accuracy': 0.8184971098265896, 'evidence_precision': 0.16923076923076924, 'evidence_recall': 0.09649122807017543, 'evidence_f1': 0.12290502793296088, 'crest_accuracy': 0.4601226993865031, 'crest_precision': 1.0, 'crest_recall': 0.1065989847715736, 'crest_f1': 0.1926605504587156}"
"{'closeness': 0.8005390835579514, 'similarity_metrics': 0.9596614, 'contradiction': 0.9934107661247253, 'evidence_accuracy': 0.6695778748180495, 'evidence_precision': 0.43795620437956206, 'evidence_recall': 0.2857142857142857, 'evidence_f1': 0.34582132564841495, 'crest_accuracy': 0.3403693931398417, 'crest_precision': 0.4228187919463087, 'crest_recall': 0.2775330396475771, 'crest_f1': 0.3351063829787234}","{'closeness': 0.8233003893381252, 'similarity_metrics': 0.96079504, 'contradiction': 0.9934107661247253, 'evidence_accuracy': 0.6885007278020379, 'evidence_precision': 0.48360655737704916, 'evidence_recall': 0.28095238095238095, 'evidence_f1': 0.355421686746988, 'crest_accuracy': 0.33773087071240104, 'crest_precision': 0.4189189189189189, 'crest_recall': 0.27312775330396477, 'crest_f1': 0.33066666666666666}","{'closeness': 0.8689252985281866, 'similarity_metrics': 0.98096484, 'contradiction': 0.9857450127601624, 'evidence_accuracy': 0.6477438136826783, 'evidence_precision': 0.3904109589041096, 'evidence_recall': 0.2714285714285714, 'evidence_f1': 0.3202247191011236, 'crest_accuracy': 0.46437994722955145, 'crest_precision': 0.7307692307692307, 'crest_recall': 0.16740088105726872, 'crest_f1': 0.27240143369175623}","{'closeness': 0.821203953279425, 'similarity_metrics': 0.9612092, 'contradiction': 0.9934107661247253, 'evidence_accuracy': 0.6870451237263464, 'evidence_precision': 0.4796747967479675, 'evidence_recall': 0.28095238095238095, 'evidence_f1': 0.35435435435435436, 'crest_accuracy': 0.3403693931398417, 'crest_precision': 0.4228187919463087, 'crest_recall': 0.2775330396475771, 'crest_f1': 0.3351063829787234}","{'closeness': 0.7669961066187481, 'similarity_metrics': 0.96337974, 'contradiction': 0.9875341653823853, 'evidence_accuracy': 0.5851528384279476, 'evidence_precision': 0.2781065088757396, 'evidence_recall': 0.22380952380952382, 'evidence_f1': 0.24802110817941952, 'crest_accuracy': 0.39841688654353563, 'crest_precision': 0.49586776859504134, 'crest_recall': 0.2643171806167401, 'crest_f1': 0.3448275862068966}","{'closeness': 0.7972446840371369, 'similarity_metrics': 0.9579885, 'contradiction': 0.9973698854446411, 'evidence_accuracy': 0.6157205240174672, 'evidence_precision': 0.3291139240506329, 'evidence_recall': 0.24761904761904763, 'evidence_f1': 0.2826086956521739, 'crest_accuracy': 0.43007915567282323, 'crest_precision': 0.5300546448087432, 'crest_recall': 0.42731277533039647, 'crest_f1': 0.4731707317073171}"
"{'closeness': 0.9480076709993608, 'similarity_metrics': 0.9965976, 'contradiction': 0.7652937173843384, 'evidence_accuracy': 0.7618534482758621, 'evidence_precision': 0.4166666666666667, 'evidence_recall': 0.09389671361502347, 'evidence_f1': 0.15325670498084293, 'crest_accuracy': 0.40059347181008903, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.0196078431372549, 'crest_f1': 0.03809523809523809}","{'closeness': 0.9529085872576177, 'similarity_metrics': 0.99897754, 'contradiction': 0.6900158524513245, 'evidence_accuracy': 0.7640086206896551, 'evidence_precision': 0.43478260869565216, 'evidence_recall': 0.09389671361502347, 'evidence_f1': 0.15444015444015446, 'crest_accuracy': 0.4035608308605341, 'crest_precision': 0.8, 'crest_recall': 0.0196078431372549, 'crest_f1': 0.03827751196172249}","{'closeness': 0.943746004687833, 'similarity_metrics': 0.9985421, 'contradiction': 0.8199783563613892, 'evidence_accuracy': 0.7672413793103449, 'evidence_precision': 0.4727272727272727, 'evidence_recall': 0.12206572769953052, 'evidence_f1': 0.19402985074626863, 'crest_accuracy': 0.4124629080118694, 'crest_precision': 0.875, 'crest_recall': 0.03431372549019608, 'crest_f1': 0.06603773584905662}","{'closeness': 0.9501385041551247, 'similarity_metrics': 0.99897754, 'contradiction': 0.6900158524513245, 'evidence_accuracy': 0.7640086206896551, 'evidence_precision': 0.4375, 'evidence_recall': 0.09859154929577464, 'evidence_f1': 0.16091954022988506, 'crest_accuracy': 0.4035608308605341, 'crest_precision': 0.8, 'crest_recall': 0.0196078431372549, 'crest_f1': 0.03827751196172249}","{'closeness': 0.9439590880034093, 'similarity_metrics': 0.99897754, 'contradiction': 0.6900158524513245, 'evidence_accuracy': 0.7629310344827587, 'evidence_precision': 0.4339622641509434, 'evidence_recall': 0.107981220657277, 'evidence_f1': 0.17293233082706766, 'crest_accuracy': 0.4035608308605341, 'crest_precision': 0.8, 'crest_recall': 0.0196078431372549, 'crest_f1': 0.03827751196172249}","{'closeness': 0.9181509754028838, 'similarity_metrics': 0.9917418, 'contradiction': 0.9479803442955017, 'evidence_accuracy': 0.7456896551724138, 'evidence_precision': 0.3925233644859813, 'evidence_recall': 0.19718309859154928, 'evidence_f1': 0.26249999999999996, 'crest_accuracy': 0.49258160237388726, 'crest_precision': 0.8809523809523809, 'crest_recall': 0.18226600985221675, 'crest_f1': 0.3020408163265307}"
"{'closeness': 0.9558027660853878, 'similarity_metrics': 0.9947568, 'contradiction': 0.9921419620513916, 'evidence_accuracy': 0.7113702623906706, 'evidence_precision': 0.6111111111111112, 'evidence_recall': 0.10679611650485436, 'evidence_f1': 0.18181818181818182, 'crest_accuracy': 0.46111111111111114, 'crest_precision': 0.8947368421052632, 'crest_recall': 0.08133971291866028, 'crest_f1': 0.14912280701754385}","{'closeness': 0.9657142857142857, 'similarity_metrics': 0.9972758, 'contradiction': 0.9921419620513916, 'evidence_accuracy': 0.7244897959183674, 'evidence_precision': 0.8148148148148148, 'evidence_recall': 0.10679611650485436, 'evidence_f1': 0.1888412017167382, 'crest_accuracy': 0.4388888888888889, 'crest_precision': 0.8181818181818182, 'crest_recall': 0.0430622009569378, 'crest_f1': 0.08181818181818182}","{'closeness': 0.9604553624925105, 'similarity_metrics': 0.9948814, 'contradiction': 0.9955081939697266, 'evidence_accuracy': 0.7113702623906706, 'evidence_precision': 0.6111111111111112, 'evidence_recall': 0.10679611650485436, 'evidence_f1': 0.18181818181818182, 'crest_accuracy': 0.4583333333333333, 'crest_precision': 0.85, 'crest_recall': 0.08133971291866028, 'crest_f1': 0.148471615720524}","{'closeness': 0.9621962196219622, 'similarity_metrics': 0.9945164, 'contradiction': 0.9921419620513916, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.6470588235294118, 'evidence_recall': 0.10679611650485436, 'evidence_f1': 0.18333333333333335, 'crest_accuracy': 0.4583333333333333, 'crest_precision': 0.8888888888888888, 'crest_recall': 0.07655502392344497, 'crest_f1': 0.1409691629955947}","{'closeness': 0.82896846606093, 'similarity_metrics': 0.99010956, 'contradiction': 0.989867091178894, 'evidence_accuracy': 0.6895043731778425, 'evidence_precision': 0.48205128205128206, 'evidence_recall': 0.4563106796116505, 'evidence_f1': 0.4688279301745636, 'crest_accuracy': 0.44722222222222224, 'crest_precision': 0.5833333333333334, 'crest_recall': 0.1674641148325359, 'crest_f1': 0.26022304832713755}","{'closeness': 0.9440264820944929, 'similarity_metrics': 0.9929642, 'contradiction': 0.9918113946914673, 'evidence_accuracy': 0.7055393586005831, 'evidence_precision': 0.5476190476190477, 'evidence_recall': 0.11165048543689321, 'evidence_f1': 0.18548387096774197, 'crest_accuracy': 0.4666666666666667, 'crest_precision': 0.9090909090909091, 'crest_recall': 0.09523809523809523, 'crest_f1': 0.1724137931034483}"
"{'closeness': 0.9920765027322405, 'similarity_metrics': 1.0000001, 'contradiction': 0.0011888894950971007, 'evidence_accuracy': 0.7461538461538462, 'evidence_precision': 1.0, 'evidence_recall': 0.029411764705882353, 'evidence_f1': 0.05714285714285715, 'crest_accuracy': 0.4473007712082262, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9920765027322405, 'similarity_metrics': 1.0000001, 'contradiction': 0.0011888894950971007, 'evidence_accuracy': 0.7461538461538462, 'evidence_precision': 1.0, 'evidence_recall': 0.029411764705882353, 'evidence_f1': 0.05714285714285715, 'crest_accuracy': 0.4473007712082262, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9622744669218152, 'similarity_metrics': 0.9823475, 'contradiction': 0.9975900650024414, 'evidence_accuracy': 0.7423076923076923, 'evidence_precision': 0.5555555555555556, 'evidence_recall': 0.07352941176470588, 'evidence_f1': 0.12987012987012989, 'crest_accuracy': 0.4704370179948586, 'crest_precision': 0.8, 'crest_recall': 0.05581395348837209, 'crest_f1': 0.10434782608695652}","{'closeness': 0.9752784569410486, 'similarity_metrics': 0.9830837, 'contradiction': 0.995627760887146, 'evidence_accuracy': 0.7474358974358974, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.06862745098039216, 'evidence_f1': 0.12444444444444447, 'crest_accuracy': 0.4652956298200514, 'crest_precision': 1.0, 'crest_recall': 0.03255813953488372, 'crest_f1': 0.06306306306306306}","{'closeness': 0.7260098311605043, 'similarity_metrics': 0.9217807, 'contradiction': 0.9973885416984558, 'evidence_accuracy': 0.5846153846153846, 'evidence_precision': 0.3412698412698413, 'evidence_recall': 0.6323529411764706, 'evidence_f1': 0.443298969072165, 'crest_accuracy': 0.4190231362467866, 'crest_precision': 0.45528455284552843, 'crest_recall': 0.26046511627906976, 'crest_f1': 0.33136094674556216}","{'closeness': 0.8780754510661564, 'similarity_metrics': 0.94162315, 'contradiction': 0.9902984499931335, 'evidence_accuracy': 0.6820512820512821, 'evidence_precision': 0.2755102040816326, 'evidence_recall': 0.1323529411764706, 'evidence_f1': 0.17880794701986755, 'crest_accuracy': 0.493573264781491, 'crest_precision': 0.6071428571428571, 'crest_recall': 0.2372093023255814, 'crest_f1': 0.3411371237458194}"
"{'closeness': 0.84085328422345, 'similarity_metrics': 0.9557583, 'contradiction': 0.9878837466239929, 'evidence_accuracy': 0.5587371512481645, 'evidence_precision': 0.49645390070921985, 'evidence_recall': 0.2337228714524207, 'evidence_f1': 0.3178206583427923, 'crest_accuracy': 0.46472019464720193, 'crest_precision': 0.594059405940594, 'crest_recall': 0.2510460251046025, 'crest_f1': 0.3529411764705882}","{'closeness': 0.8203668564199873, 'similarity_metrics': 0.95970404, 'contradiction': 0.9883506298065186, 'evidence_accuracy': 0.5315712187958884, 'evidence_precision': 0.4306049822064057, 'evidence_recall': 0.2020033388981636, 'evidence_f1': 0.27499999999999997, 'crest_accuracy': 0.46228710462287104, 'crest_precision': 0.6125, 'crest_recall': 0.20502092050209206, 'crest_f1': 0.3072100313479624}","{'closeness': 0.9587661315706641, 'similarity_metrics': 0.9960341, 'contradiction': 0.0024447746109217405, 'evidence_accuracy': 0.5888399412628488, 'evidence_precision': 0.76, 'evidence_recall': 0.09515859766277128, 'evidence_f1': 0.1691394658753709, 'crest_accuracy': 0.44768856447688565, 'crest_precision': 0.875, 'crest_recall': 0.058577405857740586, 'crest_f1': 0.10980392156862745}","{'closeness': 0.9429831469522759, 'similarity_metrics': 0.9766432, 'contradiction': 0.9548972249031067, 'evidence_accuracy': 0.5873715124816447, 'evidence_precision': 0.6907216494845361, 'evidence_recall': 0.11185308848080133, 'evidence_f1': 0.19252873563218392, 'crest_accuracy': 0.44282238442822386, 'crest_precision': 0.6, 'crest_recall': 0.12552301255230125, 'crest_f1': 0.20761245674740483}","{'closeness': 0.7624418440716199, 'similarity_metrics': 0.92718816, 'contradiction': 0.13472332060337067, 'evidence_accuracy': 0.513215859030837, 'evidence_precision': 0.43248945147679324, 'evidence_recall': 0.34223706176961605, 'evidence_f1': 0.3821062441752097, 'crest_accuracy': 0.36253041362530414, 'crest_precision': 0.4195804195804196, 'crest_recall': 0.2510460251046025, 'crest_f1': 0.31413612565445026}","{'closeness': 0.8113535736875395, 'similarity_metrics': 0.95917404, 'contradiction': 0.9879465699195862, 'evidence_accuracy': 0.5308370044052864, 'evidence_precision': 0.43197278911564624, 'evidence_recall': 0.21202003338898165, 'evidence_f1': 0.284434490481523, 'crest_accuracy': 0.4720194647201946, 'crest_precision': 0.6037735849056604, 'crest_recall': 0.26778242677824265, 'crest_f1': 0.3710144927536232}"
