baseline,e-persona-you,e-persona-human,e-implcit-target,e-chain-of-thought,e-chat-history
"{'closeness': 0.7706909643128321, 'similarity_metrics': 0.9616908, 'contradiction': 0.9846138954162598, 'evidence_accuracy': 0.4555160142348754, 'evidence_precision': 0.6423357664233577, 'evidence_recall': 0.4583333333333333, 'evidence_f1': 0.5349544072948328, 'crest_accuracy': 0.5338078291814946, 'crest_precision': 0.583941605839416, 'crest_recall': 0.5194805194805194, 'crest_f1': 0.549828178694158}","{'closeness': 0.7758224942616679, 'similarity_metrics': 0.9582447, 'contradiction': 0.9846039414405823, 'evidence_accuracy': 0.45907473309608543, 'evidence_precision': 0.6470588235294118, 'evidence_recall': 0.4583333333333333, 'evidence_f1': 0.5365853658536585, 'crest_accuracy': 0.5373665480427047, 'crest_precision': 0.5882352941176471, 'crest_recall': 0.5194805194805194, 'crest_f1': 0.5517241379310345}","{'closeness': 0.8273062730627306, 'similarity_metrics': 0.98204577, 'contradiction': 0.8751441240310669, 'evidence_accuracy': 0.4412811387900356, 'evidence_precision': 0.8571428571428571, 'evidence_recall': 0.21875, 'evidence_f1': 0.34854771784232363, 'crest_accuracy': 0.5622775800711743, 'crest_precision': 0.8163265306122449, 'crest_recall': 0.2597402597402597, 'crest_f1': 0.3940886699507388}","{'closeness': 0.730680948737567, 'similarity_metrics': 0.9588089, 'contradiction': 0.9926918148994446, 'evidence_accuracy': 0.4483985765124555, 'evidence_precision': 0.6193548387096774, 'evidence_recall': 0.5, 'evidence_f1': 0.553314121037464, 'crest_accuracy': 0.5551601423487544, 'crest_precision': 0.5935483870967742, 'crest_recall': 0.5974025974025974, 'crest_f1': 0.5954692556634303}","{'closeness': 0.8609221466364323, 'similarity_metrics': 0.96694446, 'contradiction': 0.9881752729415894, 'evidence_accuracy': 0.35587188612099646, 'evidence_precision': 0.6410256410256411, 'evidence_recall': 0.13020833333333334, 'evidence_f1': 0.21645021645021645, 'crest_accuracy': 0.5409252669039146, 'crest_precision': 0.8205128205128205, 'crest_recall': 0.2077922077922078, 'crest_f1': 0.3316062176165803}","{'closeness': 0.7322111706197398, 'similarity_metrics': 0.9358058, 'contradiction': 0.9889134764671326, 'evidence_accuracy': 0.4412811387900356, 'evidence_precision': 0.6446280991735537, 'evidence_recall': 0.40625, 'evidence_f1': 0.49840255591054305, 'crest_accuracy': 0.597864768683274, 'crest_precision': 0.6694214876033058, 'crest_recall': 0.525974025974026, 'crest_f1': 0.5890909090909091}"
"{'closeness': 0.9950698438783895, 'similarity_metrics': 1.0, 'contradiction': 0.0066486927680671215, 'evidence_accuracy': 0.7005758157389635, 'evidence_precision': 1.0, 'evidence_recall': 0.018867924528301886, 'evidence_f1': 0.037037037037037035, 'crest_accuracy': 0.38591549295774646, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.835667215815486, 'similarity_metrics': 0.97800976, 'contradiction': 0.9830614924430847, 'evidence_accuracy': 0.43953934740882916, 'evidence_precision': 0.27906976744186046, 'evidence_recall': 0.5283018867924528, 'evidence_f1': 0.3652173913043478, 'crest_accuracy': 0.5605633802816902, 'crest_precision': 0.6347826086956522, 'crest_recall': 0.6697247706422018, 'crest_f1': 0.6517857142857142}","{'closeness': 0.8397858319604613, 'similarity_metrics': 0.9761175, 'contradiction': 0.9853053689002991, 'evidence_accuracy': 0.44145873320537427, 'evidence_precision': 0.2785234899328859, 'evidence_recall': 0.5220125786163522, 'evidence_f1': 0.3632385120350109, 'crest_accuracy': 0.5549295774647888, 'crest_precision': 0.6327433628318584, 'crest_recall': 0.6559633027522935, 'crest_f1': 0.6441441441441441}","{'closeness': 0.6523887973640856, 'similarity_metrics': 0.9679601, 'contradiction': 0.989188015460968, 'evidence_accuracy': 0.3896353166986564, 'evidence_precision': 0.2809917355371901, 'evidence_recall': 0.6415094339622641, 'evidence_f1': 0.39080459770114945, 'crest_accuracy': 0.6225352112676056, 'crest_precision': 0.6653543307086615, 'crest_recall': 0.7752293577981652, 'crest_f1': 0.7161016949152542}","{'closeness': 0.9922035289290111, 'similarity_metrics': 1.0, 'contradiction': 0.0066486927680671215, 'evidence_accuracy': 0.7005758157389635, 'evidence_precision': 0.8, 'evidence_recall': 0.025157232704402517, 'evidence_f1': 0.04878048780487805, 'crest_accuracy': 0.38591549295774646, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.8303130148270181, 'similarity_metrics': 0.9725911, 'contradiction': 0.9913933277130127, 'evidence_accuracy': 0.5988483685220729, 'evidence_precision': 0.2807017543859649, 'evidence_recall': 0.20125786163522014, 'evidence_f1': 0.23443223443223443, 'crest_accuracy': 0.5408450704225352, 'crest_precision': 0.8255813953488372, 'crest_recall': 0.3242009132420091, 'crest_f1': 0.46557377049180326}"
"{'closeness': 0.9204696499778466, 'similarity_metrics': 0.94761336, 'contradiction': 0.10592947900295258, 'evidence_accuracy': 0.5822649572649573, 'evidence_precision': 0.2967741935483871, 'evidence_recall': 0.3471698113207547, 'evidence_f1': 0.31999999999999995, 'crest_accuracy': 0.5257142857142857, 'crest_precision': 0.6696428571428571, 'crest_recall': 0.36764705882352944, 'crest_f1': 0.47468354430379744}","{'closeness': 0.9229065130704475, 'similarity_metrics': 0.94761336, 'contradiction': 0.17136438190937042, 'evidence_accuracy': 0.5502136752136753, 'evidence_precision': 0.305, 'evidence_recall': 0.46037735849056605, 'evidence_f1': 0.3669172932330827, 'crest_accuracy': 0.48, 'crest_precision': 0.5714285714285714, 'crest_recall': 0.43137254901960786, 'crest_f1': 0.4916201117318436}","{'closeness': 0.9231280460788658, 'similarity_metrics': 0.94761336, 'contradiction': 0.17136438190937042, 'evidence_accuracy': 0.5502136752136753, 'evidence_precision': 0.305, 'evidence_recall': 0.46037735849056605, 'evidence_f1': 0.3669172932330827, 'crest_accuracy': 0.48, 'crest_precision': 0.5714285714285714, 'crest_recall': 0.43137254901960786, 'crest_f1': 0.4916201117318436}","{'closeness': 0.8650863978732831, 'similarity_metrics': 0.92773855, 'contradiction': 0.9819996356964111, 'evidence_accuracy': 0.5299145299145299, 'evidence_precision': 0.30248306997742663, 'evidence_recall': 0.5056603773584906, 'evidence_f1': 0.3785310734463277, 'crest_accuracy': 0.5285714285714286, 'crest_precision': 0.6101694915254238, 'crest_recall': 0.5294117647058824, 'crest_f1': 0.5669291338582677}","{'closeness': 0.893664155959238, 'similarity_metrics': 0.9273427, 'contradiction': 0.9076722264289856, 'evidence_accuracy': 0.5598290598290598, 'evidence_precision': 0.2765957446808511, 'evidence_recall': 0.3433962264150943, 'evidence_f1': 0.3063973063973064, 'crest_accuracy': 0.5542857142857143, 'crest_precision': 0.6935483870967742, 'crest_recall': 0.4215686274509804, 'crest_f1': 0.524390243902439}","{'closeness': 0.874612317235268, 'similarity_metrics': 0.9499037, 'contradiction': 0.8975551724433899, 'evidence_accuracy': 0.5641025641025641, 'evidence_precision': 0.2878338278931751, 'evidence_recall': 0.3660377358490566, 'evidence_f1': 0.32225913621262453, 'crest_accuracy': 0.5542857142857143, 'crest_precision': 0.6935483870967742, 'crest_recall': 0.4215686274509804, 'crest_f1': 0.524390243902439}"
"{'closeness': 0.8602548294286889, 'similarity_metrics': 0.9366612, 'contradiction': 0.8507193326950073, 'evidence_accuracy': 0.7280080889787665, 'evidence_precision': 0.5572519083969466, 'evidence_recall': 0.25704225352112675, 'evidence_f1': 0.3518072289156627, 'crest_accuracy': 0.4625668449197861, 'crest_precision': 0.7428571428571429, 'crest_recall': 0.11926605504587157, 'crest_f1': 0.2055335968379447}","{'closeness': 0.8271681052198931, 'similarity_metrics': 0.9341049, 'contradiction': 0.8806830048561096, 'evidence_accuracy': 0.5682507583417593, 'evidence_precision': 0.30303030303030304, 'evidence_recall': 0.3873239436619718, 'evidence_f1': 0.3400309119010819, 'crest_accuracy': 0.38235294117647056, 'crest_precision': 0.46632124352331605, 'crest_recall': 0.41284403669724773, 'crest_f1': 0.437956204379562}","{'closeness': 0.8327168105219893, 'similarity_metrics': 0.93364924, 'contradiction': 0.9098719358444214, 'evidence_accuracy': 0.5915065722952477, 'evidence_precision': 0.3235294117647059, 'evidence_recall': 0.3873239436619718, 'evidence_f1': 0.3525641025641026, 'crest_accuracy': 0.393048128342246, 'crest_precision': 0.4748603351955307, 'crest_recall': 0.38990825688073394, 'crest_f1': 0.42821158690176325}","{'closeness': 0.83436087135224, 'similarity_metrics': 0.9349178, 'contradiction': 0.9273416996002197, 'evidence_accuracy': 0.5854398382204247, 'evidence_precision': 0.32, 'evidence_recall': 0.39436619718309857, 'evidence_f1': 0.3533123028391167, 'crest_accuracy': 0.3983957219251337, 'crest_precision': 0.480225988700565, 'crest_recall': 0.38990825688073394, 'crest_f1': 0.430379746835443}","{'closeness': 0.9473576821056927, 'similarity_metrics': 0.9376762, 'contradiction': 0.7536212801933289, 'evidence_accuracy': 0.7017189079878665, 'evidence_precision': 0.37777777777777777, 'evidence_recall': 0.05985915492957746, 'evidence_f1': 0.1033434650455927, 'crest_accuracy': 0.44919786096256686, 'crest_precision': 0.875, 'crest_recall': 0.06422018348623854, 'crest_f1': 0.11965811965811966}","{'closeness': 0.8830157754558492, 'similarity_metrics': 0.95850766, 'contradiction': 0.9590710401535034, 'evidence_accuracy': 0.6582406471183013, 'evidence_precision': 0.2631578947368421, 'evidence_recall': 0.1056338028169014, 'evidence_f1': 0.1507537688442211, 'crest_accuracy': 0.45454545454545453, 'crest_precision': 0.6346153846153846, 'crest_recall': 0.15137614678899083, 'crest_f1': 0.24444444444444446}"
"{'closeness': 0.8814317673378076, 'similarity_metrics': 0.9755611, 'contradiction': 0.9838534593582153, 'evidence_accuracy': 0.7846715328467153, 'evidence_precision': 0.5512820512820513, 'evidence_recall': 0.3412698412698413, 'evidence_f1': 0.4215686274509804, 'crest_accuracy': 0.5057471264367817, 'crest_precision': 0.8703703703703703, 'crest_recall': 0.22169811320754718, 'crest_f1': 0.3533834586466166}","{'closeness': 0.8572485207100592, 'similarity_metrics': 0.9758209, 'contradiction': 0.9812964797019958, 'evidence_accuracy': 0.7718978102189781, 'evidence_precision': 0.5056179775280899, 'evidence_recall': 0.35714285714285715, 'evidence_f1': 0.4186046511627908, 'crest_accuracy': 0.5114942528735632, 'crest_precision': 0.85, 'crest_recall': 0.24056603773584906, 'crest_f1': 0.375}","{'closeness': 0.8404175988068605, 'similarity_metrics': 0.97423196, 'contradiction': 0.980905294418335, 'evidence_accuracy': 0.7481751824817519, 'evidence_precision': 0.44, 'evidence_recall': 0.3492063492063492, 'evidence_f1': 0.3893805309734513, 'crest_accuracy': 0.5201149425287356, 'crest_precision': 0.8571428571428571, 'crest_recall': 0.25471698113207547, 'crest_f1': 0.3927272727272727}","{'closeness': 0.8180786686838124, 'similarity_metrics': 0.9732176, 'contradiction': 0.9602303504943848, 'evidence_accuracy': 0.45985401459854014, 'evidence_precision': 0.21666666666666667, 'evidence_recall': 0.5158730158730159, 'evidence_f1': 0.3051643192488263, 'crest_accuracy': 0.5287356321839081, 'crest_precision': 0.6212121212121212, 'crest_recall': 0.5801886792452831, 'crest_f1': 0.6}","{'closeness': 0.8842662632375189, 'similarity_metrics': 0.9724029, 'contradiction': 0.9369871616363525, 'evidence_accuracy': 0.7828467153284672, 'evidence_precision': 0.5507246376811594, 'evidence_recall': 0.30158730158730157, 'evidence_f1': 0.38974358974358975, 'crest_accuracy': 0.49712643678160917, 'crest_precision': 0.8936170212765957, 'crest_recall': 0.19811320754716982, 'crest_f1': 0.32432432432432434}","{'closeness': 0.7999243570347958, 'similarity_metrics': 0.97431886, 'contradiction': 0.9925633072853088, 'evidence_accuracy': 0.7299270072992701, 'evidence_precision': 0.4067796610169492, 'evidence_recall': 0.38095238095238093, 'evidence_f1': 0.39344262295081966, 'crest_accuracy': 0.5488505747126436, 'crest_precision': 0.8481012658227848, 'crest_recall': 0.3160377358490566, 'crest_f1': 0.46048109965635736}"
"{'closeness': 0.890426497277677, 'similarity_metrics': 0.891033, 'contradiction': 0.17505072057247162, 'evidence_accuracy': 0.522543352601156, 'evidence_precision': 0.10966057441253264, 'evidence_recall': 0.3684210526315789, 'evidence_f1': 0.16901408450704228, 'crest_accuracy': 0.4110429447852761, 'crest_precision': 0.5161290322580645, 'crest_recall': 0.40609137055837563, 'crest_f1': 0.45454545454545453}","{'closeness': 0.8461887477313974, 'similarity_metrics': 0.8888881, 'contradiction': 0.2817474603652954, 'evidence_accuracy': 0.48092485549132946, 'evidence_precision': 0.10955710955710955, 'evidence_recall': 0.41228070175438597, 'evidence_f1': 0.17311233885819519, 'crest_accuracy': 0.4233128834355828, 'crest_precision': 0.5290322580645161, 'crest_recall': 0.41624365482233505, 'crest_f1': 0.46590909090909094}","{'closeness': 0.16401996370235938, 'similarity_metrics': 0.70936215, 'contradiction': 0.030321462079882622, 'evidence_accuracy': 0.14682080924855492, 'evidence_precision': 0.1276849642004773, 'evidence_recall': 0.9385964912280702, 'evidence_f1': 0.2247899159663865, 'crest_accuracy': 0.588957055214724, 'crest_precision': 0.6039603960396039, 'crest_recall': 0.9289340101522843, 'crest_f1': 0.7319999999999999}","{'closeness': 0.8323502722323048, 'similarity_metrics': 0.877878, 'contradiction': 0.953308641910553, 'evidence_accuracy': 0.7225433526011561, 'evidence_precision': 0.15384615384615385, 'evidence_recall': 0.24561403508771928, 'evidence_f1': 0.1891891891891892, 'crest_accuracy': 0.5061349693251533, 'crest_precision': 0.7647058823529411, 'crest_recall': 0.2639593908629442, 'crest_f1': 0.3924528301886793}","{'closeness': 0.9582577132486388, 'similarity_metrics': 0.9762095, 'contradiction': 0.04244786128401756, 'evidence_accuracy': 0.8543352601156069, 'evidence_precision': 0.3695652173913043, 'evidence_recall': 0.14912280701754385, 'evidence_f1': 0.2125, 'crest_accuracy': 0.4049079754601227, 'crest_precision': 0.8, 'crest_recall': 0.02030456852791878, 'crest_f1': 0.039603960396039604}","{'closeness': 0.1730943738656987, 'similarity_metrics': 0.6530242, 'contradiction': 0.03480791300535202, 'evidence_accuracy': 0.16184971098265896, 'evidence_precision': 0.13500597371565112, 'evidence_recall': 0.9912280701754386, 'evidence_f1': 0.2376445846477392, 'crest_accuracy': 0.5705521472392638, 'crest_precision': 0.5934426229508196, 'crest_recall': 0.9187817258883249, 'crest_f1': 0.7211155378486055}"
"{'closeness': 0.8957771787960467, 'similarity_metrics': 0.9898393, 'contradiction': 0.9906021356582642, 'evidence_accuracy': 0.6972343522561864, 'evidence_precision': 0.5119047619047619, 'evidence_recall': 0.20476190476190476, 'evidence_f1': 0.29251700680272114, 'crest_accuracy': 0.47757255936675463, 'crest_precision': 0.8085106382978723, 'crest_recall': 0.16740088105726872, 'crest_f1': 0.2773722627737226}","{'closeness': 0.8975741239892183, 'similarity_metrics': 0.98892087, 'contradiction': 0.9906021356582642, 'evidence_accuracy': 0.7045123726346434, 'evidence_precision': 0.5432098765432098, 'evidence_recall': 0.20952380952380953, 'evidence_f1': 0.3024054982817869, 'crest_accuracy': 0.47757255936675463, 'crest_precision': 0.8085106382978723, 'crest_recall': 0.16740088105726872, 'crest_f1': 0.2773722627737226}","{'closeness': 0.8748128182090447, 'similarity_metrics': 0.99011266, 'contradiction': 0.9881991147994995, 'evidence_accuracy': 0.6855895196506551, 'evidence_precision': 0.47, 'evidence_recall': 0.22380952380952382, 'evidence_f1': 0.30322580645161296, 'crest_accuracy': 0.5013192612137203, 'crest_precision': 0.8064516129032258, 'crest_recall': 0.22026431718061673, 'crest_f1': 0.34602076124567477}","{'closeness': 0.8397723869421982, 'similarity_metrics': 0.9831851, 'contradiction': 0.9950422048568726, 'evidence_accuracy': 0.6622998544395924, 'evidence_precision': 0.42142857142857143, 'evidence_recall': 0.28095238095238095, 'evidence_f1': 0.33714285714285713, 'crest_accuracy': 0.49868073878627966, 'crest_precision': 0.7126436781609196, 'crest_recall': 0.27312775330396477, 'crest_f1': 0.3949044585987261}","{'closeness': 0.8984725965858041, 'similarity_metrics': 0.982913, 'contradiction': 0.9962311387062073, 'evidence_accuracy': 0.6579330422125182, 'evidence_precision': 0.345679012345679, 'evidence_recall': 0.13333333333333333, 'evidence_f1': 0.19243986254295534, 'crest_accuracy': 0.47757255936675463, 'crest_precision': 0.8372093023255814, 'crest_recall': 0.15859030837004406, 'crest_f1': 0.26666666666666666}","{'closeness': 0.8092243186582809, 'similarity_metrics': 0.94767785, 'contradiction': 0.9967904686927795, 'evidence_accuracy': 0.6870451237263464, 'evidence_precision': 0.48344370860927155, 'evidence_recall': 0.3476190476190476, 'evidence_f1': 0.4044321329639889, 'crest_accuracy': 0.38522427440633245, 'crest_precision': 0.47619047619047616, 'crest_recall': 0.2643171806167401, 'crest_f1': 0.33994334277620397}"
"{'closeness': 0.9622842531429789, 'similarity_metrics': 0.9863366, 'contradiction': 0.05672234296798706, 'evidence_accuracy': 0.7467672413793104, 'evidence_precision': 0.17647058823529413, 'evidence_recall': 0.028169014084507043, 'evidence_f1': 0.048582995951417005, 'crest_accuracy': 0.4035608308605341, 'crest_precision': 0.75, 'crest_recall': 0.014778325123152709, 'crest_f1': 0.028985507246376812}","{'closeness': 0.9635627530364372, 'similarity_metrics': 0.985533, 'contradiction': 0.03173651918768883, 'evidence_accuracy': 0.7467672413793104, 'evidence_precision': 0.17647058823529413, 'evidence_recall': 0.028169014084507043, 'evidence_f1': 0.048582995951417005, 'crest_accuracy': 0.4094955489614243, 'crest_precision': 0.8571428571428571, 'crest_recall': 0.029411764705882353, 'crest_f1': 0.05687203791469194}","{'closeness': 0.9676113360323887, 'similarity_metrics': 0.98675716, 'contradiction': 0.007591653149574995, 'evidence_accuracy': 0.7456896551724138, 'evidence_precision': 0.10344827586206896, 'evidence_recall': 0.014084507042253521, 'evidence_f1': 0.024793388429752067, 'crest_accuracy': 0.40059347181008903, 'crest_precision': 0.75, 'crest_recall': 0.014705882352941176, 'crest_f1': 0.028846153846153844}","{'closeness': 0.8932452588962284, 'similarity_metrics': 0.98377264, 'contradiction': 0.8322967290878296, 'evidence_accuracy': 0.7155172413793104, 'evidence_precision': 0.2616822429906542, 'evidence_recall': 0.13145539906103287, 'evidence_f1': 0.175, 'crest_accuracy': 0.4807121661721068, 'crest_precision': 0.85, 'crest_recall': 0.16748768472906403, 'crest_f1': 0.27983539094650206}","{'closeness': 0.96398891966759, 'similarity_metrics': 0.9983903, 'contradiction': 0.8610717058181763, 'evidence_accuracy': 0.7801724137931034, 'evidence_precision': 0.6216216216216216, 'evidence_recall': 0.107981220657277, 'evidence_f1': 0.184, 'crest_accuracy': 0.41543026706231456, 'crest_precision': 1.0, 'crest_recall': 0.03431372549019608, 'crest_f1': 0.06635071090047394}","{'closeness': 0.9512039207330066, 'similarity_metrics': 0.9904859, 'contradiction': 0.8366259336471558, 'evidence_accuracy': 0.7747844827586207, 'evidence_precision': 0.5416666666666666, 'evidence_recall': 0.12206572769953052, 'evidence_f1': 0.1992337164750958, 'crest_accuracy': 0.4391691394658754, 'crest_precision': 0.8571428571428571, 'crest_recall': 0.08823529411764706, 'crest_f1': 0.16}"
"{'closeness': 0.8674698795180723, 'similarity_metrics': 0.9801657, 'contradiction': 0.981694757938385, 'evidence_accuracy': 0.6472303206997084, 'evidence_precision': 0.32, 'evidence_recall': 0.1553398058252427, 'evidence_f1': 0.2091503267973856, 'crest_accuracy': 0.5111111111111111, 'crest_precision': 0.7931034482758621, 'crest_recall': 0.21904761904761905, 'crest_f1': 0.34328358208955223}","{'closeness': 0.8737951807228915, 'similarity_metrics': 0.9793174, 'contradiction': 0.9871001243591309, 'evidence_accuracy': 0.6618075801749271, 'evidence_precision': 0.35555555555555557, 'evidence_recall': 0.1553398058252427, 'evidence_f1': 0.21621621621621623, 'crest_accuracy': 0.5, 'crest_precision': 0.8, 'crest_recall': 0.19047619047619047, 'crest_f1': 0.3076923076923077}","{'closeness': 0.8674698795180723, 'similarity_metrics': 0.9769436, 'contradiction': 0.9873427152633667, 'evidence_accuracy': 0.6457725947521866, 'evidence_precision': 0.31683168316831684, 'evidence_recall': 0.1553398058252427, 'evidence_f1': 0.20846905537459282, 'crest_accuracy': 0.5083333333333333, 'crest_precision': 0.7796610169491526, 'crest_recall': 0.21904761904761905, 'crest_f1': 0.34200743494423796}","{'closeness': 0.8665662650602409, 'similarity_metrics': 0.97766864, 'contradiction': 0.9922521710395813, 'evidence_accuracy': 0.6603498542274052, 'evidence_precision': 0.3783783783783784, 'evidence_recall': 0.20388349514563106, 'evidence_f1': 0.2649842271293375, 'crest_accuracy': 0.49722222222222223, 'crest_precision': 0.7301587301587301, 'crest_recall': 0.21904761904761905, 'crest_f1': 0.336996336996337}","{'closeness': 0.9444611227859502, 'similarity_metrics': 0.99428344, 'contradiction': 0.9944855570793152, 'evidence_accuracy': 0.717201166180758, 'evidence_precision': 0.6363636363636364, 'evidence_recall': 0.13592233009708737, 'evidence_f1': 0.22399999999999998, 'crest_accuracy': 0.4583333333333333, 'crest_precision': 0.8888888888888888, 'crest_recall': 0.07655502392344497, 'crest_f1': 0.1409691629955947}","{'closeness': 0.8939786804955344, 'similarity_metrics': 0.9883257, 'contradiction': 0.9001554250717163, 'evidence_accuracy': 0.706997084548105, 'evidence_precision': 0.5342465753424658, 'evidence_recall': 0.18932038834951456, 'evidence_f1': 0.27956989247311825, 'crest_accuracy': 0.4444444444444444, 'crest_precision': 0.6046511627906976, 'crest_recall': 0.12440191387559808, 'crest_f1': 0.20634920634920637}"
"{'closeness': 0.8933843630399125, 'similarity_metrics': 0.9722193, 'contradiction': 0.9942223429679871, 'evidence_accuracy': 0.5064102564102564, 'evidence_precision': 0.2649350649350649, 'evidence_recall': 0.5, 'evidence_f1': 0.3463497453310696, 'crest_accuracy': 0.519280205655527, 'crest_precision': 0.5693069306930693, 'crest_recall': 0.5348837209302325, 'crest_f1': 0.5515587529976018}","{'closeness': 0.8810825587752871, 'similarity_metrics': 0.9709735, 'contradiction': 0.9939192533493042, 'evidence_accuracy': 0.5025641025641026, 'evidence_precision': 0.26288659793814434, 'evidence_recall': 0.5, 'evidence_f1': 0.3445945945945946, 'crest_accuracy': 0.5269922879177378, 'crest_precision': 0.5756097560975609, 'crest_recall': 0.5488372093023256, 'crest_f1': 0.5619047619047619}","{'closeness': 0.8810825587752871, 'similarity_metrics': 0.9709735, 'contradiction': 0.9939192533493042, 'evidence_accuracy': 0.5025641025641026, 'evidence_precision': 0.26288659793814434, 'evidence_recall': 0.5, 'evidence_f1': 0.3445945945945946, 'crest_accuracy': 0.5269922879177378, 'crest_precision': 0.5756097560975609, 'crest_recall': 0.5488372093023256, 'crest_f1': 0.5619047619047619}","{'closeness': 0.8430836522689995, 'similarity_metrics': 0.9331652, 'contradiction': 0.9942413568496704, 'evidence_accuracy': 0.46923076923076923, 'evidence_precision': 0.24390243902439024, 'evidence_recall': 0.49019607843137253, 'evidence_f1': 0.3257328990228013, 'crest_accuracy': 0.5861182519280206, 'crest_precision': 0.6285714285714286, 'crest_recall': 0.6139534883720931, 'crest_f1': 0.6211764705882353}","{'closeness': 0.931656642974303, 'similarity_metrics': 0.9680079, 'contradiction': 0.9984301924705505, 'evidence_accuracy': 0.7256410256410256, 'evidence_precision': 0.4074074074074074, 'evidence_recall': 0.10784313725490197, 'evidence_f1': 0.17054263565891473, 'crest_accuracy': 0.506426735218509, 'crest_precision': 0.7948717948717948, 'crest_recall': 0.14418604651162792, 'crest_f1': 0.2440944881889764}","{'closeness': 0.6320393657736467, 'similarity_metrics': 0.87648547, 'contradiction': 0.9938296675682068, 'evidence_accuracy': 0.46153846153846156, 'evidence_precision': 0.2631578947368421, 'evidence_recall': 0.5882352941176471, 'evidence_f1': 0.3636363636363636, 'crest_accuracy': 0.6015424164524421, 'crest_precision': 0.6181102362204725, 'crest_recall': 0.7302325581395349, 'crest_f1': 0.6695095948827292}"
"{'closeness': 0.7291271347248577, 'similarity_metrics': 0.96979046, 'contradiction': 0.00420950073748827, 'evidence_accuracy': 0.6813509544787077, 'evidence_precision': 0.7154046997389034, 'evidence_recall': 0.4574290484140234, 'evidence_f1': 0.5580448065173117, 'crest_accuracy': 0.4257907542579075, 'crest_precision': 0.7142857142857143, 'crest_recall': 0.02092050209205021, 'crest_f1': 0.04065040650406504}","{'closeness': 0.7291271347248577, 'similarity_metrics': 0.96979046, 'contradiction': 0.00420950073748827, 'evidence_accuracy': 0.6813509544787077, 'evidence_precision': 0.7154046997389034, 'evidence_recall': 0.4574290484140234, 'evidence_f1': 0.5580448065173117, 'crest_accuracy': 0.4257907542579075, 'crest_precision': 0.7142857142857143, 'crest_recall': 0.02092050209205021, 'crest_f1': 0.04065040650406504}","{'closeness': 0.7291271347248577, 'similarity_metrics': 0.96979046, 'contradiction': 0.00420950073748827, 'evidence_accuracy': 0.6813509544787077, 'evidence_precision': 0.7154046997389034, 'evidence_recall': 0.4574290484140234, 'evidence_f1': 0.5580448065173117, 'crest_accuracy': 0.4257907542579075, 'crest_precision': 0.7142857142857143, 'crest_recall': 0.02092050209205021, 'crest_f1': 0.04065040650406504}","{'closeness': 0.6470588235294117, 'similarity_metrics': 0.94835436, 'contradiction': 0.9883188009262085, 'evidence_accuracy': 0.5183553597650514, 'evidence_precision': 0.4636942675159236, 'evidence_recall': 0.6076794657762938, 'evidence_f1': 0.5260115606936416, 'crest_accuracy': 0.5012165450121655, 'crest_precision': 0.5988372093023255, 'crest_recall': 0.4309623430962343, 'crest_f1': 0.5012165450121654}","{'closeness': 0.9528779253636939, 'similarity_metrics': 0.99449605, 'contradiction': 0.0024447746109217405, 'evidence_accuracy': 0.5624082232011748, 'evidence_precision': 0.5230769230769231, 'evidence_recall': 0.05676126878130217, 'evidence_f1': 0.10240963855421688, 'crest_accuracy': 0.4306569343065693, 'crest_precision': 0.8571428571428571, 'crest_recall': 0.02510460251046025, 'crest_f1': 0.04878048780487805}","{'closeness': 0.9076533839342189, 'similarity_metrics': 0.9720143, 'contradiction': 0.9893671870231628, 'evidence_accuracy': 0.5616740088105727, 'evidence_precision': 0.5070422535211268, 'evidence_recall': 0.12020033388981637, 'evidence_f1': 0.19433198380566805, 'crest_accuracy': 0.45012165450121655, 'crest_precision': 0.6181818181818182, 'crest_recall': 0.14225941422594143, 'crest_f1': 0.23129251700680273}"
