e-chat-history,e-persona-you,e-persona-human,e-implcit-target,baseline,e-chain-of-thought
"{'closeness': 0.08649093904448102, 'similarity_metrics': 0.66455436, 'contradiction': 0.9499290585517883, 'evidence_accuracy': 0.30710172744721687, 'evidence_precision': 0.2930327868852459, 'evidence_recall': 0.89937106918239, 'evidence_f1': 0.44204018547140644, 'crest_accuracy': 0.5915492957746479, 'crest_precision': 0.6130030959752322, 'crest_recall': 0.908256880733945, 'crest_f1': 0.731977818853974}","{'closeness': 0.19563426688632624, 'similarity_metrics': 0.72283316, 'contradiction': 0.018232552334666252, 'evidence_accuracy': 0.3896353166986564, 'evidence_precision': 0.3197278911564626, 'evidence_recall': 0.8867924528301887, 'evidence_f1': 0.4699999999999999, 'crest_accuracy': 0.4732394366197183, 'crest_precision': 0.5563636363636364, 'crest_recall': 0.7018348623853211, 'crest_f1': 0.6206896551724139}","{'closeness': 0.19563426688632624, 'similarity_metrics': 0.72283316, 'contradiction': 0.018232552334666252, 'evidence_accuracy': 0.3896353166986564, 'evidence_precision': 0.3197278911564626, 'evidence_recall': 0.8867924528301887, 'evidence_f1': 0.4699999999999999, 'crest_accuracy': 0.4732394366197183, 'crest_precision': 0.5563636363636364, 'crest_recall': 0.7018348623853211, 'crest_f1': 0.6206896551724139}","{'closeness': 0.9546952224052718, 'similarity_metrics': 0.95372635, 'contradiction': 0.716270387172699, 'evidence_accuracy': 0.4740882917466411, 'evidence_precision': 0.26720647773279355, 'evidence_recall': 0.41509433962264153, 'evidence_f1': 0.32512315270935965, 'crest_accuracy': 0.43380281690140843, 'crest_precision': 0.5515151515151515, 'crest_recall': 0.41743119266055045, 'crest_f1': 0.475195822454308}","{'closeness': 0.19522240527182866, 'similarity_metrics': 0.72283316, 'contradiction': 0.020016750320792198, 'evidence_accuracy': 0.3857965451055662, 'evidence_precision': 0.3182844243792325, 'evidence_recall': 0.8867924528301887, 'evidence_f1': 0.4684385382059801, 'crest_accuracy': 0.4732394366197183, 'crest_precision': 0.555956678700361, 'crest_recall': 0.7064220183486238, 'crest_f1': 0.6222222222222223}","{'closeness': 0.08649093904448102, 'similarity_metrics': 0.66455436, 'contradiction': 0.9499290585517883, 'evidence_accuracy': 0.30710172744721687, 'evidence_precision': 0.2930327868852459, 'evidence_recall': 0.89937106918239, 'evidence_f1': 0.44204018547140644, 'crest_accuracy': 0.5915492957746479, 'crest_precision': 0.6130030959752322, 'crest_recall': 0.908256880733945, 'crest_f1': 0.731977818853974}"
"{'closeness': 0.9672131147540983, 'similarity_metrics': 0.9274839, 'contradiction': 0.025591779500246048, 'evidence_accuracy': 0.5726495726495726, 'evidence_precision': 0.2664359861591695, 'evidence_recall': 0.29056603773584905, 'evidence_f1': 0.27797833935018046, 'crest_accuracy': 0.5285714285714286, 'crest_precision': 0.6822429906542056, 'crest_recall': 0.35784313725490197, 'crest_f1': 0.46945337620578775}","{'closeness': 0.009304386353566674, 'similarity_metrics': 0.3918162, 'contradiction': 0.9434268474578857, 'evidence_accuracy': 0.2905982905982906, 'evidence_precision': 0.2852529601722282, 'evidence_recall': 1.0, 'evidence_f1': 0.44388609715242877, 'crest_accuracy': 0.5914285714285714, 'crest_precision': 0.5889212827988338, 'crest_recall': 0.9901960784313726, 'crest_f1': 0.7385740402193784}","{'closeness': 0.009304386353566674, 'similarity_metrics': 0.3918162, 'contradiction': 0.9434268474578857, 'evidence_accuracy': 0.2905982905982906, 'evidence_precision': 0.2852529601722282, 'evidence_recall': 1.0, 'evidence_f1': 0.44388609715242877, 'crest_accuracy': 0.5914285714285714, 'crest_precision': 0.5889212827988338, 'crest_recall': 0.9901960784313726, 'crest_f1': 0.7385740402193784}","{'closeness': 0.009304386353566674, 'similarity_metrics': 0.3918162, 'contradiction': 0.9488510489463806, 'evidence_accuracy': 0.28952991452991456, 'evidence_precision': 0.2849462365591398, 'evidence_recall': 1.0, 'evidence_f1': 0.4435146443514645, 'crest_accuracy': 0.5885714285714285, 'crest_precision': 0.5872093023255814, 'crest_recall': 0.9901960784313726, 'crest_f1': 0.7372262773722629}","{'closeness': 0.009304386353566674, 'similarity_metrics': 0.3918162, 'contradiction': 0.9434268474578857, 'evidence_accuracy': 0.2905982905982906, 'evidence_precision': 0.2852529601722282, 'evidence_recall': 1.0, 'evidence_f1': 0.44388609715242877, 'crest_accuracy': 0.5914285714285714, 'crest_precision': 0.5889212827988338, 'crest_recall': 0.9901960784313726, 'crest_f1': 0.7385740402193784}","{'closeness': 0.009304386353566674, 'similarity_metrics': 0.3918162, 'contradiction': 0.9434268474578857, 'evidence_accuracy': 0.2905982905982906, 'evidence_precision': 0.2852529601722282, 'evidence_recall': 1.0, 'evidence_f1': 0.44388609715242877, 'crest_accuracy': 0.5914285714285714, 'crest_precision': 0.5889212827988338, 'crest_recall': 0.9901960784313726, 'crest_f1': 0.7385740402193784}"
"{'closeness': 0.9229346485819976, 'similarity_metrics': 0.9543365, 'contradiction': 0.8128004670143127, 'evidence_accuracy': 0.7249747219413549, 'evidence_precision': 0.5789473684210527, 'evidence_recall': 0.15492957746478872, 'evidence_f1': 0.24444444444444444, 'crest_accuracy': 0.4090909090909091, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9290998766954377, 'similarity_metrics': 0.9966918, 'contradiction': 0.0948847234249115, 'evidence_accuracy': 0.7249747219413549, 'evidence_precision': 0.5789473684210527, 'evidence_recall': 0.15492957746478872, 'evidence_f1': 0.24444444444444444, 'crest_accuracy': 0.4144385026737968, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9290998766954377, 'similarity_metrics': 0.9966918, 'contradiction': 0.0948847234249115, 'evidence_accuracy': 0.7249747219413549, 'evidence_precision': 0.5789473684210527, 'evidence_recall': 0.15492957746478872, 'evidence_f1': 0.24444444444444444, 'crest_accuracy': 0.4144385026737968, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9404027949034114, 'similarity_metrics': 0.98672587, 'contradiction': 0.10615740716457367, 'evidence_accuracy': 0.5187057633973711, 'evidence_precision': 0.22727272727272727, 'evidence_recall': 0.28169014084507044, 'evidence_f1': 0.25157232704402516, 'crest_accuracy': 0.32085561497326204, 'crest_precision': 0.41, 'crest_recall': 0.3761467889908257, 'crest_f1': 0.3923444976076555}","{'closeness': 0.9290998766954377, 'similarity_metrics': 0.9966918, 'contradiction': 0.0948847234249115, 'evidence_accuracy': 0.7249747219413549, 'evidence_precision': 0.5789473684210527, 'evidence_recall': 0.15492957746478872, 'evidence_f1': 0.24444444444444444, 'crest_accuracy': 0.4144385026737968, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9264282778462803, 'similarity_metrics': 0.99672323, 'contradiction': 0.33151042461395264, 'evidence_accuracy': 0.7269969666329625, 'evidence_precision': 0.5945945945945946, 'evidence_recall': 0.15492957746478872, 'evidence_f1': 0.24581005586592178, 'crest_accuracy': 0.41711229946524064, 'crest_precision': 0.5, 'crest_recall': 0.0045871559633027525, 'crest_f1': 0.009090909090909092}"
"{'closeness': 0.9304084720121029, 'similarity_metrics': 0.9840874, 'contradiction': 0.7687650322914124, 'evidence_accuracy': 0.541970802919708, 'evidence_precision': 0.1951219512195122, 'evidence_recall': 0.31746031746031744, 'evidence_f1': 0.24169184290030216, 'crest_accuracy': 0.5316091954022989, 'crest_precision': 0.6870229007633588, 'crest_recall': 0.42452830188679247, 'crest_f1': 0.5247813411078718}","{'closeness': 0.9515885022692889, 'similarity_metrics': 0.9849277, 'contradiction': 0.9355422854423523, 'evidence_accuracy': 0.583941605839416, 'evidence_precision': 0.20689655172413793, 'evidence_recall': 0.2857142857142857, 'evidence_f1': 0.24000000000000002, 'crest_accuracy': 0.514367816091954, 'crest_precision': 0.7087378640776699, 'crest_recall': 0.3443396226415094, 'crest_f1': 0.4634920634920635}","{'closeness': 0.9527231467473525, 'similarity_metrics': 0.988316, 'contradiction': 0.04402044788002968, 'evidence_accuracy': 0.5218978102189781, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.2698412698412698, 'evidence_f1': 0.20606060606060606, 'crest_accuracy': 0.5028735632183908, 'crest_precision': 0.6466165413533834, 'crest_recall': 0.4056603773584906, 'crest_f1': 0.49855072463768113}","{'closeness': 0.9409984871406959, 'similarity_metrics': 0.9805393, 'contradiction': 0.8477017283439636, 'evidence_accuracy': 0.5328467153284672, 'evidence_precision': 0.19626168224299065, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.24705882352941178, 'crest_accuracy': 0.5057471264367817, 'crest_precision': 0.6428571428571429, 'crest_recall': 0.42452830188679247, 'crest_f1': 0.5113636363636364}","{'closeness': 0.9504538577912254, 'similarity_metrics': 0.98804396, 'contradiction': 0.006757976487278938, 'evidence_accuracy': 0.4762773722627737, 'evidence_precision': 0.17142857142857143, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.22641509433962265, 'crest_accuracy': 0.4827586206896552, 'crest_precision': 0.6, 'crest_recall': 0.4528301886792453, 'crest_f1': 0.5161290322580645}","{'closeness': 1.0, 'similarity_metrics': 0.99235904, 'contradiction': 0.01787663996219635, 'evidence_accuracy': 0.7682481751824818, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3936781609195402, 'crest_precision': 1.0, 'crest_recall': 0.0047169811320754715, 'crest_f1': 0.009389671361502346}"
"{'closeness': 1.0, 'similarity_metrics': 0.9936435, 'contradiction': 0.030466748401522636, 'evidence_accuracy': 0.8670520231213873, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.39263803680981596, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.00453720508166966, 'similarity_metrics': 0.4089262, 'contradiction': 0.17138785123825073, 'evidence_accuracy': 0.13641618497109825, 'evidence_precision': 0.13240418118466898, 'evidence_recall': 1.0, 'evidence_f1': 0.23384615384615384, 'crest_accuracy': 0.6165644171779141, 'crest_precision': 0.6118012422360248, 'crest_recall': 1.0, 'crest_f1': 0.7591522157996147}","{'closeness': 0.00453720508166966, 'similarity_metrics': 0.4089262, 'contradiction': 0.17138785123825073, 'evidence_accuracy': 0.13641618497109825, 'evidence_precision': 0.13240418118466898, 'evidence_recall': 1.0, 'evidence_f1': 0.23384615384615384, 'crest_accuracy': 0.6165644171779141, 'crest_precision': 0.6118012422360248, 'crest_recall': 1.0, 'crest_f1': 0.7591522157996147}","{'closeness': 0.00453720508166966, 'similarity_metrics': 0.4089262, 'contradiction': 0.17138785123825073, 'evidence_accuracy': 0.13641618497109825, 'evidence_precision': 0.13240418118466898, 'evidence_recall': 1.0, 'evidence_f1': 0.23384615384615384, 'crest_accuracy': 0.6165644171779141, 'crest_precision': 0.6118012422360248, 'crest_recall': 1.0, 'crest_f1': 0.7591522157996147}","{'closeness': 0.00453720508166966, 'similarity_metrics': 0.4089262, 'contradiction': 0.17138785123825073, 'evidence_accuracy': 0.13641618497109825, 'evidence_precision': 0.13240418118466898, 'evidence_recall': 1.0, 'evidence_f1': 0.23384615384615384, 'crest_accuracy': 0.6165644171779141, 'crest_precision': 0.6118012422360248, 'crest_recall': 1.0, 'crest_f1': 0.7591522157996147}","{'closeness': 0.01610707803992739, 'similarity_metrics': 0.5059705, 'contradiction': 0.09792818874120712, 'evidence_accuracy': 0.14566473988439307, 'evidence_precision': 0.1336459554513482, 'evidence_recall': 1.0, 'evidence_f1': 0.23578076525336092, 'crest_accuracy': 0.5920245398773006, 'crest_precision': 0.6019108280254777, 'crest_recall': 0.9593908629441624, 'crest_f1': 0.7397260273972602}"
"{'closeness': 0.47079964061096136, 'similarity_metrics': 0.64494395, 'contradiction': 0.11507506668567657, 'evidence_accuracy': 0.5167394468704513, 'evidence_precision': 0.33055555555555555, 'evidence_recall': 0.5666666666666667, 'evidence_f1': 0.4175438596491228, 'crest_accuracy': 0.5857519788918206, 'crest_precision': 0.5956284153005464, 'crest_recall': 0.960352422907489, 'crest_f1': 0.7352445193929174}","{'closeness': 0.9688529499850255, 'similarity_metrics': 0.98928916, 'contradiction': 0.010428349487483501, 'evidence_accuracy': 0.5327510917030568, 'evidence_precision': 0.16363636363636364, 'evidence_recall': 0.12857142857142856, 'evidence_f1': 0.144, 'crest_accuracy': 0.3324538258575198, 'crest_precision': 0.4057971014492754, 'crest_recall': 0.24669603524229075, 'crest_f1': 0.30684931506849317}","{'closeness': 0.9688529499850255, 'similarity_metrics': 0.98928916, 'contradiction': 0.010428349487483501, 'evidence_accuracy': 0.5327510917030568, 'evidence_precision': 0.16363636363636364, 'evidence_recall': 0.12857142857142856, 'evidence_f1': 0.144, 'crest_accuracy': 0.3324538258575198, 'crest_precision': 0.4057971014492754, 'crest_recall': 0.24669603524229075, 'crest_f1': 0.30684931506849317}","{'closeness': 0.9931363772008356, 'similarity_metrics': 0.99148303, 'contradiction': 0.007419845554977655, 'evidence_accuracy': 0.6812227074235808, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.40105540897097625, 'crest_precision': 0.5, 'crest_recall': 0.004405286343612335, 'crest_f1': 0.008733624454148471}","{'closeness': 0.04492362982929021, 'similarity_metrics': 0.6105968, 'contradiction': 0.20515422523021698, 'evidence_accuracy': 0.29985443959243085, 'evidence_precision': 0.2956259426847662, 'evidence_recall': 0.9333333333333333, 'evidence_f1': 0.44902634593356244, 'crest_accuracy': 0.5725593667546174, 'crest_precision': 0.5915492957746479, 'crest_recall': 0.9251101321585903, 'crest_f1': 0.7216494845360825}","{'closeness': 0.2242456704159972, 'similarity_metrics': 0.46658862, 'contradiction': 0.16494765877723694, 'evidence_accuracy': 0.3071324599708879, 'evidence_precision': 0.30612244897959184, 'evidence_recall': 1.0, 'evidence_f1': 0.46874999999999994, 'crest_accuracy': 0.5989445910290238, 'crest_precision': 0.5989445910290238, 'crest_recall': 1.0, 'crest_f1': 0.7491749174917491}"
"{'closeness': 0.9637758363520137, 'similarity_metrics': 0.9837566, 'contradiction': 0.031003711745142937, 'evidence_accuracy': 0.7446120689655172, 'evidence_precision': 0.125, 'evidence_recall': 0.018779342723004695, 'evidence_f1': 0.0326530612244898, 'crest_accuracy': 0.39465875370919884, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.027700831024930705, 'similarity_metrics': 0.7319509, 'contradiction': 0.05760122090578079, 'evidence_accuracy': 0.21120689655172414, 'evidence_precision': 0.21514818880351264, 'evidence_recall': 0.92018779342723, 'evidence_f1': 0.3487544483985765, 'crest_accuracy': 0.5816023738872403, 'crest_precision': 0.596875, 'crest_recall': 0.9408866995073891, 'crest_f1': 0.7304015296367113}","{'closeness': 0.027700831024930705, 'similarity_metrics': 0.7319509, 'contradiction': 0.05760122090578079, 'evidence_accuracy': 0.21120689655172414, 'evidence_precision': 0.21514818880351264, 'evidence_recall': 0.92018779342723, 'evidence_f1': 0.3487544483985765, 'crest_accuracy': 0.5816023738872403, 'crest_precision': 0.596875, 'crest_recall': 0.9408866995073891, 'crest_f1': 0.7304015296367113}","{'closeness': 0.03558491370125716, 'similarity_metrics': 0.43550253, 'contradiction': 0.016215944662690163, 'evidence_accuracy': 0.2122844827586207, 'evidence_precision': 0.21600877192982457, 'evidence_recall': 0.9248826291079812, 'evidence_f1': 0.35022222222222227, 'crest_accuracy': 0.5667655786350149, 'crest_precision': 0.5887850467289719, 'crest_recall': 0.9310344827586207, 'crest_f1': 0.7213740458015268}","{'closeness': 0.027700831024930705, 'similarity_metrics': 0.7319509, 'contradiction': 0.05760122090578079, 'evidence_accuracy': 0.21120689655172414, 'evidence_precision': 0.21514818880351264, 'evidence_recall': 0.92018779342723, 'evidence_f1': 0.3487544483985765, 'crest_accuracy': 0.5816023738872403, 'crest_precision': 0.596875, 'crest_recall': 0.9408866995073891, 'crest_f1': 0.7304015296367113}","{'closeness': 0.9637758363520137, 'similarity_metrics': 0.9837566, 'contradiction': 0.031003711745142937, 'evidence_accuracy': 0.7446120689655172, 'evidence_precision': 0.125, 'evidence_recall': 0.018779342723004695, 'evidence_f1': 0.0326530612244898, 'crest_accuracy': 0.39465875370919884, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 1.0, 'similarity_metrics': 0.9999998, 'contradiction': 0.005802098195999861, 'evidence_accuracy': 0.6997084548104956, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.41944444444444445, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.06927710843373491, 'similarity_metrics': 0.7721626, 'contradiction': 0.025213045999407768, 'evidence_accuracy': 0.29008746355685133, 'evidence_precision': 0.28549618320610687, 'evidence_recall': 0.9077669902912622, 'evidence_f1': 0.4343786295005807, 'crest_accuracy': 0.5611111111111111, 'crest_precision': 0.5775075987841946, 'crest_recall': 0.9090909090909091, 'crest_f1': 0.7063197026022305}","{'closeness': 0.06927710843373491, 'similarity_metrics': 0.7721626, 'contradiction': 0.025213045999407768, 'evidence_accuracy': 0.29008746355685133, 'evidence_precision': 0.28549618320610687, 'evidence_recall': 0.9077669902912622, 'evidence_f1': 0.4343786295005807, 'crest_accuracy': 0.5611111111111111, 'crest_precision': 0.5775075987841946, 'crest_recall': 0.9090909090909091, 'crest_f1': 0.7063197026022305}","{'closeness': 0.9539156626506025, 'similarity_metrics': 0.9947062, 'contradiction': 0.798856794834137, 'evidence_accuracy': 0.49416909620991256, 'evidence_precision': 0.2379182156133829, 'evidence_recall': 0.3106796116504854, 'evidence_f1': 0.2694736842105263, 'crest_accuracy': 0.5138888888888888, 'crest_precision': 0.6158940397350994, 'crest_recall': 0.44285714285714284, 'crest_f1': 0.515235457063712}","{'closeness': 0.06927710843373491, 'similarity_metrics': 0.7721626, 'contradiction': 0.025213045999407768, 'evidence_accuracy': 0.29008746355685133, 'evidence_precision': 0.28549618320610687, 'evidence_recall': 0.9077669902912622, 'evidence_f1': 0.4343786295005807, 'crest_accuracy': 0.5611111111111111, 'crest_precision': 0.5775075987841946, 'crest_recall': 0.9090909090909091, 'crest_f1': 0.7063197026022305}","{'closeness': 1.0, 'similarity_metrics': 0.9999998, 'contradiction': 0.005802098195999861, 'evidence_accuracy': 0.6997084548104956, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.41944444444444445, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.024056861673045327, 'similarity_metrics': 0.52687037, 'contradiction': 0.15138746798038483, 'evidence_accuracy': 0.27564102564102566, 'evidence_precision': 0.26527958387516254, 'evidence_recall': 1.0, 'evidence_f1': 0.4193216855087359, 'crest_accuracy': 0.570694087403599, 'crest_precision': 0.5634920634920635, 'crest_recall': 0.9906976744186047, 'crest_f1': 0.7183811129848229}","{'closeness': 0.027610716238381627, 'similarity_metrics': 0.34234864, 'contradiction': 0.07118996977806091, 'evidence_accuracy': 0.2846153846153846, 'evidence_precision': 0.2677165354330709, 'evidence_recall': 1.0, 'evidence_f1': 0.42236024844720504, 'crest_accuracy': 0.5784061696658098, 'crest_precision': 0.568733153638814, 'crest_recall': 0.9813953488372092, 'crest_f1': 0.7201365187713311}","{'closeness': 0.14871514488791693, 'similarity_metrics': 0.5972495, 'contradiction': 0.09192613512277603, 'evidence_accuracy': 0.30128205128205127, 'evidence_precision': 0.24360902255639097, 'evidence_recall': 0.7941176470588235, 'evidence_f1': 0.3728423475258918, 'crest_accuracy': 0.5244215938303342, 'crest_precision': 0.5547445255474452, 'crest_recall': 0.7069767441860465, 'crest_f1': 0.621676891615542}","{'closeness': 0.14188080918534718, 'similarity_metrics': 0.69723, 'contradiction': 0.020042991265654564, 'evidence_accuracy': 0.27564102564102566, 'evidence_precision': 0.24755244755244754, 'evidence_recall': 0.8676470588235294, 'evidence_f1': 0.3852013057671382, 'crest_accuracy': 0.5295629820051414, 'crest_precision': 0.5493827160493827, 'crest_recall': 0.827906976744186, 'crest_f1': 0.660482374768089}","{'closeness': 0.028430836522689962, 'similarity_metrics': 0.34234864, 'contradiction': 0.07378444820642471, 'evidence_accuracy': 0.2923076923076923, 'evidence_precision': 0.2698412698412698, 'evidence_recall': 1.0, 'evidence_f1': 0.425, 'crest_accuracy': 0.5886889460154242, 'crest_precision': 0.5753424657534246, 'crest_recall': 0.9767441860465116, 'crest_f1': 0.7241379310344828}","{'closeness': 0.9997267012845039, 'similarity_metrics': 0.98579854, 'contradiction': 0.003465159796178341, 'evidence_accuracy': 0.735897435897436, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.442159383033419, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.7084123972169514, 'similarity_metrics': 0.77526593, 'contradiction': 0.3820877969264984, 'evidence_accuracy': 0.42584434654919234, 'evidence_precision': 0.2659846547314578, 'evidence_recall': 0.17362270450751252, 'evidence_f1': 0.21010101010101012, 'crest_accuracy': -0.20194647201946472, 'crest_precision': 0.30414746543778803, 'crest_recall': 0.8284518828451883, 'crest_f1': 0.4449438202247191}","{'closeness': 0.017394054395951875, 'similarity_metrics': 0.62866277, 'contradiction': 0.9698805212974548, 'evidence_accuracy': 0.45961820851688695, 'evidence_precision': 0.448689138576779, 'evidence_recall': 1.0, 'evidence_f1': 0.6194415718717683, 'crest_accuracy': 0.5450121654501217, 'crest_precision': 0.5677083333333334, 'crest_recall': 0.9121338912133892, 'crest_f1': 0.6998394863563403}","{'closeness': 0.13298545224541425, 'similarity_metrics': 0.73858845, 'contradiction': 0.626554012298584, 'evidence_accuracy': 0.461086637298091, 'evidence_precision': 0.4429416737109045, 'evidence_recall': 0.8747913188647746, 'evidence_f1': 0.5881032547699214, 'crest_accuracy': 0.36496350364963503, 'crest_precision': 0.47368421052631576, 'crest_recall': 0.8284518828451883, 'crest_f1': 0.6027397260273973}","{'closeness': 0.7123655913978495, 'similarity_metrics': 0.9721107, 'contradiction': 0.09907988458871841, 'evidence_accuracy': 0.5513950073421439, 'evidence_precision': 0.49135446685878964, 'evidence_recall': 0.5692821368948247, 'evidence_f1': 0.5274555297757153, 'crest_accuracy': 0.46958637469586373, 'crest_precision': 0.584, 'crest_recall': 0.3054393305439331, 'crest_f1': 0.4010989010989012}","{'closeness': 0.017394054395951875, 'similarity_metrics': 0.62866277, 'contradiction': 0.9698805212974548, 'evidence_accuracy': 0.45961820851688695, 'evidence_precision': 0.448689138576779, 'evidence_recall': 1.0, 'evidence_f1': 0.6194415718717683, 'crest_accuracy': 0.5450121654501217, 'crest_precision': 0.5677083333333334, 'crest_recall': 0.9121338912133892, 'crest_f1': 0.6998394863563403}","{'closeness': 0.7210626185958254, 'similarity_metrics': 0.9813545, 'contradiction': 0.018659839406609535, 'evidence_accuracy': 0.6769456681350955, 'evidence_precision': 0.7064935064935065, 'evidence_recall': 0.4540901502504174, 'evidence_f1': 0.5528455284552847, 'crest_accuracy': 0.4233576642335766, 'crest_precision': 1.0, 'crest_recall': 0.008368200836820083, 'crest_f1': 0.016597510373443983}"
"{'closeness': 0.9971070395371263, 'similarity_metrics': 0.99911207, 'contradiction': 0.019807877019047737, 'evidence_accuracy': 0.7510729613733905, 'evidence_precision': 1.0, 'evidence_recall': 0.01694915254237288, 'evidence_f1': 0.03333333333333333, 'crest_accuracy': 0.3905579399141631, 'crest_precision': 1.0, 'crest_recall': 0.006993006993006993, 'crest_f1': 0.013888888888888888}","{'closeness': 0.15139826422372227, 'similarity_metrics': 0.6029465, 'contradiction': 0.43577373027801514, 'evidence_accuracy': 0.39914163090128757, 'evidence_precision': 0.2964824120603015, 'evidence_recall': 1.0, 'evidence_f1': 0.4573643410852713, 'crest_accuracy': 0.6223175965665236, 'crest_precision': 0.6381909547738693, 'crest_recall': 0.8881118881118881, 'crest_f1': 0.7426900584795322}","{'closeness': 0.6634522661523625, 'similarity_metrics': 0.66376233, 'contradiction': 0.5095497369766235, 'evidence_accuracy': 0.5321888412017167, 'evidence_precision': 0.3263888888888889, 'evidence_recall': 0.7966101694915254, 'evidence_f1': 0.46305418719211816, 'crest_accuracy': 0.5064377682403434, 'crest_precision': 0.5972222222222222, 'crest_recall': 0.6013986013986014, 'crest_f1': 0.5993031358885017}","{'closeness': 0.9257473481195757, 'similarity_metrics': 0.6552291, 'contradiction': 0.08588813245296478, 'evidence_accuracy': 0.47639484978540775, 'evidence_precision': 0.21621621621621623, 'evidence_recall': 0.4067796610169492, 'evidence_f1': 0.2823529411764706, 'crest_accuracy': 0.4678111587982833, 'crest_precision': 0.5855855855855856, 'crest_recall': 0.45454545454545453, 'crest_f1': 0.5118110236220472}","{'closeness': 0.2622950819672131, 'similarity_metrics': 0.6002044, 'contradiction': 0.7091554999351501, 'evidence_accuracy': 0.33905579399141633, 'evidence_precision': 0.2682926829268293, 'evidence_recall': 0.9322033898305084, 'evidence_f1': 0.4166666666666667, 'crest_accuracy': 0.5879828326180258, 'crest_precision': 0.6146341463414634, 'crest_recall': 0.8811188811188811, 'crest_f1': 0.7241379310344828}","{'closeness': 0.7473481195756991, 'similarity_metrics': 0.64063346, 'contradiction': 0.8508080840110779, 'evidence_accuracy': 0.7124463519313304, 'evidence_precision': 0.4230769230769231, 'evidence_recall': 0.3728813559322034, 'evidence_f1': 0.39639639639639646, 'crest_accuracy': 0.38626609442060084, 'crest_precision': 0.5, 'crest_recall': 0.18181818181818182, 'crest_f1': 0.26666666666666666}"
