baseline,e-implcit-target,e-persona-you,e-chain-of-thought,e-chat-history,e-persona-human
"{'closeness': 0.955, 'similarity_metrics': 0.9928165, 'contradiction': 0.06709695607423782, 'evidence_accuracy': 0.5075034106412005, 'evidence_precision': 0.08490566037735849, 'evidence_recall': 0.27835051546391754, 'evidence_f1': 0.13012048192771086, 'crest_accuracy': 0.29971181556195964, 'crest_precision': 0.44285714285714284, 'crest_recall': 0.4246575342465753, 'crest_f1': 0.43356643356643354}","{'closeness': 0.8791666666666667, 'similarity_metrics': 0.99000823, 'contradiction': 0.7525323629379272, 'evidence_accuracy': 0.4665757162346521, 'evidence_precision': 0.08, 'evidence_recall': 0.28865979381443296, 'evidence_f1': 0.12527964205816555, 'crest_accuracy': 0.3285302593659942, 'crest_precision': 0.465, 'crest_recall': 0.4246575342465753, 'crest_f1': 0.4439140811455847}","{'closeness': 0.9455555555555556, 'similarity_metrics': 0.9928165, 'contradiction': 0.06709695607423782, 'evidence_accuracy': 0.5006821282401092, 'evidence_precision': 0.08359133126934984, 'evidence_recall': 0.27835051546391754, 'evidence_f1': 0.12857142857142856, 'crest_accuracy': 0.29971181556195964, 'crest_precision': 0.44285714285714284, 'crest_recall': 0.4246575342465753, 'crest_f1': 0.43356643356643354}","{'closeness': 0.9673852957435047, 'similarity_metrics': 0.98630416, 'contradiction': 0.9933022260665894, 'evidence_accuracy': 0.791268758526603, 'evidence_precision': 0.03333333333333333, 'evidence_recall': 0.020618556701030927, 'evidence_f1': 0.025477707006369425, 'crest_accuracy': 0.37175792507204614, 'crest_precision': 0.5172413793103449, 'crest_recall': 0.0684931506849315, 'crest_f1': 0.12096774193548387}","{'closeness': 0.9875207986688852, 'similarity_metrics': 0.9999418, 'contradiction': 0.3394368886947632, 'evidence_accuracy': 0.8553888130968622, 'evidence_precision': 0.09090909090909091, 'evidence_recall': 0.010309278350515464, 'evidence_f1': 0.018518518518518517, 'crest_accuracy': 0.3746397694524496, 'crest_precision': 0.75, 'crest_recall': 0.0136986301369863, 'crest_f1': 0.026905829596412554}","{'closeness': 0.9380555555555555, 'similarity_metrics': 0.9881275, 'contradiction': 0.3298613727092743, 'evidence_accuracy': 0.504774897680764, 'evidence_precision': 0.09202453987730061, 'evidence_recall': 0.30927835051546393, 'evidence_f1': 0.14184397163120566, 'crest_accuracy': 0.30547550432276654, 'crest_precision': 0.44954128440366975, 'crest_recall': 0.4474885844748858, 'crest_f1': 0.4485125858123569}"
"{'closeness': 0.009340162699608356, 'similarity_metrics': 0.04654263, 'contradiction': 0.1392178237438202, 'evidence_accuracy': 0.03134328358208955, 'evidence_precision': 0.03134328358208955, 'evidence_recall': 1.0, 'evidence_f1': 0.06078147612156295, 'crest_accuracy': 0.6246153846153846, 'crest_precision': 0.6246153846153846, 'crest_recall': 1.0, 'crest_f1': 0.7689393939393939}","{'closeness': 0.009340162699608356, 'similarity_metrics': 0.04654263, 'contradiction': 0.1392178237438202, 'evidence_accuracy': 0.03134328358208955, 'evidence_precision': 0.03134328358208955, 'evidence_recall': 1.0, 'evidence_f1': 0.06078147612156295, 'crest_accuracy': 0.6246153846153846, 'crest_precision': 0.6246153846153846, 'crest_recall': 1.0, 'crest_f1': 0.7689393939393939}","{'closeness': 0.009340162699608356, 'similarity_metrics': 0.04654263, 'contradiction': 0.1392178237438202, 'evidence_accuracy': 0.03134328358208955, 'evidence_precision': 0.03134328358208955, 'evidence_recall': 1.0, 'evidence_f1': 0.06078147612156295, 'crest_accuracy': 0.6246153846153846, 'crest_precision': 0.6246153846153846, 'crest_recall': 1.0, 'crest_f1': 0.7689393939393939}","{'closeness': 0.9807170834588732, 'similarity_metrics': 0.9911603, 'contradiction': 0.8953776359558105, 'evidence_accuracy': 0.9567164179104478, 'evidence_precision': 0.21428571428571427, 'evidence_recall': 0.14285714285714285, 'evidence_f1': 0.17142857142857143, 'crest_accuracy': 0.38769230769230767, 'crest_precision': 0.7, 'crest_recall': 0.034482758620689655, 'crest_f1': 0.06572769953051644}","{'closeness': 0.009340162699608356, 'similarity_metrics': 0.04654263, 'contradiction': 0.1392178237438202, 'evidence_accuracy': 0.03134328358208955, 'evidence_precision': 0.03134328358208955, 'evidence_recall': 1.0, 'evidence_f1': 0.06078147612156295, 'crest_accuracy': 0.6246153846153846, 'crest_precision': 0.6246153846153846, 'crest_recall': 1.0, 'crest_f1': 0.7689393939393939}","{'closeness': 0.009340162699608356, 'similarity_metrics': 0.04654263, 'contradiction': 0.1392178237438202, 'evidence_accuracy': 0.03134328358208955, 'evidence_precision': 0.03134328358208955, 'evidence_recall': 1.0, 'evidence_f1': 0.06078147612156295, 'crest_accuracy': 0.6246153846153846, 'crest_precision': 0.6246153846153846, 'crest_recall': 1.0, 'crest_f1': 0.7689393939393939}"
"{'closeness': 0.009439707673568831, 'similarity_metrics': 0.055993374, 'contradiction': 0.39129167795181274, 'evidence_accuracy': 0.08961593172119488, 'evidence_precision': 0.08831908831908832, 'evidence_recall': 1.0, 'evidence_f1': 0.16230366492146597, 'crest_accuracy': 0.6021220159151194, 'crest_precision': 0.601063829787234, 'crest_recall': 1.0, 'crest_f1': 0.7508305647840532}","{'closeness': 0.009439707673568831, 'similarity_metrics': 0.055993374, 'contradiction': 0.39129167795181274, 'evidence_accuracy': 0.08961593172119488, 'evidence_precision': 0.08831908831908832, 'evidence_recall': 1.0, 'evidence_f1': 0.16230366492146597, 'crest_accuracy': 0.6021220159151194, 'crest_precision': 0.601063829787234, 'crest_recall': 1.0, 'crest_f1': 0.7508305647840532}","{'closeness': 0.9866017052375152, 'similarity_metrics': 0.9978193, 'contradiction': 0.002178011927753687, 'evidence_accuracy': 0.8563300142247511, 'evidence_precision': 0.0851063829787234, 'evidence_recall': 0.06451612903225806, 'evidence_f1': 0.07339449541284403, 'crest_accuracy': 0.4350132625994695, 'crest_precision': 0.85, 'crest_recall': 0.07488986784140969, 'crest_f1': 0.13765182186234817}","{'closeness': 0.9923873325213155, 'similarity_metrics': 0.9999999, 'contradiction': 0.0024397384840995073, 'evidence_accuracy': 0.8691322901849218, 'evidence_precision': 0.10526315789473684, 'evidence_recall': 0.06451612903225806, 'evidence_f1': 0.07999999999999999, 'crest_accuracy': 0.41909814323607425, 'crest_precision': 0.7857142857142857, 'crest_recall': 0.048458149779735685, 'crest_f1': 0.0912863070539419}","{'closeness': 0.9260273972602739, 'similarity_metrics': 0.99214756, 'contradiction': 0.6063902378082275, 'evidence_accuracy': 0.8406827880512091, 'evidence_precision': 0.05357142857142857, 'evidence_recall': 0.04838709677419355, 'evidence_f1': 0.05084745762711864, 'crest_accuracy': 0.46684350132625996, 'crest_precision': 0.8823529411764706, 'crest_recall': 0.13215859030837004, 'crest_f1': 0.22988505747126436}","{'closeness': 0.9866017052375152, 'similarity_metrics': 0.9978193, 'contradiction': 0.002178011927753687, 'evidence_accuracy': 0.8563300142247511, 'evidence_precision': 0.0851063829787234, 'evidence_recall': 0.06451612903225806, 'evidence_f1': 0.07339449541284403, 'crest_accuracy': 0.4350132625994695, 'crest_precision': 0.85, 'crest_recall': 0.07488986784140969, 'crest_f1': 0.13765182186234817}"
"{'closeness': 0.014331946370781279, 'similarity_metrics': 0.13045397, 'contradiction': 0.7513781189918518, 'evidence_accuracy': 0.23820754716981132, 'evidence_precision': 0.23820754716981132, 'evidence_recall': 1.0, 'evidence_f1': 0.38476190476190475, 'crest_accuracy': 0.7016393442622951, 'crest_precision': 0.7016393442622951, 'crest_recall': 1.0, 'crest_f1': 0.8246628131021194}","{'closeness': 0.014331946370781279, 'similarity_metrics': 0.13045397, 'contradiction': 0.7513781189918518, 'evidence_accuracy': 0.23820754716981132, 'evidence_precision': 0.23820754716981132, 'evidence_recall': 1.0, 'evidence_f1': 0.38476190476190475, 'crest_accuracy': 0.7016393442622951, 'crest_precision': 0.7016393442622951, 'crest_recall': 1.0, 'crest_f1': 0.8246628131021194}","{'closeness': 0.014331946370781279, 'similarity_metrics': 0.13045397, 'contradiction': 0.7513781189918518, 'evidence_accuracy': 0.23820754716981132, 'evidence_precision': 0.23820754716981132, 'evidence_recall': 1.0, 'evidence_f1': 0.38476190476190475, 'crest_accuracy': 0.7016393442622951, 'crest_precision': 0.7016393442622951, 'crest_recall': 1.0, 'crest_f1': 0.8246628131021194}","{'closeness': 0.9805825242718447, 'similarity_metrics': 0.99999994, 'contradiction': 0.0024158202577382326, 'evidence_accuracy': 0.7405660377358491, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.2983606557377049, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9953767914932964, 'similarity_metrics': 0.9971566, 'contradiction': 0.026602452620863914, 'evidence_accuracy': 0.7641509433962265, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.019801980198019802, 'evidence_f1': 0.038461538461538464, 'crest_accuracy': 0.3081967213114754, 'crest_precision': 1.0, 'crest_recall': 0.018604651162790697, 'crest_f1': 0.03652968036529681}","{'closeness': 0.014331946370781279, 'similarity_metrics': 0.13045397, 'contradiction': 0.7513781189918518, 'evidence_accuracy': 0.23820754716981132, 'evidence_precision': 0.23820754716981132, 'evidence_recall': 1.0, 'evidence_f1': 0.38476190476190475, 'crest_accuracy': 0.7016393442622951, 'crest_precision': 0.7016393442622951, 'crest_recall': 1.0, 'crest_f1': 0.8246628131021194}"
"{'closeness': 0.006708504652672587, 'similarity_metrics': 0.1161855, 'contradiction': 0.7256125211715698, 'evidence_accuracy': 0.07142857142857142, 'evidence_precision': 0.07043756670224119, 'evidence_recall': 1.0, 'evidence_f1': 0.13160518444666, 'crest_accuracy': 0.5924932975871313, 'crest_precision': 0.5924932975871313, 'crest_recall': 1.0, 'crest_f1': 0.744107744107744}","{'closeness': 0.006708504652672587, 'similarity_metrics': 0.1161855, 'contradiction': 0.7256125211715698, 'evidence_accuracy': 0.07142857142857142, 'evidence_precision': 0.07043756670224119, 'evidence_recall': 1.0, 'evidence_f1': 0.13160518444666, 'crest_accuracy': 0.5924932975871313, 'crest_precision': 0.5924932975871313, 'crest_recall': 1.0, 'crest_f1': 0.744107744107744}","{'closeness': 0.006708504652672587, 'similarity_metrics': 0.1161855, 'contradiction': 0.7256125211715698, 'evidence_accuracy': 0.07142857142857142, 'evidence_precision': 0.07043756670224119, 'evidence_recall': 1.0, 'evidence_f1': 0.13160518444666, 'crest_accuracy': 0.5924932975871313, 'crest_precision': 0.5924932975871313, 'crest_recall': 1.0, 'crest_f1': 0.744107744107744}","{'closeness': 1.0, 'similarity_metrics': 0.99999994, 'contradiction': 0.07241036742925644, 'evidence_accuracy': 0.929637526652452, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4075067024128686, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 0.99999994, 'contradiction': 0.07241036742925644, 'evidence_accuracy': 0.929637526652452, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4075067024128686, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.006708504652672587, 'similarity_metrics': 0.1161855, 'contradiction': 0.7256125211715698, 'evidence_accuracy': 0.07142857142857142, 'evidence_precision': 0.07043756670224119, 'evidence_recall': 1.0, 'evidence_f1': 0.13160518444666, 'crest_accuracy': 0.5924932975871313, 'crest_precision': 0.5924932975871313, 'crest_recall': 1.0, 'crest_f1': 0.744107744107744}"
"{'closeness': 0.8648130393096836, 'similarity_metrics': 0.9994526, 'contradiction': 0.011845665983855724, 'evidence_accuracy': 0.5862377122430742, 'evidence_precision': 0.15904572564612326, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.2568218298555377, 'crest_accuracy': 0.49014778325123154, 'crest_precision': 0.5664335664335665, 'crest_recall': 0.3584070796460177, 'crest_f1': 0.43902439024390244}","{'closeness': 0.8678811121764142, 'similarity_metrics': 0.99772674, 'contradiction': 0.07195484638214111, 'evidence_accuracy': 0.872207327971403, 'evidence_precision': 0.4327485380116959, 'evidence_recall': 0.6166666666666667, 'evidence_f1': 0.5085910652920963, 'crest_accuracy': 0.4408866995073892, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.862895493767977, 'similarity_metrics': 0.9988313, 'contradiction': 0.020597117021679878, 'evidence_accuracy': 0.5603217158176944, 'evidence_precision': 0.15037593984962405, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.24539877300613497, 'crest_accuracy': 0.5073891625615764, 'crest_precision': 0.589041095890411, 'crest_recall': 0.3805309734513274, 'crest_f1': 0.46236559139784944}","{'closeness': 0.9480345158197507, 'similarity_metrics': 0.99724954, 'contradiction': 0.9863269329071045, 'evidence_accuracy': 0.775692582663092, 'evidence_precision': 0.09316770186335403, 'evidence_recall': 0.125, 'evidence_f1': 0.10676156583629892, 'crest_accuracy': 0.45320197044334976, 'crest_precision': 0.6428571428571429, 'crest_recall': 0.03982300884955752, 'crest_f1': 0.075}","{'closeness': 0.001534036433365249, 'similarity_metrics': 0.07812978, 'contradiction': 0.0906720906496048, 'evidence_accuracy': 0.10723860589812333, 'evidence_precision': 0.10723860589812333, 'evidence_recall': 1.0, 'evidence_f1': 0.1937046004842615, 'crest_accuracy': 0.5566502463054187, 'crest_precision': 0.5566502463054187, 'crest_recall': 1.0, 'crest_f1': 0.7151898734177216}","{'closeness': 0.849856184084372, 'similarity_metrics': 0.99467796, 'contradiction': 0.023044776171445847, 'evidence_accuracy': 0.5630026809651475, 'evidence_precision': 0.15514018691588785, 'evidence_recall': 0.6916666666666667, 'evidence_f1': 0.2534351145038168, 'crest_accuracy': 0.5123152709359606, 'crest_precision': 0.5786516853932584, 'crest_recall': 0.4557522123893805, 'crest_f1': 0.5099009900990099}"
"{'closeness': 0.002923425122595247, 'similarity_metrics': 0.037654936, 'contradiction': 0.25862041115760803, 'evidence_accuracy': 0.1470311027332705, 'evidence_precision': 0.1470311027332705, 'evidence_recall': 1.0, 'evidence_f1': 0.2563681183237469, 'crest_accuracy': 0.6228571428571429, 'crest_precision': 0.6228571428571429, 'crest_recall': 1.0, 'crest_f1': 0.767605633802817}","{'closeness': 0.002923425122595247, 'similarity_metrics': 0.037654936, 'contradiction': 0.25862041115760803, 'evidence_accuracy': 0.1470311027332705, 'evidence_precision': 0.1470311027332705, 'evidence_recall': 1.0, 'evidence_f1': 0.2563681183237469, 'crest_accuracy': 0.6228571428571429, 'crest_precision': 0.6228571428571429, 'crest_recall': 1.0, 'crest_f1': 0.767605633802817}","{'closeness': 0.002923425122595247, 'similarity_metrics': 0.037654936, 'contradiction': 0.25862041115760803, 'evidence_accuracy': 0.1470311027332705, 'evidence_precision': 0.1470311027332705, 'evidence_recall': 1.0, 'evidence_f1': 0.2563681183237469, 'crest_accuracy': 0.6228571428571429, 'crest_precision': 0.6228571428571429, 'crest_recall': 1.0, 'crest_f1': 0.767605633802817}","{'closeness': 0.24471897397208597, 'similarity_metrics': 0.45974833, 'contradiction': 0.1630113273859024, 'evidence_accuracy': 0.1470311027332705, 'evidence_precision': 0.1470311027332705, 'evidence_recall': 1.0, 'evidence_f1': 0.2563681183237469, 'crest_accuracy': 0.6228571428571429, 'crest_precision': 0.6228571428571429, 'crest_recall': 1.0, 'crest_f1': 0.767605633802817}","{'closeness': 0.0007544322897019562, 'similarity_metrics': 0.039354295, 'contradiction': 0.49823468923568726, 'evidence_accuracy': 0.1470311027332705, 'evidence_precision': 0.1470311027332705, 'evidence_recall': 1.0, 'evidence_f1': 0.2563681183237469, 'crest_accuracy': 0.6228571428571429, 'crest_precision': 0.6228571428571429, 'crest_recall': 1.0, 'crest_f1': 0.767605633802817}","{'closeness': 0.002923425122595247, 'similarity_metrics': 0.037654936, 'contradiction': 0.25862041115760803, 'evidence_accuracy': 0.1470311027332705, 'evidence_precision': 0.1470311027332705, 'evidence_recall': 1.0, 'evidence_f1': 0.2563681183237469, 'crest_accuracy': 0.6228571428571429, 'crest_precision': 0.6228571428571429, 'crest_recall': 1.0, 'crest_f1': 0.767605633802817}"
"{'closeness': 0.013047138047138085, 'similarity_metrics': 0.07686942, 'contradiction': 0.3283992111682892, 'evidence_accuracy': 0.22317596566523606, 'evidence_precision': 0.22317596566523606, 'evidence_recall': 1.0, 'evidence_f1': 0.3649122807017544, 'crest_accuracy': 0.6016949152542372, 'crest_precision': 0.6016949152542372, 'crest_recall': 1.0, 'crest_f1': 0.7513227513227513}","{'closeness': 0.013047138047138085, 'similarity_metrics': 0.07686942, 'contradiction': 0.3283992111682892, 'evidence_accuracy': 0.22317596566523606, 'evidence_precision': 0.22317596566523606, 'evidence_recall': 1.0, 'evidence_f1': 0.3649122807017544, 'crest_accuracy': 0.6016949152542372, 'crest_precision': 0.6016949152542372, 'crest_recall': 1.0, 'crest_f1': 0.7513227513227513}","{'closeness': 0.013047138047138085, 'similarity_metrics': 0.07686942, 'contradiction': 0.3283992111682892, 'evidence_accuracy': 0.22317596566523606, 'evidence_precision': 0.22317596566523606, 'evidence_recall': 1.0, 'evidence_f1': 0.3649122807017544, 'crest_accuracy': 0.6016949152542372, 'crest_precision': 0.6016949152542372, 'crest_recall': 1.0, 'crest_f1': 0.7513227513227513}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.05848783254623413, 'evidence_accuracy': 0.776824034334764, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3983050847457627, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 0.9929186, 'contradiction': 0.15013855695724487, 'evidence_accuracy': 0.7746781115879828, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4011299435028249, 'crest_precision': 1.0, 'crest_recall': 0.004694835680751174, 'crest_f1': 0.009345794392523364}","{'closeness': 0.013047138047138085, 'similarity_metrics': 0.07686942, 'contradiction': 0.3283992111682892, 'evidence_accuracy': 0.22317596566523606, 'evidence_precision': 0.22317596566523606, 'evidence_recall': 1.0, 'evidence_f1': 0.3649122807017544, 'crest_accuracy': 0.6016949152542372, 'crest_precision': 0.6016949152542372, 'crest_recall': 1.0, 'crest_f1': 0.7513227513227513}"
"{'closeness': 0.904655417767839, 'similarity_metrics': 0.96894765, 'contradiction': 0.05993206799030304, 'evidence_accuracy': 0.8859737638748738, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3872832369942196, 'crest_precision': 0.5, 'crest_recall': 0.0047169811320754715, 'crest_f1': 0.009345794392523364}","{'closeness': 0.9377922341939419, 'similarity_metrics': 0.96516275, 'contradiction': 0.038721635937690735, 'evidence_accuracy': 0.562058526740666, 'evidence_precision': 0.009280742459396751, 'evidence_recall': 0.36363636363636365, 'evidence_f1': 0.018099547511312215, 'crest_accuracy': 0.2947976878612717, 'crest_precision': 0.4175257731958763, 'crest_recall': 0.38207547169811323, 'crest_f1': 0.39901477832512317}","{'closeness': 0.904655417767839, 'similarity_metrics': 0.96894765, 'contradiction': 0.05993206799030304, 'evidence_accuracy': 0.8859737638748738, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3872832369942196, 'crest_precision': 0.5, 'crest_recall': 0.0047169811320754715, 'crest_f1': 0.009345794392523364}","{'closeness': 0.997357186420004, 'similarity_metrics': 1.0000001, 'contradiction': 0.01844298653304577, 'evidence_accuracy': 0.9646821392532795, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3786127167630058, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9997967066476926, 'similarity_metrics': 0.9995699, 'contradiction': 0.05321422591805458, 'evidence_accuracy': 0.987891019172553, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3815028901734104, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9300670868062615, 'similarity_metrics': 0.9590229, 'contradiction': 0.10049596428871155, 'evidence_accuracy': 0.544904137235116, 'evidence_precision': 0.008928571428571428, 'evidence_recall': 0.36363636363636365, 'evidence_f1': 0.017429193899782133, 'crest_accuracy': 0.2774566473988439, 'crest_precision': 0.4194915254237288, 'crest_recall': 0.4669811320754717, 'crest_f1': 0.4419642857142857}"
"{'closeness': 0.9993157714676703, 'similarity_metrics': 0.9932764, 'contradiction': 0.09829334914684296, 'evidence_accuracy': 0.918918918918919, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.43386243386243384, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.010605542251111877, 'similarity_metrics': 0.07043833, 'contradiction': 0.25125566124916077, 'evidence_accuracy': 0.07631160572337042, 'evidence_precision': 0.07631160572337042, 'evidence_recall': 1.0, 'evidence_f1': 0.14180206794682423, 'crest_accuracy': 0.5634920634920635, 'crest_precision': 0.5634920634920635, 'crest_recall': 1.0, 'crest_f1': 0.7208121827411168}","{'closeness': 0.9394457748888129, 'similarity_metrics': 0.9932764, 'contradiction': 0.09829334914684296, 'evidence_accuracy': 0.8585055643879174, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.43386243386243384, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 0.99999994, 'contradiction': 0.0982004776597023, 'evidence_accuracy': 0.9236883942766295, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4365079365079365, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9011289770783442, 'similarity_metrics': 0.99616593, 'contradiction': 0.9729884266853333, 'evidence_accuracy': 0.8267090620031796, 'evidence_precision': 0.057971014492753624, 'evidence_recall': 0.08333333333333333, 'evidence_f1': 0.06837606837606838, 'crest_accuracy': 0.4444444444444444, 'crest_precision': 0.5909090909090909, 'crest_recall': 0.06074766355140187, 'crest_f1': 0.11016949152542373}","{'closeness': 0.9993157714676703, 'similarity_metrics': 0.9932764, 'contradiction': 0.09829334914684296, 'evidence_accuracy': 0.918918918918919, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.43386243386243384, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.9977079240340537, 'similarity_metrics': 0.9968673, 'contradiction': 0.043593697249889374, 'evidence_accuracy': 0.7239263803680982, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.40793201133144474, 'crest_precision': 0.6, 'crest_recall': 0.014285714285714285, 'crest_f1': 0.027906976744186046}","{'closeness': 0.9551407989521938, 'similarity_metrics': 0.9873084, 'contradiction': 0.04932140186429024, 'evidence_accuracy': 0.6273006134969326, 'evidence_precision': 0.16, 'evidence_recall': 0.09142857142857143, 'evidence_f1': 0.11636363636363635, 'crest_accuracy': 0.34277620396600567, 'crest_precision': 0.4, 'crest_recall': 0.20952380952380953, 'crest_f1': 0.275}","{'closeness': 0.9934512115258677, 'similarity_metrics': 0.997106, 'contradiction': 0.0642627701163292, 'evidence_accuracy': 0.7193251533742331, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.41359773371104813, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.02857142857142857, 'crest_f1': 0.0547945205479452}","{'closeness': 0.9548133595284872, 'similarity_metrics': 0.9986593, 'contradiction': 0.9057637453079224, 'evidence_accuracy': 0.7070552147239264, 'evidence_precision': 0.3787878787878788, 'evidence_recall': 0.14285714285714285, 'evidence_f1': 0.20746887966804978, 'crest_accuracy': 0.3597733711048159, 'crest_precision': 0.34, 'crest_recall': 0.08095238095238096, 'crest_f1': 0.13076923076923078}","{'closeness': 0.9652914210870989, 'similarity_metrics': 0.9983734, 'contradiction': 0.02274235524237156, 'evidence_accuracy': 0.6319018404907976, 'evidence_precision': 0.18446601941747573, 'evidence_recall': 0.10857142857142857, 'evidence_f1': 0.1366906474820144, 'crest_accuracy': 0.31444759206798867, 'crest_precision': 0.34615384615384615, 'crest_recall': 0.17142857142857143, 'crest_f1': 0.22929936305732485}","{'closeness': 0.9967256057629339, 'similarity_metrics': 0.9950961, 'contradiction': 0.06089021638035774, 'evidence_accuracy': 0.7239263803680982, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.40793201133144474, 'crest_precision': 0.6, 'crest_recall': 0.014285714285714285, 'crest_f1': 0.027906976744186046}"
"{'closeness': 0.00884450784593438, 'similarity_metrics': 0.030744744, 'contradiction': 0.3891148269176483, 'evidence_accuracy': 0.11004126547455295, 'evidence_precision': 0.11004126547455295, 'evidence_recall': 1.0, 'evidence_f1': 0.1982651796778191, 'crest_accuracy': 0.6061452513966481, 'crest_precision': 0.6061452513966481, 'crest_recall': 1.0, 'crest_f1': 0.7547826086956522}","{'closeness': 0.00884450784593438, 'similarity_metrics': 0.030744744, 'contradiction': 0.3891148269176483, 'evidence_accuracy': 0.11004126547455295, 'evidence_precision': 0.11004126547455295, 'evidence_recall': 1.0, 'evidence_f1': 0.1982651796778191, 'crest_accuracy': 0.6061452513966481, 'crest_precision': 0.6061452513966481, 'crest_recall': 1.0, 'crest_f1': 0.7547826086956522}","{'closeness': 0.00884450784593438, 'similarity_metrics': 0.030744744, 'contradiction': 0.3891148269176483, 'evidence_accuracy': 0.11004126547455295, 'evidence_precision': 0.11004126547455295, 'evidence_recall': 1.0, 'evidence_f1': 0.1982651796778191, 'crest_accuracy': 0.6061452513966481, 'crest_precision': 0.6061452513966481, 'crest_recall': 1.0, 'crest_f1': 0.7547826086956522}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.05764492228627205, 'evidence_accuracy': 0.889958734525447, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.39385474860335196, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9922989161437535, 'similarity_metrics': 0.99947655, 'contradiction': 0.8286188244819641, 'evidence_accuracy': 0.8844566712517193, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.0125, 'evidence_f1': 0.023255813953488372, 'crest_accuracy': 0.39385474860335196, 'crest_precision': 0.5, 'crest_recall': 0.004608294930875576, 'crest_f1': 0.0091324200913242}","{'closeness': 0.00884450784593438, 'similarity_metrics': 0.030744744, 'contradiction': 0.3891148269176483, 'evidence_accuracy': 0.11004126547455295, 'evidence_precision': 0.11004126547455295, 'evidence_recall': 1.0, 'evidence_f1': 0.1982651796778191, 'crest_accuracy': 0.6061452513966481, 'crest_precision': 0.6061452513966481, 'crest_recall': 1.0, 'crest_f1': 0.7547826086956522}"
