e-chain-of-thought,e-persona-human,e-persona-you,baseline,e-implcit-target,e-chat-history
"{'closeness': 0.9092835947435354, 'similarity_metrics': 0.9844723, 'contradiction': 0.9717214703559875, 'evidence_accuracy': 0.8216216216216217, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.5085714285714286, 'crest_precision': 0.925, 'crest_recall': 0.1796116504854369, 'crest_f1': 0.3008130081300813}","{'closeness': 0.3685883849088597, 'similarity_metrics': 0.9391875, 'contradiction': 0.981693685054779, 'evidence_accuracy': 0.24, 'evidence_precision': 0.08507853403141362, 'evidence_recall': 0.9420289855072463, 'evidence_f1': 0.156062424969988, 'crest_accuracy': 0.54, 'crest_precision': 0.5785714285714286, 'crest_recall': 0.7902439024390244, 'crest_f1': 0.6680412371134021}","{'closeness': 0.8567189487070792, 'similarity_metrics': 0.9671785, 'contradiction': 0.9919024109840393, 'evidence_accuracy': 0.5275675675675676, 'evidence_precision': 0.06398104265402843, 'evidence_recall': 0.391304347826087, 'evidence_f1': 0.109979633401222, 'crest_accuracy': 0.5, 'crest_precision': 0.582010582010582, 'crest_recall': 0.5339805825242718, 'crest_f1': 0.5569620253164557}","{'closeness': 0.811360746078847, 'similarity_metrics': 0.9492509, 'contradiction': 0.9914863109588623, 'evidence_accuracy': 0.46054054054054056, 'evidence_precision': 0.05578512396694215, 'evidence_recall': 0.391304347826087, 'evidence_f1': 0.09764918625678119, 'crest_accuracy': 0.5285714285714286, 'crest_precision': 0.593607305936073, 'crest_recall': 0.6310679611650486, 'crest_f1': 0.611764705882353}","{'closeness': 0.758372191606613, 'similarity_metrics': 0.96205765, 'contradiction': 0.9937241673469543, 'evidence_accuracy': 0.44432432432432434, 'evidence_precision': 0.06796116504854369, 'evidence_recall': 0.5072463768115942, 'evidence_f1': 0.11986301369863014, 'crest_accuracy': 0.5028571428571429, 'crest_precision': 0.5816326530612245, 'crest_recall': 0.5533980582524272, 'crest_f1': 0.5671641791044776}","{'closeness': 0.9135226791013141, 'similarity_metrics': 0.97393394, 'contradiction': 0.9944885969161987, 'evidence_accuracy': 0.827027027027027, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.5171428571428571, 'crest_precision': 0.7341772151898734, 'crest_recall': 0.2815533980582524, 'crest_f1': 0.4070175438596491}"
"{'closeness': 0.9825925925925926, 'similarity_metrics': 0.96374524, 'contradiction': 0.9954469799995422, 'evidence_accuracy': 0.6581196581196581, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.04878048780487805, 'evidence_f1': 0.0909090909090909, 'crest_accuracy': 0.4281767955801105, 'crest_precision': 0.9230769230769231, 'crest_recall': 0.05504587155963303, 'crest_f1': 0.1038961038961039}","{'closeness': 0.9985146676568882, 'similarity_metrics': 0.9769889, 'contradiction': 0.9904491305351257, 'evidence_accuracy': 0.6478632478632479, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4005524861878453, 'crest_precision': 1.0, 'crest_recall': 0.0045871559633027525, 'crest_f1': 0.0091324200913242}","{'closeness': 0.9970337411939192, 'similarity_metrics': 0.9792577, 'contradiction': 0.9949473142623901, 'evidence_accuracy': 0.6512820512820513, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.00975609756097561, 'evidence_f1': 0.019230769230769232, 'crest_accuracy': 0.40607734806629836, 'crest_precision': 1.0, 'crest_recall': 0.013761467889908258, 'crest_f1': 0.027149321266968326}","{'closeness': 0.9970337411939192, 'similarity_metrics': 0.9792577, 'contradiction': 0.9949473142623901, 'evidence_accuracy': 0.6512820512820513, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.00975609756097561, 'evidence_f1': 0.019230769230769232, 'crest_accuracy': 0.40607734806629836, 'crest_precision': 1.0, 'crest_recall': 0.013761467889908258, 'crest_f1': 0.027149321266968326}","{'closeness': 0.9723756906077348, 'similarity_metrics': 0.9673357, 'contradiction': 0.9945198893547058, 'evidence_accuracy': 0.6632478632478632, 'evidence_precision': 0.6818181818181818, 'evidence_recall': 0.07317073170731707, 'evidence_f1': 0.13215859030837004, 'crest_accuracy': 0.42265193370165743, 'crest_precision': 0.8, 'crest_recall': 0.05504587155963303, 'crest_f1': 0.10300429184549356}","{'closeness': 0.9253897550111359, 'similarity_metrics': 0.953331, 'contradiction': 0.9954215884208679, 'evidence_accuracy': 0.6649572649572649, 'evidence_precision': 0.6153846153846154, 'evidence_recall': 0.11707317073170732, 'evidence_f1': 0.19672131147540986, 'crest_accuracy': 0.43922651933701656, 'crest_precision': 0.8, 'crest_recall': 0.09174311926605505, 'crest_f1': 0.1646090534979424}"
"{'closeness': 0.995164410058027, 'similarity_metrics': 0.9999999, 'contradiction': 0.014411489479243755, 'evidence_accuracy': 0.8127388535031848, 'evidence_precision': 1.0, 'evidence_recall': 0.045454545454545456, 'evidence_f1': 0.08695652173913045, 'crest_accuracy': 0.37900874635568516, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.971953578336557, 'similarity_metrics': 0.9966677, 'contradiction': 0.17164261639118195, 'evidence_accuracy': 0.7910828025477707, 'evidence_precision': 0.4305555555555556, 'evidence_recall': 0.2012987012987013, 'evidence_f1': 0.2743362831858407, 'crest_accuracy': 0.34402332361516036, 'crest_precision': 0.3968253968253968, 'crest_recall': 0.1179245283018868, 'crest_f1': 0.18181818181818182}","{'closeness': 0.9738878143133463, 'similarity_metrics': 0.99666816, 'contradiction': 0.21010802686214447, 'evidence_accuracy': 0.7949044585987262, 'evidence_precision': 0.4492753623188406, 'evidence_recall': 0.2012987012987013, 'evidence_f1': 0.27802690582959644, 'crest_accuracy': 0.3498542274052478, 'crest_precision': 0.4067796610169492, 'crest_recall': 0.11320754716981132, 'crest_f1': 0.1771217712177122}","{'closeness': 0.9755802707930368, 'similarity_metrics': 0.99666816, 'contradiction': 0.21010802686214447, 'evidence_accuracy': 0.7936305732484077, 'evidence_precision': 0.4411764705882353, 'evidence_recall': 0.19480519480519481, 'evidence_f1': 0.2702702702702703, 'crest_accuracy': 0.3498542274052478, 'crest_precision': 0.4067796610169492, 'crest_recall': 0.11320754716981132, 'crest_f1': 0.1771217712177122}","{'closeness': 0.9852621406136748, 'similarity_metrics': 0.99344975, 'contradiction': 0.7324252724647522, 'evidence_accuracy': 0.821656050955414, 'evidence_precision': 0.9375, 'evidence_recall': 0.09740259740259741, 'evidence_f1': 0.17647058823529413, 'crest_accuracy': 0.37900874635568516, 'crest_precision': 0.46153846153846156, 'crest_recall': 0.02830188679245283, 'crest_f1': 0.05333333333333333}","{'closeness': 0.9942182606600819, 'similarity_metrics': 0.9977391, 'contradiction': 0.26621270179748535, 'evidence_accuracy': 0.8114649681528663, 'evidence_precision': 0.875, 'evidence_recall': 0.045454545454545456, 'evidence_f1': 0.08641975308641976, 'crest_accuracy': 0.3760932944606414, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.9545060658578857, 'similarity_metrics': 0.9758145, 'contradiction': 0.9936419129371643, 'evidence_accuracy': 0.723404255319149, 'evidence_precision': 0.8, 'evidence_recall': 0.13793103448275862, 'evidence_f1': 0.2352941176470588, 'crest_accuracy': 0.43882978723404253, 'crest_precision': 0.9090909090909091, 'crest_recall': 0.08733624454148471, 'crest_f1': 0.1593625498007968}","{'closeness': 0.9283898305084746, 'similarity_metrics': 0.9727871, 'contradiction': 0.994257926940918, 'evidence_accuracy': 0.723404255319149, 'evidence_precision': 0.6744186046511628, 'evidence_recall': 0.2, 'evidence_f1': 0.30851063829787234, 'crest_accuracy': 0.44680851063829785, 'crest_precision': 0.8333333333333334, 'crest_recall': 0.10964912280701754, 'crest_f1': 0.19379844961240308}","{'closeness': 0.9077568134171907, 'similarity_metrics': 0.9692593, 'contradiction': 0.9944005608558655, 'evidence_accuracy': 0.725531914893617, 'evidence_precision': 0.6538461538461539, 'evidence_recall': 0.23448275862068965, 'evidence_f1': 0.34517766497461927, 'crest_accuracy': 0.4574468085106383, 'crest_precision': 0.8, 'crest_recall': 0.14035087719298245, 'crest_f1': 0.23880597014925373}","{'closeness': 0.9290267743306417, 'similarity_metrics': 0.97197485, 'contradiction': 0.994414210319519, 'evidence_accuracy': 0.723404255319149, 'evidence_precision': 0.6744186046511628, 'evidence_recall': 0.2, 'evidence_f1': 0.30851063829787234, 'crest_accuracy': 0.44680851063829785, 'crest_precision': 0.8333333333333334, 'crest_recall': 0.10964912280701754, 'crest_f1': 0.19379844961240308}","{'closeness': 0.8878028049298767, 'similarity_metrics': 0.86963665, 'contradiction': 0.9948678016662598, 'evidence_accuracy': 0.7212765957446808, 'evidence_precision': 0.609375, 'evidence_recall': 0.2689655172413793, 'evidence_f1': 0.37320574162679426, 'crest_accuracy': 0.47606382978723405, 'crest_precision': 0.7962962962962963, 'crest_recall': 0.18777292576419213, 'crest_f1': 0.303886925795053}","{'closeness': 0.9141742522756827, 'similarity_metrics': 0.9762841, 'contradiction': 0.9947893619537354, 'evidence_accuracy': 0.723404255319149, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.20689655172413793, 'evidence_f1': 0.31578947368421056, 'crest_accuracy': 0.45478723404255317, 'crest_precision': 0.8529411764705882, 'crest_recall': 0.12663755458515283, 'crest_f1': 0.22053231939163495}"
"{'closeness': 0.006103563693640512, 'similarity_metrics': 0.13175759, 'contradiction': 0.13963264226913452, 'evidence_accuracy': 0.27835051546391754, 'evidence_precision': 0.27835051546391754, 'evidence_recall': 1.0, 'evidence_f1': 0.435483870967742, 'crest_accuracy': 0.5994236311239193, 'crest_precision': 0.5994236311239193, 'crest_recall': 1.0, 'crest_f1': 0.7495495495495496}","{'closeness': 0.4079543217168734, 'similarity_metrics': 0.99998486, 'contradiction': 0.16880488395690918, 'evidence_accuracy': 0.6485473289597001, 'evidence_precision': 0.4375, 'evidence_recall': 0.9191919191919192, 'evidence_f1': 0.5928338762214984, 'crest_accuracy': 0.4034582132564842, 'crest_precision': 1.0, 'crest_recall': 0.004807692307692308, 'crest_f1': 0.009569377990430623}","{'closeness': 0.40933254577672773, 'similarity_metrics': 0.99998486, 'contradiction': 0.16880488395690918, 'evidence_accuracy': 0.647610121836926, 'evidence_precision': 0.43659711075441415, 'evidence_recall': 0.9158249158249159, 'evidence_f1': 0.591304347826087, 'crest_accuracy': 0.4034582132564842, 'crest_precision': 1.0, 'crest_recall': 0.004807692307692308, 'crest_f1': 0.009569377990430623}","{'closeness': 0.40933254577672773, 'similarity_metrics': 0.99998486, 'contradiction': 0.16880488395690918, 'evidence_accuracy': 0.647610121836926, 'evidence_precision': 0.43659711075441415, 'evidence_recall': 0.9158249158249159, 'evidence_f1': 0.591304347826087, 'crest_accuracy': 0.4034582132564842, 'crest_precision': 1.0, 'crest_recall': 0.004807692307692308, 'crest_f1': 0.009569377990430623}","{'closeness': 0.856270919472337, 'similarity_metrics': 0.9305792, 'contradiction': 0.9834696650505066, 'evidence_accuracy': 0.5004686035613871, 'evidence_precision': 0.27566539923954375, 'evidence_recall': 0.4882154882154882, 'evidence_f1': 0.35236938031591736, 'crest_accuracy': 0.49855907780979825, 'crest_precision': 0.6118421052631579, 'crest_recall': 0.44711538461538464, 'crest_f1': 0.5166666666666666}","{'closeness': 0.006103563693640512, 'similarity_metrics': 0.13175759, 'contradiction': 0.13963264226913452, 'evidence_accuracy': 0.27835051546391754, 'evidence_precision': 0.27835051546391754, 'evidence_recall': 1.0, 'evidence_f1': 0.435483870967742, 'crest_accuracy': 0.5994236311239193, 'crest_precision': 0.5994236311239193, 'crest_recall': 1.0, 'crest_f1': 0.7495495495495496}"
"{'closeness': 0.9978947368421053, 'similarity_metrics': 0.99924827, 'contradiction': 0.24770955741405487, 'evidence_accuracy': 0.7437185929648241, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.006578947368421052, 'evidence_f1': 0.012903225806451613, 'crest_accuracy': 0.4325068870523416, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.00966183574879227, 'crest_f1': 0.019047619047619046}","{'closeness': 0.9442105263157895, 'similarity_metrics': 0.947024, 'contradiction': 0.015092622488737106, 'evidence_accuracy': 0.5561139028475712, 'evidence_precision': 0.26359832635983266, 'evidence_recall': 0.4144736842105263, 'evidence_f1': 0.32225063938618925, 'crest_accuracy': 0.512396694214876, 'crest_precision': 0.6068965517241379, 'crest_recall': 0.4230769230769231, 'crest_f1': 0.4985835694050991}","{'closeness': 0.9442105263157895, 'similarity_metrics': 0.947024, 'contradiction': 0.015092622488737106, 'evidence_accuracy': 0.5561139028475712, 'evidence_precision': 0.26359832635983266, 'evidence_recall': 0.4144736842105263, 'evidence_f1': 0.32225063938618925, 'crest_accuracy': 0.512396694214876, 'crest_precision': 0.6068965517241379, 'crest_recall': 0.4230769230769231, 'crest_f1': 0.4985835694050991}","{'closeness': 0.9442105263157895, 'similarity_metrics': 0.947024, 'contradiction': 0.015092622488737106, 'evidence_accuracy': 0.5561139028475712, 'evidence_precision': 0.26359832635983266, 'evidence_recall': 0.4144736842105263, 'evidence_f1': 0.32225063938618925, 'crest_accuracy': 0.512396694214876, 'crest_precision': 0.6068965517241379, 'crest_recall': 0.4230769230769231, 'crest_f1': 0.4985835694050991}","{'closeness': 0.823859649122807, 'similarity_metrics': 0.97099733, 'contradiction': 0.9908162355422974, 'evidence_accuracy': 0.45896147403685095, 'evidence_precision': 0.21016949152542372, 'evidence_recall': 0.40789473684210525, 'evidence_f1': 0.27740492170022374, 'crest_accuracy': 0.5619834710743802, 'crest_precision': 0.6276595744680851, 'crest_recall': 0.5700483091787439, 'crest_f1': 0.5974683544303798}","{'closeness': 0.7891228070175439, 'similarity_metrics': 0.9737183, 'contradiction': 0.9855499863624573, 'evidence_accuracy': 0.5561139028475712, 'evidence_precision': 0.12582781456953643, 'evidence_recall': 0.125, 'evidence_f1': 0.12541254125412543, 'crest_accuracy': 0.5619834710743802, 'crest_precision': 0.7142857142857143, 'crest_recall': 0.3864734299516908, 'crest_f1': 0.5015673981191222}"
"{'closeness': 0.010264900662251608, 'similarity_metrics': 0.00953907, 'contradiction': 0.11276688426733017, 'evidence_accuracy': 0.47611202635914335, 'evidence_precision': 0.47611202635914335, 'evidence_recall': 1.0, 'evidence_f1': 0.6450892857142857, 'crest_accuracy': 0.6296296296296297, 'crest_precision': 0.6296296296296297, 'crest_recall': 1.0, 'crest_f1': 0.7727272727272727}","{'closeness': 0.8850993377483444, 'similarity_metrics': 0.9898518, 'contradiction': 0.676189661026001, 'evidence_accuracy': 0.6161449752883031, 'evidence_precision': 0.8589743589743589, 'evidence_recall': 0.23183391003460208, 'evidence_f1': 0.3651226158038148, 'crest_accuracy': 0.4045584045584046, 'crest_precision': 1.0, 'crest_recall': 0.05429864253393665, 'crest_f1': 0.10300429184549356}","{'closeness': 0.9129139072847682, 'similarity_metrics': 0.9944502, 'contradiction': 0.22370602190494537, 'evidence_accuracy': 0.5601317957166392, 'evidence_precision': 0.6964285714285714, 'evidence_recall': 0.13494809688581316, 'evidence_f1': 0.22608695652173913, 'crest_accuracy': 0.36182336182336183, 'crest_precision': 0.4482758620689655, 'crest_recall': 0.058823529411764705, 'crest_f1': 0.104}","{'closeness': 0.9228476821192053, 'similarity_metrics': 0.99236465, 'contradiction': 0.0419778898358345, 'evidence_accuracy': 0.5551894563426688, 'evidence_precision': 0.6727272727272727, 'evidence_recall': 0.12802768166089964, 'evidence_f1': 0.21511627906976744, 'crest_accuracy': 0.36182336182336183, 'crest_precision': 0.4482758620689655, 'crest_recall': 0.058823529411764705, 'crest_f1': 0.104}","{'closeness': 0.9198675496688742, 'similarity_metrics': 0.9918115, 'contradiction': 0.05113206431269646, 'evidence_accuracy': 0.5683690280065898, 'evidence_precision': 0.7647058823529411, 'evidence_recall': 0.13494809688581316, 'evidence_f1': 0.22941176470588237, 'crest_accuracy': 0.36752136752136755, 'crest_precision': 0.4782608695652174, 'crest_recall': 0.049773755656108594, 'crest_f1': 0.0901639344262295}","{'closeness': 0.8933774834437086, 'similarity_metrics': 0.9660591, 'contradiction': 0.8959715366363525, 'evidence_accuracy': 0.556836902800659, 'evidence_precision': 0.6515151515151515, 'evidence_recall': 0.14878892733564014, 'evidence_f1': 0.2422535211267606, 'crest_accuracy': 0.3646723646723647, 'crest_precision': 0.46875, 'crest_recall': 0.06787330316742081, 'crest_f1': 0.11857707509881422}"
"{'closeness': 0.9754587155963302, 'similarity_metrics': 0.93781394, 'contradiction': 0.81036776304245, 'evidence_accuracy': 0.8064876957494407, 'evidence_precision': 0.45, 'evidence_recall': 0.05263157894736842, 'evidence_f1': 0.09424083769633508, 'crest_accuracy': 0.4398976982097187, 'crest_precision': 0.5384615384615384, 'crest_recall': 0.031818181818181815, 'crest_f1': 0.06008583690987123}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.011893456801772118, 'evidence_accuracy': 0.8087248322147651, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4373401534526854, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.011893456801772118, 'evidence_accuracy': 0.8087248322147651, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4373401534526854, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.011893456801772118, 'evidence_accuracy': 0.8087248322147651, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4373401534526854, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.997681428240204, 'similarity_metrics': 0.99935466, 'contradiction': 0.1099996492266655, 'evidence_accuracy': 0.8064876957494407, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4398976982097187, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.00909090909090909, 'crest_f1': 0.017937219730941704}","{'closeness': 0.9884526558891455, 'similarity_metrics': 0.9995976, 'contradiction': 0.011893456801772118, 'evidence_accuracy': 0.8087248322147651, 'evidence_precision': 0.5, 'evidence_recall': 0.029239766081871343, 'evidence_f1': 0.05524861878453039, 'crest_accuracy': 0.4322250639386189, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.98, 'similarity_metrics': 0.9988667, 'contradiction': 0.6108336448669434, 'evidence_accuracy': 0.857685009487666, 'evidence_precision': 0.4074074074074074, 'evidence_recall': 0.07586206896551724, 'evidence_f1': 0.12790697674418605, 'crest_accuracy': 0.40804597701149425, 'crest_precision': 1.0, 'crest_recall': 0.01904761904761905, 'crest_f1': 0.03738317757009346}","{'closeness': 0.8168932038834952, 'similarity_metrics': 0.9950804, 'contradiction': 0.969597339630127, 'evidence_accuracy': 0.7618595825426945, 'evidence_precision': 0.24271844660194175, 'evidence_recall': 0.3448275862068966, 'evidence_f1': 0.2849002849002849, 'crest_accuracy': 0.4482758620689655, 'crest_precision': 0.725, 'crest_recall': 0.1380952380952381, 'crest_f1': 0.23199999999999998}","{'closeness': 0.8157281553398058, 'similarity_metrics': 0.99534917, 'contradiction': 0.9750916361808777, 'evidence_accuracy': 0.7618595825426945, 'evidence_precision': 0.24271844660194175, 'evidence_recall': 0.3448275862068966, 'evidence_f1': 0.2849002849002849, 'crest_accuracy': 0.4482758620689655, 'crest_precision': 0.725, 'crest_recall': 0.1380952380952381, 'crest_f1': 0.23199999999999998}","{'closeness': 0.816504854368932, 'similarity_metrics': 0.9945644, 'contradiction': 0.9869943261146545, 'evidence_accuracy': 0.7618595825426945, 'evidence_precision': 0.24271844660194175, 'evidence_recall': 0.3448275862068966, 'evidence_f1': 0.2849002849002849, 'crest_accuracy': 0.4511494252873563, 'crest_precision': 0.8064516129032258, 'crest_recall': 0.11904761904761904, 'crest_f1': 0.20746887966804975}","{'closeness': 0.8120388349514563, 'similarity_metrics': 0.9960138, 'contradiction': 0.9822803139686584, 'evidence_accuracy': 0.7817836812144212, 'evidence_precision': 0.2702702702702703, 'evidence_recall': 0.3448275862068966, 'evidence_f1': 0.30303030303030304, 'crest_accuracy': 0.4396551724137931, 'crest_precision': 0.8, 'crest_recall': 0.09523809523809523, 'crest_f1': 0.1702127659574468}","{'closeness': 0.9598058252427184, 'similarity_metrics': 0.9997422, 'contradiction': 0.05949116870760918, 'evidence_accuracy': 0.8406072106261859, 'evidence_precision': 0.2982456140350877, 'evidence_recall': 0.11724137931034483, 'evidence_f1': 0.1683168316831683, 'crest_accuracy': 0.40804597701149425, 'crest_precision': 0.75, 'crest_recall': 0.02857142857142857, 'crest_f1': 0.05504587155963303}"
"{'closeness': 0.9925719591457753, 'similarity_metrics': 0.99992543, 'contradiction': 0.0033896970562636852, 'evidence_accuracy': 0.7020280811232449, 'evidence_precision': 1.0, 'evidence_recall': 0.030456852791878174, 'evidence_f1': 0.059113300492610835, 'crest_accuracy': 0.3850746268656716, 'crest_precision': 1.0, 'crest_recall': 0.004830917874396135, 'crest_f1': 0.009615384615384614}","{'closeness': 1.0, 'similarity_metrics': 1.0000001, 'contradiction': 0.0022818916477262974, 'evidence_accuracy': 0.6926677067082684, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.382089552238806, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9621234715180436, 'similarity_metrics': 1.0000001, 'contradiction': 0.0022818916477262974, 'evidence_accuracy': 0.6911076443057722, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.382089552238806, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 1.0000001, 'contradiction': 0.0022818916477262974, 'evidence_accuracy': 0.6926677067082684, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.382089552238806, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9643962848297214, 'similarity_metrics': 0.998192, 'contradiction': 0.7169153690338135, 'evidence_accuracy': 0.6770670826833073, 'evidence_precision': 0.2916666666666667, 'evidence_recall': 0.03553299492385787, 'evidence_f1': 0.06334841628959277, 'crest_accuracy': 0.3611940298507463, 'crest_precision': 0.2, 'crest_recall': 0.009615384615384616, 'crest_f1': 0.01834862385321101}","{'closeness': 1.0, 'similarity_metrics': 1.0000001, 'contradiction': 0.0022818916477262974, 'evidence_accuracy': 0.6926677067082684, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.382089552238806, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 1.0, 'similarity_metrics': 1.0000001, 'contradiction': 0.06872092932462692, 'evidence_accuracy': 0.9286675639300135, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3735632183908046, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9852732936845087, 'similarity_metrics': 0.99857104, 'contradiction': 0.722582221031189, 'evidence_accuracy': 0.9111709286675639, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3879310344827586, 'crest_precision': 0.6923076923076923, 'crest_recall': 0.04128440366972477, 'crest_f1': 0.07792207792207793}","{'closeness': 0.9150326797385621, 'similarity_metrics': 0.9924148, 'contradiction': 0.1241987943649292, 'evidence_accuracy': 0.8438761776581427, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3994252873563218, 'crest_precision': 0.5652173913043478, 'crest_recall': 0.17889908256880735, 'crest_f1': 0.27177700348432055}","{'closeness': 0.9914748508098892, 'similarity_metrics': 0.9986422, 'contradiction': 0.06148117035627365, 'evidence_accuracy': 0.9165545087483177, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3764367816091954, 'crest_precision': 0.5555555555555556, 'crest_recall': 0.022935779816513763, 'crest_f1': 0.04405286343612335}","{'closeness': 0.9695936345552714, 'similarity_metrics': 0.9967003, 'contradiction': 0.7517707347869873, 'evidence_accuracy': 0.8909825033647375, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4224137931034483, 'crest_precision': 0.7428571428571429, 'crest_recall': 0.11926605504587157, 'crest_f1': 0.2055335968379447}","{'closeness': 0.9929218573046432, 'similarity_metrics': 0.9991002, 'contradiction': 0.0731477215886116, 'evidence_accuracy': 0.9232839838492598, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3793103448275862, 'crest_precision': 1.0, 'crest_recall': 0.009174311926605505, 'crest_f1': 0.018181818181818184}"
"{'closeness': 0.004512372634643325, 'similarity_metrics': 0.006611139, 'contradiction': 0.23970550298690796, 'evidence_accuracy': 0.19614835948644793, 'evidence_precision': 0.19614835948644793, 'evidence_recall': 1.0, 'evidence_f1': 0.3279666070363745, 'crest_accuracy': 0.5870786516853933, 'crest_precision': 0.5870786516853933, 'crest_recall': 1.0, 'crest_f1': 0.7398230088495577}","{'closeness': 0.6733624454148472, 'similarity_metrics': 0.9937787, 'contradiction': 0.06895290315151215, 'evidence_accuracy': 0.6490727532097005, 'evidence_precision': 0.26865671641791045, 'evidence_recall': 0.4581818181818182, 'evidence_f1': 0.33870967741935487, 'crest_accuracy': 0.4157303370786517, 'crest_precision': 1.0, 'crest_recall': 0.004784688995215311, 'crest_f1': 0.009523809523809525}","{'closeness': 0.6733624454148472, 'similarity_metrics': 0.9937787, 'contradiction': 0.06895290315151215, 'evidence_accuracy': 0.6490727532097005, 'evidence_precision': 0.26865671641791045, 'evidence_recall': 0.4581818181818182, 'evidence_f1': 0.33870967741935487, 'crest_accuracy': 0.4157303370786517, 'crest_precision': 1.0, 'crest_recall': 0.004784688995215311, 'crest_f1': 0.009523809523809525}","{'closeness': 0.6733624454148472, 'similarity_metrics': 0.9937787, 'contradiction': 0.06895290315151215, 'evidence_accuracy': 0.6490727532097005, 'evidence_precision': 0.26865671641791045, 'evidence_recall': 0.4581818181818182, 'evidence_f1': 0.33870967741935487, 'crest_accuracy': 0.4157303370786517, 'crest_precision': 1.0, 'crest_recall': 0.004784688995215311, 'crest_f1': 0.009523809523809525}","{'closeness': 0.6711790393013101, 'similarity_metrics': 0.9771968, 'contradiction': 0.8641704320907593, 'evidence_accuracy': 0.6526390870185449, 'evidence_precision': 0.27350427350427353, 'evidence_recall': 0.46545454545454545, 'evidence_f1': 0.3445491251682369, 'crest_accuracy': 0.41853932584269665, 'crest_precision': 1.0, 'crest_recall': 0.009569377990430622, 'crest_f1': 0.01895734597156398}","{'closeness': 0.0, 'similarity_metrics': 0.03505839, 'contradiction': 0.2069319784641266, 'evidence_accuracy': 0.19614835948644793, 'evidence_precision': 0.19614835948644793, 'evidence_recall': 1.0, 'evidence_f1': 0.3279666070363745, 'crest_accuracy': 0.5870786516853933, 'crest_precision': 0.5870786516853933, 'crest_recall': 1.0, 'crest_f1': 0.7398230088495577}"
