texts,labels,predictions,z,normal_text,word_rationales
▁A ▁child ▁with ▁we t ▁hair ▁is ▁holding ▁ a ▁butterfly ▁decorated ▁beach ▁ball . </s> ▁The ▁child ▁is ▁dry . </s>,0,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A child with wet hair is holding a butterfly decorated beach ball. The child is dry.,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1]"
"▁Two ▁ladies ▁in ▁matching ▁dresses ▁and ▁shoes , ▁both ▁wearing ▁straw ▁ hat s ▁pulled ▁down ▁over ▁their ▁faces , ▁are ▁nap ping ▁on ▁ a ▁bench ▁next ▁to ▁ a ▁rolling ▁suitcase . </s> ▁two ▁ladies ▁jumping ▁for ▁joy </s>",0,0,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","Two ladies in matching dresses and shoes, both wearing straw hats pulled down over their faces, are napping on a bench next to a rolling suitcase. two ladies jumping for joy","[0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]"
"▁Two ▁ladies ▁in ▁matching ▁dresses ▁and ▁shoes , ▁both ▁wearing ▁straw ▁ hat s ▁pulled ▁down ▁over ▁their ▁faces , ▁are ▁nap ping ▁on ▁ a ▁bench ▁next ▁to ▁ a ▁rolling ▁suitcase . </s> ▁two ▁ladies ▁nap ▁on ▁ a ▁bench </s>",1,0,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Two ladies in matching dresses and shoes, both wearing straw hats pulled down over their faces, are napping on a bench next to a rolling suitcase. two ladies nap on a bench","[0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]"
▁Artist ▁on ▁street ▁corner ▁selling ▁his ▁artwork . </s> ▁Someone ▁is ▁ begging ▁for ▁money . </s>,0,0,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",Artist on street corner selling his artwork. Someone is begging for money.,"[0, 0, 1, 1, 0, 0, 0]"
▁Artist ▁on ▁street ▁corner ▁selling ▁his ▁artwork . </s> ▁Someone ▁is ▁selling ▁artwork . </s>,1,0,"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Artist on street corner selling his artwork. Someone is selling artwork.,"[0, 0, 1, 1, 1, 0, 0]"
▁Artist ▁on ▁street ▁corner ▁selling ▁his ▁artwork . </s> ▁Someone ▁is ▁selling ▁paintings . </s>,1,0,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Artist on street corner selling his artwork. Someone is selling paintings.,"[0, 0, 1, 1, 0, 0, 0]"
▁An ▁older ▁ca uca sian ▁couple ▁is ▁having ▁their ▁picture ▁taken ▁by ▁ a ▁stone ▁statue ▁of ▁ a ▁man ▁and ▁woman ▁kiss ing . </s> ▁The ▁young ▁couple ▁are ▁taking ▁pictures ▁of ▁the ▁countryside . </s>,0,0,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",An older caucasian couple is having their picture taken by a stone statue of a man and woman kissing. The young couple are taking pictures of the countryside.,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]"
▁An ▁older ▁ca uca sian ▁couple ▁is ▁having ▁their ▁picture ▁taken ▁by ▁ a ▁stone ▁statue ▁of ▁ a ▁man ▁and ▁woman ▁kiss ing . </s> ▁The ▁couple ▁standing ▁by ▁ a ▁statue ▁are ▁having ▁their ▁picture ▁taken . </s>,1,0,"[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",An older caucasian couple is having their picture taken by a stone statue of a man and woman kissing. The couple standing by a statue are having their picture taken.,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1]"
▁Two ▁children ▁and ▁ a ▁woman ▁climb ▁up ▁the ▁stairs ▁on ▁ a ▁metal ▁electric ▁pole - like ▁structure . </s> ▁A ▁woman ▁and ▁two ▁children ▁climb ▁up ▁the ▁stairs </s>,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Two children and a woman climb up the stairs on a metal electric pole-like structure. A woman and two children climb up the stairs,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
▁A ▁woman ▁is ▁in ▁the ▁middle ▁of ▁hitting ▁ a ▁tennis ▁ball . </s> ▁A ▁woman ▁is ▁sleeping . </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A woman is in the middle of hitting a tennis ball. A woman is sleeping.,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]"
▁A ▁woman ▁is ▁in ▁the ▁middle ▁of ▁hitting ▁ a ▁tennis ▁ball . </s> ▁A ▁woman ▁is ▁playing ▁tennis . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",A woman is in the middle of hitting a tennis ball. A woman is playing tennis.,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]"
▁A ▁person ▁with ▁an ▁orange ▁shove l ▁is ▁shove ling ▁snow . </s> ▁The ▁rain ▁is ▁pour ing ▁in ▁the ▁desert </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",A person with an orange shovel is shoveling snow. The rain is pouring in the desert,"[0, 1, 0, 0, 1, 0, 0, 1, 1]"
▁A ▁person ▁with ▁an ▁orange ▁shove l ▁is ▁shove ling ▁snow . </s> ▁There ▁is ▁snow ▁outside </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]",A person with an orange shovel is shoveling snow. There is snow outside,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
▁Three ▁musicians ▁are ▁playing ▁in ▁ a ▁band . </s> ▁The ▁band ▁is ▁signing ▁autograph s </s>,0,0,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",Three musicians are playing in a band. The band is signing autographs,"[1, 0, 0, 1, 0, 0, 1]"
▁Three ▁musicians ▁are ▁playing ▁in ▁ a ▁band . </s> ▁The ▁band ▁ consists ▁of ▁ a ▁trio ▁of ▁musicians </s>,1,1,"[1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",Three musicians are playing in a band. The band consists of a trio of musicians,"[1, 0, 0, 1, 1, 1, 1]"
▁A ▁group ▁of ▁adults ▁standing ▁up ▁with ▁children ▁in ▁sports ▁attire ▁knee ling ▁on ▁the ▁ground . </s> ▁A ▁woman ▁drinks ▁moon s hin e . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",A group of adults standing up with children in sports attire kneeling on the ground. A woman drinks moonshine.,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]"
▁A ▁group ▁of ▁adults ▁standing ▁up ▁with ▁children ▁in ▁sports ▁attire ▁knee ling ▁on ▁the ▁ground . </s> ▁A ▁group ▁of ▁adults ▁and ▁kids . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",A group of adults standing up with children in sports attire kneeling on the ground. A group of adults and kids.,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1]"
▁A ▁boy ▁in ▁ a ▁gray ▁and ▁yellow ▁jacket ▁is ▁raising ▁his ▁hand ▁in ▁front ▁of ▁others ▁sitting ▁around ▁him . </s> ▁A ▁boy ▁is ▁dancing ▁for ▁his ▁friends . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A boy in a gray and yellow jacket is raising his hand in front of others sitting around him. A boy is dancing for his friends.,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0]"
▁A ▁boy ▁in ▁ a ▁gray ▁and ▁yellow ▁jacket ▁is ▁raising ▁his ▁hand ▁in ▁front ▁of ▁others ▁sitting ▁around ▁him . </s> ▁A ▁boy ▁is ▁wearing ▁ a ▁jacket . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A boy in a gray and yellow jacket is raising his hand in front of others sitting around him. A boy is wearing a jacket.,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0]"
▁A ▁woman ▁in ▁ a ▁red ▁shirt ▁and ▁white ▁skirt ▁playing ▁tennis . </s> ▁A ▁woman ▁is ▁in ▁the ▁shower . </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A woman in a red shirt and white skirt playing tennis. A woman is in the shower.,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1]"
▁A ▁woman ▁in ▁ a ▁red ▁shirt ▁and ▁white ▁skirt ▁playing ▁tennis . </s> ▁A ▁woman ▁is ▁wearing ▁ a ▁shirt . </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A woman in a red shirt and white skirt playing tennis. A woman is wearing a shirt.,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]"
▁People ▁protest ing ▁age ▁discrimin ation ▁in ▁an ▁organized ▁street ▁rally . </s> ▁People ▁are ▁inside ▁watching ▁ t v . </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",People protesting age discrimination in an organized street rally. People are inside watching tv.,"[0, 1, 0, 0, 0, 0, 1, 1, 1]"
▁People ▁protest ing ▁age ▁discrimin ation ▁in ▁an ▁organized ▁street ▁rally . </s> ▁People ▁are ▁rally ing . </s>,1,0,"[0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",People protesting age discrimination in an organized street rally. People are rallying.,"[0, 1, 1, 1, 0, 0, 1, 1, 0]"
▁People ▁protest ing ▁age ▁discrimin ation ▁in ▁an ▁organized ▁street ▁rally . </s> ▁People ▁are ▁standing ▁in ▁ a ▁street . </s>,1,0,"[0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",People protesting age discrimination in an organized street rally. People are standing in a street.,"[0, 1, 1, 1, 0, 0, 1, 0, 1]"
▁A ▁man ▁stands ▁with ▁his ▁arms ▁out ▁inside ▁ a ▁large ▁green ▁piece ▁of ▁equipment . </s> ▁He ▁is ▁making ▁office ▁calls . </s>,0,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",A man stands with his arms out inside a large green piece of equipment. He is making office calls.,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1]"
▁A ▁cow boy ▁is ▁showing ▁off ▁his ▁ mul e ▁next ▁to ▁ a ▁horse ▁haul ing ▁trailer . </s> ▁A ▁man ▁is ▁showing ▁off ▁his ▁prize ▁winning ▁ mul e . </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",A cowboy is showing off his mule next to a horse hauling trailer. A man is showing off his prize winning mule.,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]"
▁Tra y s ▁of ▁freshly - b aked ▁pret zel s ▁are ▁being ▁loaded ▁onto ▁ a ▁delivery ▁truck . </s> ▁Pre t zel s ▁are ▁poison ous . </s>,0,0,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",Trays of freshly-baked pretzels are being loaded onto a delivery truck. Pretzels are poisonous.,"[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1]"
▁Two ▁people ▁using ▁ a ▁water ▁buffalo ▁to ▁cultiv ate ▁ a ▁water y ▁field . </s> ▁Two ▁people ▁are ▁swimming ▁at ▁the ▁gym . </s>,0,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Two people using a water buffalo to cultivate a watery field. Two people are swimming at the gym.,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1]"
▁Two ▁people ▁using ▁ a ▁water ▁buffalo ▁to ▁cultiv ate ▁ a ▁water y ▁field . </s> ▁Two ▁people ▁are ▁outside ▁with ▁animals . </s>,1,1,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",Two people using a water buffalo to cultivate a watery field. Two people are outside with animals.,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1]"
▁Two ▁people ▁using ▁ a ▁water ▁buffalo ▁to ▁cultiv ate ▁ a ▁water y ▁field . </s> ▁A ▁couple ▁is ▁farming ▁with ▁their ▁pet ▁buffalo . </s>,1,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",Two people using a water buffalo to cultivate a watery field. A couple is farming with their pet buffalo.,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]"
▁A ▁group ▁of ▁friends ▁are ▁sitting ▁at ▁ a ▁table ▁while ▁drinking ▁alcohol ▁at ▁their ▁local ▁pub . </s> ▁ a ▁group ▁of ▁friends ▁are ▁sleep . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A group of friends are sitting at a table while drinking alcohol at their local pub. a group of friends are sleep.,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]"
▁A ▁group ▁of ▁friends ▁are ▁sitting ▁at ▁ a ▁table ▁while ▁drinking ▁alcohol ▁at ▁their ▁local ▁pub . </s> ▁ a ▁group ▁of ▁friends ▁are ▁sitting </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",A group of friends are sitting at a table while drinking alcohol at their local pub. a group of friends are sitting,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1]"
▁A ▁group ▁of ▁friends ▁are ▁sitting ▁at ▁ a ▁table ▁while ▁drinking ▁alcohol ▁at ▁their ▁local ▁pub . </s> ▁ a ▁group ▁of ▁friends ▁are ▁at ▁the ▁table </s>,1,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",A group of friends are sitting at a table while drinking alcohol at their local pub. a group of friends are at the table,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]"
▁The ▁fire fight er ▁has ▁ a ▁ hose ▁ready ▁to ▁tackle ▁ a ▁car ▁fire . </s> ▁A ▁fire fight er ▁rescue s ▁ a ▁cat ▁from ▁ a ▁house ▁fire . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",The firefighter has a hose ready to tackle a car fire. A firefighter rescues a cat from a house fire.,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]"
▁The ▁fire fight er ▁has ▁ a ▁ hose ▁ready ▁to ▁tackle ▁ a ▁car ▁fire . </s> ▁A ▁fire fight er ▁is ▁about ▁to ▁put ▁out ▁ a ▁fire . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]",The firefighter has a hose ready to tackle a car fire. A firefighter is about to put out a fire.,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]"
▁A ▁man ▁is ▁social izing ▁with ▁another ▁man ▁in ▁the ▁bar . </s> ▁Two ▁women ▁enjoying ▁happy ▁hour . </s>,0,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",A man is socializing with another man in the bar. Two women enjoying happy hour.,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1]"
▁A ▁man ▁is ▁social izing ▁with ▁another ▁man ▁in ▁the ▁bar . </s> ▁Two ▁men ▁talking ▁in ▁ a ▁bar . </s>,1,1,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A man is socializing with another man in the bar. Two men talking in a bar.,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1]"
▁Two ▁men ▁in ▁conversation ▁while ▁sitting ▁at ▁ a ▁bar . </s> ▁Two ▁men ▁in ▁conversation ▁while ▁sitting ▁on ▁the ▁beach . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]",Two men in conversation while sitting at a bar. Two men in conversation while sitting on the beach.,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
▁Two ▁men ▁in ▁conversation ▁while ▁sitting ▁at ▁ a ▁bar . </s> ▁Two ▁men ▁in ▁conversation . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Two men in conversation while sitting at a bar. Two men in conversation.,"[0, 0, 0, 0, 1, 1, 1, 1, 1]"
▁Two ▁men ▁in ▁conversation ▁while ▁sitting ▁at ▁ a ▁bar . </s> ▁Some ▁people ▁in ▁conversation ▁while ▁sitting ▁at ▁ a ▁bar . </s>,1,1,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Two men in conversation while sitting at a bar. Some people in conversation while sitting at a bar.,"[1, 1, 0, 0, 0, 1, 0, 0, 1]"
▁A ▁man ▁wearing ▁ a ▁white ▁shirt ▁and ▁ a ▁blue ▁jeans ▁reading ▁ a ▁newspaper ▁while ▁standing </s> ▁A ▁man ▁is ▁sitting ▁down ▁reading ▁ a ▁newspaper . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A man wearing a white shirt and a blue jeans reading a newspaper while standing A man is sitting down reading a newspaper.,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
▁A ▁man ▁wearing ▁ a ▁white ▁shirt ▁and ▁ a ▁blue ▁jeans ▁reading ▁ a ▁newspaper ▁while ▁standing </s> ▁A ▁man ▁is ▁reading ▁ a ▁newspaper . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A man wearing a white shirt and a blue jeans reading a newspaper while standing A man is reading a newspaper.,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
▁Two ▁girls ▁playing ▁basketball . </s> ▁The ▁men ▁are ▁playing ▁basketball . </s>,0,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Two girls playing basketball. The men are playing basketball.,"[0, 1, 0, 1]"
▁Two ▁girls ▁playing ▁basketball . </s> ▁Girls ▁are ▁playing ▁basketball . </s>,1,0,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Two girls playing basketball. Girls are playing basketball.,"[1, 0, 0, 1]"
▁A ▁person ▁in ▁orange ▁clothing ▁rest s ▁above ▁ a ▁metro ▁entrance . </s> ▁A ▁person ▁is ▁sitting ▁at ▁ a ▁baseball ▁game . </s>,0,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",A person in orange clothing rests above a metro entrance. A person is sitting at a baseball game.,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 1]"
▁A ▁person ▁in ▁orange ▁clothing ▁rest s ▁above ▁ a ▁metro ▁entrance . </s> ▁Someone ▁is ▁standing ▁near ▁ a ▁metro ▁station . </s>,1,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A person in orange clothing rests above a metro entrance. Someone is standing near a metro station.,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 1]"
