baseline,e-persona-you,e-persona-human,e-implcit-target,e-implcit-target-e-persona-you,e-implcit-target-e-persona-human,TextFoolerJin2019
"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.0, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.5499712), 'contradiction': 0.001759788254275918}",,"{'distance': 0.9047619047619048, 'evidence_accuracy': 0.0, 'evidence_precision': 0.2777777777777778, 'evidence_recall': 1.0, 'evidence_f1': 0.4347826086956522, 'similarity_metrics': np.float32(0.5153245), 'contradiction': 0.9542896747589111}",,,,"{'distance': 0.24137931034482762, 'evidence_accuracy': 0.46153846153846156, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7157526), 'contradiction': 0.0024994767736643553}"
,,,,,,"{'distance': 0.22580645161290325, 'evidence_accuracy': 0.46153846153846156, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9264917), 'contradiction': 0.0038694648537784815}"
,,,"{'distance': 0.030303030303030276, 'evidence_accuracy': 0.8125, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7452774), 'contradiction': 0.9951796531677246}","{'distance': 0.030303030303030276, 'evidence_accuracy': 0.8125, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7452774), 'contradiction': 0.9951796531677246}","{'distance': 0.030303030303030276, 'evidence_accuracy': 0.8125, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7452774), 'contradiction': 0.9951796531677246}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.6875, 'evidence_precision': 0.2, 'evidence_recall': 0.5, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.89193094), 'contradiction': 0.0019836442079395056}"
"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': np.float32(0.40364224), 'contradiction': 0.991640567779541}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': np.float32(0.40364224), 'contradiction': 0.991640567779541}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': np.float32(0.40364224), 'contradiction': 0.991640567779541}",,,,
"{'distance': 0.10344827586206895, 'evidence_accuracy': 0.8666666666666667, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.96506983), 'contradiction': 0.007702588569372892}","{'distance': 0.10344827586206895, 'evidence_accuracy': 0.8666666666666667, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.96506983), 'contradiction': 0.007702588569372892}",,,,,"{'distance': 0.17647058823529416, 'evidence_accuracy': 0.8666666666666667, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.8820984), 'contradiction': 0.0027742900419980288}"
,,,,,,
,,,,"{'distance': 0.03448275862068961, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 1.0, 'evidence_recall': 0.14285714285714285, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.68515766), 'contradiction': 0.9931868314743042}","{'distance': 0.03448275862068961, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 1.0, 'evidence_recall': 0.14285714285714285, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.68515766), 'contradiction': 0.9931868314743042}","{'distance': 0.3125, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.14285714285714285, 'evidence_f1': 0.2, 'similarity_metrics': np.float32(0.81487733), 'contradiction': 0.004250969737768173}"
,,,,,,
,,"{'distance': 0.6666666666666667, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.11487113), 'contradiction': 0.9967285394668579}","{'distance': 0.6666666666666667, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.11487113), 'contradiction': 0.9967285394668579}","{'distance': 0.6666666666666667, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.11487113), 'contradiction': 0.9967285394668579}","{'distance': 0.6666666666666667, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.11487113), 'contradiction': 0.9967285394668579}",
"{'distance': 0.4, 'evidence_accuracy': 0.5, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.715557), 'contradiction': 0.0011191508965566754}","{'distance': 0.4, 'evidence_accuracy': 0.5, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.715557), 'contradiction': 0.0011191508965566754}","{'distance': 0.4, 'evidence_accuracy': 0.5, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.715557), 'contradiction': 0.0011191508965566754}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.63325155), 'contradiction': 0.9961168766021729}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.63325155), 'contradiction': 0.9961168766021729}","{'distance': 0.2857142857142857, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6147718), 'contradiction': 0.9965305924415588}","{'distance': 0.5, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.8613138), 'contradiction': 0.005081490613520145}"
,,,,,,
,,,,,,
,,,,,,
,,,"{'distance': 0.04761904761904767, 'evidence_accuracy': 0.9047619047619048, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.84155047), 'contradiction': 0.9891030788421631}","{'distance': 0.04761904761904767, 'evidence_accuracy': 0.9047619047619048, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.84155047), 'contradiction': 0.9891030788421631}","{'distance': 0.04761904761904767, 'evidence_accuracy': 0.9047619047619048, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.84155047), 'contradiction': 0.9891030788421631}","{'distance': 0.22448979591836737, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.9672943), 'contradiction': 0.0013678489485755563}"
,,,,,,
,,,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8520255), 'contradiction': 0.999332845211029}","{'distance': 0.06666666666666665, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8520255), 'contradiction': 0.999332845211029}","{'distance': 0.06666666666666665, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8520255), 'contradiction': 0.999332845211029}","{'distance': 0.35, 'evidence_accuracy': 0.8666666666666667, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.7424433), 'contradiction': 0.0016266556922346354}"
,,,,,,"{'distance': 0.29729729729729726, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8909638), 'contradiction': 0.011496050283312798}"
"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.78490794), 'contradiction': 0.997232973575592}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.78490794), 'contradiction': 0.997232973575592}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.78490794), 'contradiction': 0.997232973575592}",,,,"{'distance': 0.36363636363636365, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.7034787), 'contradiction': 0.7130553126335144}"
,,,"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.58778006), 'contradiction': 0.99662846326828}","{'distance': 0.052631578947368474, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.58778006), 'contradiction': 0.99662846326828}","{'distance': 0.052631578947368474, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.58778006), 'contradiction': 0.99662846326828}","{'distance': 0.36363636363636365, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.88783526), 'contradiction': 0.0011762941721826792}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.18644067796610164, 'evidence_accuracy': 0.9230769230769231, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.86640215), 'contradiction': 0.0015272999880835414}"
,,,,,,
,,,,,,
,,,"{'distance': 0.7894736842105263, 'evidence_accuracy': 0.25, 'evidence_precision': 0.1, 'evidence_recall': 1.0, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': np.float32(0.0036012642), 'contradiction': 0.9974729418754578}",,,
,,,,,,"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.8987728), 'contradiction': 0.0016067030373960733}"
,,,,,,"{'distance': 0.2592592592592593, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6080292), 'contradiction': 0.0018729811999946833}"
,,,"{'distance': 0.040000000000000036, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.6240436), 'contradiction': 0.9986226558685303}","{'distance': 0.040000000000000036, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.6240436), 'contradiction': 0.9986226558685303}","{'distance': 0.040000000000000036, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.6240436), 'contradiction': 0.9986226558685303}","{'distance': 0.2592592592592593, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8044463), 'contradiction': 0.001191600109450519}"
,,,,,,
"{'distance': 0.3846153846153846, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.8451742), 'contradiction': 0.018069501966238022}",,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.4814814814814815, 'evidence_accuracy': -0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7971457), 'contradiction': 0.15084503591060638}"
,,,,,,
,,,,"{'distance': 0.125, 'evidence_accuracy': 0.5294117647058824, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9557207), 'contradiction': 0.0013124840334057808}","{'distance': 0.16129032258064513, 'evidence_accuracy': 0.5882352941176471, 'evidence_precision': 0.25, 'evidence_recall': 0.2, 'evidence_f1': 0.22222222222222224, 'similarity_metrics': np.float32(0.95172405), 'contradiction': 0.001348026329651475}","{'distance': 0.2682926829268293, 'evidence_accuracy': 0.7058823529411765, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.922206), 'contradiction': 0.01839333400130272}"
,"{'distance': 0.1578947368421053, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9848521), 'contradiction': 0.0011478951200842857}",,,,,
"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.94575566), 'contradiction': 0.0008867820724844933}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.94575566), 'contradiction': 0.0008867820724844933}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.94575566), 'contradiction': 0.0008867820724844933}","{'distance': 0.1333333333333333, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.98283833), 'contradiction': 0.004022015258669853}","{'distance': 0.1333333333333333, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.98283833), 'contradiction': 0.004022015258669853}","{'distance': 0.1333333333333333, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.98283833), 'contradiction': 0.004022015258669853}","{'distance': 0.35, 'evidence_accuracy': 0.8666666666666667, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.71714497), 'contradiction': 0.00138460926245898}"
,,,"{'distance': 0.31034482758620685, 'evidence_accuracy': 0.8, 'evidence_precision': 0.4, 'evidence_recall': 1.0, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.5906681), 'contradiction': 0.9977057576179504}","{'distance': 0.31034482758620685, 'evidence_accuracy': 0.8, 'evidence_precision': 0.4, 'evidence_recall': 1.0, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.5906681), 'contradiction': 0.9977057576179504}","{'distance': 0.31034482758620685, 'evidence_accuracy': 0.8, 'evidence_precision': 0.4, 'evidence_recall': 1.0, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.5906681), 'contradiction': 0.9977057576179504}","{'distance': 0.23529411764705888, 'evidence_accuracy': 0.8666666666666667, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.83859795), 'contradiction': 0.2238832414150238}"
"{'distance': 0.6, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.19403464), 'contradiction': 0.9974319338798523}",,,,,,
,,,"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.5556952), 'contradiction': 0.9987878203392029}","{'distance': 0.052631578947368474, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.5556952), 'contradiction': 0.9987878203392029}","{'distance': 0.052631578947368474, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.5556952), 'contradiction': 0.9987878203392029}","{'distance': 0.36363636363636365, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8522285), 'contradiction': 0.0018162467749789357}"
,,,,,,
,,,,,,
,,,,,,
,,,"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.6250919), 'contradiction': 0.9985116124153137}","{'distance': 0.2857142857142857, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.6250919), 'contradiction': 0.9985116124153137}",,"{'distance': 0.5555555555555556, 'evidence_accuracy': 0.5, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.8591511), 'contradiction': 0.002934008603915572}"
,,,,,,"{'distance': 0.5555555555555556, 'evidence_accuracy': 0.14285714285714285, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.45270622), 'contradiction': 0.9733600616455078}"
,,,"{'distance': 0.125, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.5657438), 'contradiction': 0.998065173625946}","{'distance': 0.125, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.5657438), 'contradiction': 0.998065173625946}","{'distance': 0.8461538461538461, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.594701), 'contradiction': 0.9975950121879578}","{'distance': 0.4736842105263158, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.8654345), 'contradiction': 0.0027253793086856604}"
,,,,,,"{'distance': 0.2941176470588235, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.923156), 'contradiction': 0.0017966876039281487}"
,,,,,,
"{'distance': 0.1351351351351351, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.954027), 'contradiction': 0.0023832188453525305}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.978089), 'contradiction': 0.0022056952584534883}","{'distance': 0.1351351351351351, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.954027), 'contradiction': 0.0023832188453525305}",,,,"{'distance': 0.28205128205128205, 'evidence_accuracy': 0.35294117647058826, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.87533), 'contradiction': 0.002316610189154744}"
,,,"{'distance': 0.040000000000000036, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.7215102), 'contradiction': 0.9980288147926331}","{'distance': 0.040000000000000036, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.7215102), 'contradiction': 0.9980288147926331}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.6552604), 'contradiction': 0.998284637928009}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7100241), 'contradiction': 0.0029474031180143356}"
,,,"{'distance': 0.040000000000000036, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7215102), 'contradiction': 0.9980288147926331}","{'distance': 0.040000000000000036, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7215102), 'contradiction': 0.9980288147926331}","{'distance': 0.040000000000000036, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7215102), 'contradiction': 0.9980288147926331}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.9257816), 'contradiction': 0.002213445259258151}"
,,,,,,
"{'distance': 0.1282051282051282, 'evidence_accuracy': 0.95, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.9679672), 'contradiction': 0.001825208542868495}","{'distance': 0.17948717948717952, 'evidence_accuracy': 0.8, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.9264792), 'contradiction': 0.008758722804486752}","{'distance': 0.26315789473684215, 'evidence_accuracy': 0.8, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.9140649), 'contradiction': 0.00547332176938653}","{'distance': 0.024390243902439046, 'evidence_accuracy': 0.95, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.758417), 'contradiction': 0.997171938419342}","{'distance': 0.024390243902439046, 'evidence_accuracy': 0.95, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.758417), 'contradiction': 0.997171938419342}","{'distance': 0.024390243902439046, 'evidence_accuracy': 0.95, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.758417), 'contradiction': 0.997171938419342}","{'distance': 0.26530612244897955, 'evidence_accuracy': 0.35, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.85785156), 'contradiction': 0.949310302734375}"
,,,,,,"{'distance': 0.4782608695652174, 'evidence_accuracy': 0.3, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.5, 'evidence_f1': 0.36363636363636365, 'similarity_metrics': np.float32(0.55279136), 'contradiction': 0.7600335478782654}"
,,,"{'distance': 0.04761904761904767, 'evidence_accuracy': 0.9, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.6686801), 'contradiction': 0.9937158226966858}","{'distance': 0.04761904761904767, 'evidence_accuracy': 0.9, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.6686801), 'contradiction': 0.9937158226966858}","{'distance': 0.04761904761904767, 'evidence_accuracy': 0.9, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.6686801), 'contradiction': 0.9937158226966858}","{'distance': 0.21739130434782605, 'evidence_accuracy': 0.4, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.81102914), 'contradiction': 0.009117192588746548}"
"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.85383594), 'contradiction': 0.0030314866453409195}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.85383594), 'contradiction': 0.0030314866453409195}",,,,,"{'distance': 0.375, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.63932675), 'contradiction': 0.9808992147445679}"
,,,"{'distance': 0.125, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.58786225), 'contradiction': 0.9980218410491943}","{'distance': 0.125, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.58786225), 'contradiction': 0.9980218410491943}",,"{'distance': 0.4736842105263158, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.9239512), 'contradiction': 0.0032968088053166866}"
,,,,,,
