e-implcit-target-e-persona-human,e-implcit-target-e-persona-you,baseline,e-persona-you,e-implcit-target,e-persona-human,TextFoolerJin2019
,,,,,,"{'distance': 0.4285714285714286, 'evidence_accuracy': 0.14285714285714285, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.4623235, 'contradiction': 0.9507743716239929}"
,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8418325, 'contradiction': 0.9798980355262756}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8418325, 'contradiction': 0.9798980355262756}",,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8418325, 'contradiction': 0.9798980355262756}","{'distance': 0.2857142857142857, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7948426, 'contradiction': 0.49596476554870605}"
,,,,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.68854815, 'contradiction': 0.008385255932807922}"
,,,,,,
,,,,,,"{'distance': 0.23529411764705888, 'evidence_accuracy': 0.5882352941176471, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8962478, 'contradiction': 0.0765245258808136}"
"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80700386, 'contradiction': 0.9666895270347595}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80700386, 'contradiction': 0.9666895270347595}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80700386, 'contradiction': 0.9666895270347595}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.84187573, 'contradiction': 0.0015363009879365563}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80700386, 'contradiction': 0.9666895270347595}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80700386, 'contradiction': 0.9666895270347595}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9256702, 'contradiction': 0.013130031526088715}"
"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80700386, 'contradiction': 0.9666895270347595}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80700386, 'contradiction': 0.9666895270347595}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80700386, 'contradiction': 0.9666895270347595}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80700386, 'contradiction': 0.9666895270347595}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80700386, 'contradiction': 0.9666895270347595}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80700386, 'contradiction': 0.9666895270347595}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9593682, 'contradiction': 0.003368002362549305}"
,,,,,,
"{'distance': 0.024390243902439046, 'evidence_accuracy': 0.95, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.75841695, 'contradiction': 0.997171938419342}","{'distance': 0.024390243902439046, 'evidence_accuracy': 0.95, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.75841695, 'contradiction': 0.997171938419342}",,"{'distance': 0.07317073170731703, 'evidence_accuracy': 0.95, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.9461156, 'contradiction': 0.3032935559749603}","{'distance': 0.024390243902439046, 'evidence_accuracy': 0.95, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.75841695, 'contradiction': 0.997171938419342}","{'distance': 0.07317073170731703, 'evidence_accuracy': 0.95, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.9461156, 'contradiction': 0.3032935559749603}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.85, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.8690598, 'contradiction': 0.9594702124595642}"
,,,,,,"{'distance': 0.4, 'evidence_accuracy': 0.6, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.6812571, 'contradiction': 0.9537904262542725}"
"{'distance': 0.04761904761904767, 'evidence_accuracy': 0.9, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.66868, 'contradiction': 0.9937158226966858}","{'distance': 0.04761904761904767, 'evidence_accuracy': 0.9, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.66868, 'contradiction': 0.9937158226966858}",,"{'distance': 0.2727272727272727, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.6138172, 'contradiction': 0.9904540777206421}","{'distance': 0.04761904761904767, 'evidence_accuracy': 0.9, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.66868, 'contradiction': 0.9937158226966858}","{'distance': 0.2727272727272727, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.6138172, 'contradiction': 0.9904540777206421}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.8, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.7865937, 'contradiction': 0.9944975972175598}"
,,,,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.74734634, 'contradiction': 0.9767702221870422}"
"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.8287782, 'contradiction': 0.992392897605896}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.8287782, 'contradiction': 0.992392897605896}","{'distance': 0.375, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.95517594, 'contradiction': 0.7164597511291504}",,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.8287782, 'contradiction': 0.992392897605896}",,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.92021704, 'contradiction': 0.0188282560557127}"
,,,,,,
,,,,,,"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.7058823529411765, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.9105868, 'contradiction': 0.0009158823522739112}"
,,,,,,"{'distance': 0.3529411764705882, 'evidence_accuracy': 0.7058823529411765, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 1.0, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': 0.6610373, 'contradiction': 0.08128286153078079}"
,,,,,,"{'distance': 0.3529411764705882, 'evidence_accuracy': 0.6470588235294118, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.25, 'similarity_metrics': 0.8098744, 'contradiction': 0.0042961775325238705}"
,,,,,,
,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.9099901, 'contradiction': 0.0024444153532385826}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.9099901, 'contradiction': 0.0024444153532385826}",,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.9099901, 'contradiction': 0.0024444153532385826}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.93302774, 'contradiction': 0.019193079322576523}"
,,,,,,"{'distance': 0.4444444444444444, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.4, 'evidence_recall': 1.0, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.7842481, 'contradiction': 0.011629113927483559}"
,,,,,,
,,,,,,
"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.25, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.66979563, 'contradiction': 0.9973679184913635}","{'distance': 0.05882352941176472, 'evidence_accuracy': 0.25, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.66979563, 'contradiction': 0.9973679184913635}","{'distance': 0.125, 'evidence_accuracy': 0.25, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.78673124, 'contradiction': 0.9102763533592224}","{'distance': 0.125, 'evidence_accuracy': 0.25, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.78673124, 'contradiction': 0.9102763533592224}","{'distance': 0.05882352941176472, 'evidence_accuracy': 0.25, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.66979563, 'contradiction': 0.9973679184913635}","{'distance': 0.125, 'evidence_accuracy': 0.25, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.78673124, 'contradiction': 0.9102763533592224}","{'distance': 0.125, 'evidence_accuracy': 0.375, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.87948, 'contradiction': 0.004143168218433857}"
,"{'distance': 0.23809523809523814, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': 0.37354907, 'contradiction': 0.9994969367980957}",,,"{'distance': 0.23809523809523814, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': 0.37354907, 'contradiction': 0.9994969367980957}",,"{'distance': 0.36363636363636365, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.3124558, 'contradiction': 0.9989150762557983}"
"{'distance': 0.04761904761904767, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.99049526, 'contradiction': 0.0016192119801416993}",,,,,,"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7689204, 'contradiction': 0.1887637972831726}"
,,,,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.88576865, 'contradiction': 0.0017434200271964073}"
,,,,,,"{'distance': 0.2142857142857143, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.25, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.8835793, 'contradiction': 0.03985588997602463}"
,,,,,,
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.9861269, 'contradiction': 0.0038892338052392006}"
,,,,,,
,"{'distance': 0.05555555555555558, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.9199213, 'contradiction': 0.00239618681371212}","{'distance': 0.05555555555555558, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.9199213, 'contradiction': 0.00239618681371212}","{'distance': 0.1875, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.8, 'evidence_recall': 0.8, 'evidence_f1': 0.8000000000000002, 'similarity_metrics': 0.7438985, 'contradiction': 0.016384022310376167}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.4, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.87350917, 'contradiction': 0.030002323910593987}","{'distance': 0.1875, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.8, 'evidence_recall': 0.8, 'evidence_f1': 0.8000000000000002, 'similarity_metrics': 0.7438985, 'contradiction': 0.016384022310376167}","{'distance': 0.05555555555555558, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9835318, 'contradiction': 0.0016866495134308934}"
,,,,,,
"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.5333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8968203, 'contradiction': 0.9986248016357422}","{'distance': 0.06666666666666665, 'evidence_accuracy': 0.5333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8968203, 'contradiction': 0.9986248016357422}","{'distance': 0.06666666666666665, 'evidence_accuracy': 0.5333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8968203, 'contradiction': 0.9986248016357422}","{'distance': 0.06666666666666665, 'evidence_accuracy': 0.5333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8968203, 'contradiction': 0.9986248016357422}","{'distance': 0.06666666666666665, 'evidence_accuracy': 0.5333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8968203, 'contradiction': 0.9986248016357422}","{'distance': 0.06666666666666665, 'evidence_accuracy': 0.5333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8968203, 'contradiction': 0.9986248016357422}","{'distance': 0.06666666666666665, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.83632255, 'contradiction': 0.11008356511592865}"
,,,,,,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9824276, 'contradiction': 0.0011171519290655851}"
,,,,,,"{'distance': 0.0625, 'evidence_accuracy': 0.8125, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.9449834, 'contradiction': 0.005545022897422314}"
,,,,,,"{'distance': 0.0625, 'evidence_accuracy': 0.6875, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.97549164, 'contradiction': 0.0029754312708973885}"
,,,,,,
"{'distance': 0.17391304347826086, 'evidence_accuracy': 0.5789473684210527, 'evidence_precision': 1.0, 'evidence_recall': 0.1111111111111111, 'evidence_f1': 0.19999999999999998, 'similarity_metrics': 0.9569087, 'contradiction': 0.0014106044545769691}","{'distance': 0.17391304347826086, 'evidence_accuracy': 0.5789473684210527, 'evidence_precision': 1.0, 'evidence_recall': 0.1111111111111111, 'evidence_f1': 0.19999999999999998, 'similarity_metrics': 0.9569087, 'contradiction': 0.0014106044545769691}",,,,,"{'distance': 0.21052631578947367, 'evidence_accuracy': 0.47368421052631576, 'evidence_precision': 0.4, 'evidence_recall': 0.2222222222222222, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': 0.7312083, 'contradiction': 0.14193041622638702}"
,,,,,,
,"{'distance': 0.04347826086956519, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7034333, 'contradiction': 0.9978989362716675}",,,"{'distance': 0.04347826086956519, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7034333, 'contradiction': 0.9978989362716675}",,"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.93873286, 'contradiction': 0.0035746111534535885}"
,,,,,,
,,,,,,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.9285714285714286, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.8030906, 'contradiction': 0.31027913093566895}"
,,,,,,
"{'distance': 0.7894736842105263, 'evidence_accuracy': 0.36363636363636365, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 1.0, 'evidence_f1': 0.3636363636363636, 'similarity_metrics': 0.19812153, 'contradiction': 0.9355536103248596}","{'distance': 0.7894736842105263, 'evidence_accuracy': 0.36363636363636365, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 1.0, 'evidence_f1': 0.3636363636363636, 'similarity_metrics': 0.19812153, 'contradiction': 0.9355536103248596}",,,"{'distance': 0.7894736842105263, 'evidence_accuracy': 0.36363636363636365, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 1.0, 'evidence_f1': 0.3636363636363636, 'similarity_metrics': 0.19812153, 'contradiction': 0.9355536103248596}",,
,,,,,,"{'distance': 0.18181818181818177, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.828856, 'contradiction': 0.0015255092876031995}"
,,,,,,
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.9215095, 'contradiction': 0.004433044232428074}"
,,,,,,
,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.5991225, 'contradiction': 0.9993407130241394}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.5991225, 'contradiction': 0.9993407130241394}",,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.5991225, 'contradiction': 0.9993407130241394}","{'distance': 0.09090909090909094, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.98385936, 'contradiction': 0.0068399664014577866}"
"{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.742244, 'contradiction': 0.9990153312683105}","{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.742244, 'contradiction': 0.9990153312683105}","{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.742244, 'contradiction': 0.9990153312683105}","{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.742244, 'contradiction': 0.9990153312683105}","{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.742244, 'contradiction': 0.9990153312683105}","{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.742244, 'contradiction': 0.9990153312683105}",
"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.7577921, 'contradiction': 0.9991449117660522}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.7577921, 'contradiction': 0.9991449117660522}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.8247134, 'contradiction': 0.025883924216032028}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.8810388, 'contradiction': 0.017553217709064484}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.7577921, 'contradiction': 0.9991449117660522}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.8810388, 'contradiction': 0.017553217709064484}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.49993855, 'contradiction': 0.004743827972561121}"
,,,,,,
"{'distance': 0.04347826086956519, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.5679735, 'contradiction': 0.9978639483451843}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.88171875, 'contradiction': 0.9760442972183228}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9026675, 'contradiction': 0.9992332458496094}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9026675, 'contradiction': 0.9992332458496094}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.88171875, 'contradiction': 0.9760442972183228}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9026675, 'contradiction': 0.9992332458496094}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.8881675, 'contradiction': 0.005314855370670557}"
,,,,,,
,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.96724284, 'contradiction': 0.9849027991294861}",,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.96724284, 'contradiction': 0.9849027991294861}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': 0.8806513, 'contradiction': 0.0012837368994951248}"
,,,,,,
