baseline,e-implcit-target-e-persona-human,e-persona-you,e-implcit-target-e-persona-you,e-implcit-target,e-persona-human,TextFoolerJin2019
,,,,,,
,,,,,,"{'distance': 0.3548387096774194, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.6164554), 'contradiction': 0.0026643003802746534}"
,,,,,,
"{'distance': 0.5555555555555556, 'evidence_accuracy': 0.5, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.92141885), 'contradiction': 0.001425000256858766}","{'distance': 0.8333333333333334, 'evidence_accuracy': 0.75, 'evidence_precision': 0.75, 'evidence_recall': 1.0, 'evidence_f1': 0.8571428571428571, 'similarity_metrics': np.float32(0.48963827), 'contradiction': 0.5544272661209106}","{'distance': 0.5555555555555556, 'evidence_accuracy': 0.5, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.92141885), 'contradiction': 0.001425000256858766}",,,"{'distance': 0.5555555555555556, 'evidence_accuracy': 0.5, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.92141885), 'contradiction': 0.001425000256858766}","{'distance': 0.6842105263157895, 'evidence_accuracy': 0.5, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.58378166), 'contradiction': 0.05450393259525299}"
,,,,,,"{'distance': 0.5294117647058824, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 0.4, 'evidence_recall': 1.0, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.45617473), 'contradiction': 0.9522338509559631}"
,,,,,,"{'distance': 0.5294117647058824, 'evidence_accuracy': 0.6923076923076923, 'evidence_precision': 0.5, 'evidence_recall': 0.75, 'evidence_f1': 0.6, 'similarity_metrics': np.float32(0.6501171), 'contradiction': 0.27058762311935425}"
,,,,,,
,,,,,,"{'distance': 0.4782608695652174, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.7672392), 'contradiction': 0.0046331253834068775}"
,"{'distance': 0.7777777777777778, 'evidence_accuracy': 0.4166666666666667, 'evidence_precision': 0.3, 'evidence_recall': 1.0, 'evidence_f1': 0.4615384615384615, 'similarity_metrics': np.float32(0.09085186), 'contradiction': 0.9903046488761902}",,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6342226), 'contradiction': 0.0017902388935908675}"
,,,,,,"{'distance': 0.5, 'evidence_accuracy': 0.4166666666666667, 'evidence_precision': 0.25, 'evidence_recall': 0.2, 'evidence_f1': 0.22222222222222224, 'similarity_metrics': np.float32(0.7116331), 'contradiction': 0.010095580480992794}"
"{'distance': 0.21739130434782605, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9140575), 'contradiction': 0.0004479103081393987}",,"{'distance': 0.21739130434782605, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9140575), 'contradiction': 0.0004479103081393987}","{'distance': 0.13043478260869568, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.76432025), 'contradiction': 0.9937538504600525}","{'distance': 0.21739130434782605, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.66719365), 'contradiction': 0.9938070178031921}","{'distance': 0.21739130434782605, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9140575), 'contradiction': 0.0004479103081393987}","{'distance': 0.2592592592592593, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.5452528), 'contradiction': 0.0010428160894662142}"
,,,,"{'distance': 0.21739130434782605, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6863098), 'contradiction': 0.9986263513565063}",,"{'distance': 0.2592592592592593, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8310472), 'contradiction': 0.6049504280090332}"
,,,,,,
,,,,,,"{'distance': 0.30434782608695654, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.88170433), 'contradiction': 0.009788391180336475}"
,,,,,,
,,,,,,"{'distance': 0.2571428571428571, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8583586), 'contradiction': 0.0020388844422996044}"
,,,,,,
"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.98692), 'contradiction': 0.004004842136055231}",,,,,,"{'distance': 0.21739130434782605, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.8035144), 'contradiction': 0.005706259980797768}"
,,,,,,"{'distance': 0.7, 'evidence_accuracy': 0.4375, 'evidence_precision': 0.1, 'evidence_recall': 1.0, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': np.float32(0.3921591), 'contradiction': 0.5976288914680481}"
,,,,,,"{'distance': 0.25, 'evidence_accuracy': 0.25, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9225316), 'contradiction': 0.001238522701896727}"
,,,,,,
,"{'distance': 0.25, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.6357636), 'contradiction': 0.9981948733329773}",,,,,"{'distance': 0.4285714285714286, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.7418437), 'contradiction': 0.9883823990821838}"
,,,,,,
,,,,,,"{'distance': 0.40740740740740744, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.8697306), 'contradiction': 0.0016641271067783237}"
,,,,,,
,,,,,,"{'distance': 0.375, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.56651986), 'contradiction': 0.013406225480139256}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.2941176470588235, 'evidence_accuracy': 0.7727272727272727, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.54730797), 'contradiction': 0.0018135238206014037}"
,,,,,,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.91968954), 'contradiction': 0.001180773600935936}"
,,,,,,"{'distance': 0.42307692307692313, 'evidence_accuracy': 0.55, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6079557), 'contradiction': 0.4949362874031067}"
,,,,,,"{'distance': 0.24444444444444446, 'evidence_accuracy': 0.85, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.7937809), 'contradiction': 0.8075252771377563}"
,,,,,,"{'distance': 0.24137931034482762, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8580458), 'contradiction': 0.6081787943840027}"
"{'distance': 0.36363636363636365, 'evidence_accuracy': 0.4074074074074074, 'evidence_precision': 0.07692307692307693, 'evidence_recall': 0.2, 'evidence_f1': 0.1111111111111111, 'similarity_metrics': np.float32(0.9194088), 'contradiction': 0.5367047786712646}",,"{'distance': 0.36363636363636365, 'evidence_accuracy': 0.4074074074074074, 'evidence_precision': 0.07692307692307693, 'evidence_recall': 0.2, 'evidence_f1': 0.1111111111111111, 'similarity_metrics': np.float32(0.9194088), 'contradiction': 0.5367047786712646}",,,,"{'distance': 0.14754098360655743, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 1.0, 'evidence_recall': 0.4, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.9534971), 'contradiction': 0.0013860260369256139}"
,,,,,,
,,,,,,
,,,,,,
,,"{'distance': 0.8571428571428572, 'evidence_accuracy': 0.5, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 1.0, 'evidence_f1': 0.6, 'similarity_metrics': np.float32(0.7229527), 'contradiction': 0.0005568903288803995}","{'distance': 0.8666666666666667, 'evidence_accuracy': 0.5, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 1.0, 'evidence_f1': 0.6, 'similarity_metrics': np.float32(0.4346227), 'contradiction': 0.9992949962615967}","{'distance': 0.7333333333333334, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.4346227), 'contradiction': 0.9993062019348145}","{'distance': 0.8571428571428572, 'evidence_accuracy': 0.5, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 1.0, 'evidence_f1': 0.6, 'similarity_metrics': np.float32(0.7229527), 'contradiction': 0.0005568903288803995}","{'distance': 0.6190476190476191, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.712118), 'contradiction': 0.0007209387258626521}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.1282051282051282, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.907109), 'contradiction': 0.0032775073777884245}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.34426229508196726, 'evidence_accuracy': 0.045454545454545456, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.82119447), 'contradiction': 0.0012539216550067067}"
,"{'distance': 0.7647058823529411, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.5555555555555556, 'evidence_recall': 1.0, 'evidence_f1': 0.7142857142857143, 'similarity_metrics': np.float32(0.4524699), 'contradiction': 0.981921911239624}",,"{'distance': 0.04347826086956519, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.5312251), 'contradiction': 0.9986091256141663}","{'distance': 0.04347826086956519, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.5312251), 'contradiction': 0.9986091256141663}",,"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.09090909090909091, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.2, 'evidence_f1': 0.16666666666666666, 'similarity_metrics': np.float32(0.7889283), 'contradiction': 0.0018117489526048303}"
,"{'distance': 0.23809523809523814, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.5065717), 'contradiction': 0.6530083417892456}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.94343436), 'contradiction': 0.0019238133681938052}","{'distance': 1.0, 'evidence_accuracy': 0.2727272727272727, 'evidence_precision': 0.2727272727272727, 'evidence_recall': 1.0, 'evidence_f1': 0.42857142857142855, 'similarity_metrics': np.float32(0.3319854), 'contradiction': 0.0026516998186707497}","{'distance': 1.0, 'evidence_accuracy': 0.2727272727272727, 'evidence_precision': 0.2727272727272727, 'evidence_recall': 1.0, 'evidence_f1': 0.42857142857142855, 'similarity_metrics': np.float32(0.3319854), 'contradiction': 0.0026516998186707497}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.94343436), 'contradiction': 0.0019238133681938052}","{'distance': 0.2857142857142857, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.8147923), 'contradiction': 0.205234095454216}"
,,,"{'distance': 1.0, 'evidence_accuracy': 0.14285714285714285, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 1.0, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.58740723), 'contradiction': 0.00729877594858408}","{'distance': 1.0, 'evidence_accuracy': 0.14285714285714285, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 1.0, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.52574915), 'contradiction': 0.002298304345458746}",,"{'distance': 0.4736842105263158, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.5979111), 'contradiction': 0.005962335038930178}"
,,,"{'distance': 0.7777777777777778, 'evidence_accuracy': 0.14285714285714285, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.61592734), 'contradiction': 0.8426283597946167}","{'distance': 0.6923076923076923, 'evidence_accuracy': 0.14285714285714285, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6279911), 'contradiction': 0.0008904381538741291}",,"{'distance': 0.5, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.73914516), 'contradiction': 0.004881254397332668}"
,,,,,,"{'distance': 0.26315789473684215, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.74136835), 'contradiction': 0.002583729103207588}"
,,,,,,
,,,,,,"{'distance': 0.4, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.864767), 'contradiction': 0.002249266719445586}"
,,,,,,
,,,,,,"{'distance': 0.2666666666666667, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4444444444444444, 'similarity_metrics': np.float32(0.7790009), 'contradiction': 0.004927653353661299}"
"{'distance': 0.8888888888888888, 'evidence_accuracy': 0.3, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 1.0, 'evidence_f1': 0.3636363636363636, 'similarity_metrics': np.float32(0.3897822), 'contradiction': 0.016651881858706474}","{'distance': 0.8888888888888888, 'evidence_accuracy': 0.3, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 1.0, 'evidence_f1': 0.3636363636363636, 'similarity_metrics': np.float32(0.3897822), 'contradiction': 0.016651881858706474}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.99432755), 'contradiction': 0.0010854810243472457}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9638059), 'contradiction': 0.9848153591156006}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9797891), 'contradiction': 0.0008053269702941179}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.99432755), 'contradiction': 0.0010854810243472457}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6531944), 'contradiction': 0.012141251936554909}"
,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.3, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9638059), 'contradiction': 0.9848153591156006}",,"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.6, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.9797891), 'contradiction': 0.0008053269702941179}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.6, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.9797891), 'contradiction': 0.0008053269702941179}",,"{'distance': 0.36, 'evidence_accuracy': 0.5, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.8832818), 'contradiction': 0.0013766750926151872}"
,,,,,,"{'distance': 0.7333333333333334, 'evidence_accuracy': 0.6, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.6362853), 'contradiction': 0.47352680563926697}"
"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.4, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(1.0), 'contradiction': 0.0047079287469387054}",,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.4, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(1.0), 'contradiction': 0.0047079287469387054}",,,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.4, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(1.0), 'contradiction': 0.0047079287469387054}","{'distance': 0.625, 'evidence_accuracy': 0.6, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.8117366), 'contradiction': 0.007845991291105747}"
,,,,,,"{'distance': 0.4285714285714286, 'evidence_accuracy': 0.75, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.4231527), 'contradiction': 0.6442244648933411}"
,,,,,,"{'distance': 0.24137931034482762, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.84999776), 'contradiction': 0.001392730395309627}"
,,,,,,
,,,,,,"{'distance': 0.26315789473684215, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8928741), 'contradiction': 0.001665447955019772}"
,,,,,,"{'distance': 0.28205128205128205, 'evidence_accuracy': 0.26666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.87272763), 'contradiction': 0.0015294291079044342}"
,,,,,,
,,,,,,
,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9273665), 'contradiction': 0.1737145483493805}",,"{'distance': 0.5454545454545454, 'evidence_accuracy': 0.4166666666666667, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.5, 'evidence_f1': 0.22222222222222224, 'similarity_metrics': np.float32(0.7571355), 'contradiction': 0.006883755326271057}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9273665), 'contradiction': 0.1737145483493805}",,
,,,,,,
,,,,,,"{'distance': 0.1282051282051282, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8389993), 'contradiction': 0.619690477848053}"
,,,,,,
,,,"{'distance': 1.0, 'evidence_accuracy': 0.4, 'evidence_precision': 0.4, 'evidence_recall': 1.0, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.56789875), 'contradiction': 0.09251828491687775}","{'distance': 1.0, 'evidence_accuracy': 0.4, 'evidence_precision': 0.4, 'evidence_recall': 1.0, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.56789875), 'contradiction': 0.09251828491687775}",,"{'distance': 0.5714285714285714, 'evidence_accuracy': 0.6, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.755672), 'contradiction': 0.3302249312400818}"
,,,,,,"{'distance': 0.368421052631579, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.785916), 'contradiction': 0.9812912940979004}"
,,,,"{'distance': 0.5, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.69047326), 'contradiction': 0.9981643557548523}",,"{'distance': 0.4117647058823529, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.81773627), 'contradiction': 0.24101051688194275}"
,,,,,,
,"{'distance': 0.12, 'evidence_accuracy': 0.9166666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.991938), 'contradiction': 0.002111090114340186}",,"{'distance': 0.12, 'evidence_accuracy': 0.9166666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.991938), 'contradiction': 0.002111090114340186}",,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9178435), 'contradiction': 0.0011529960902407765}"
,,,,,,
,,,,,,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.9230769230769231, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.86361), 'contradiction': 0.007740947883576155}"
,,,,,,"{'distance': 0.2941176470588235, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.75664043), 'contradiction': 0.001235788338817656}"
,,,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.8176242), 'contradiction': 0.001340921618975699}"
,,,,,,"{'distance': 0.6363636363636364, 'evidence_accuracy': 0.6842105263157895, 'evidence_precision': 0.45454545454545453, 'evidence_recall': 1.0, 'evidence_f1': 0.625, 'similarity_metrics': np.float32(0.12401594), 'contradiction': 0.039764489978551865}"
,,,,,,
,,,,,,
,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.6252029), 'contradiction': 0.9981131553649902}","{'distance': 0.2592592592592593, 'evidence_accuracy': 0.8, 'evidence_precision': 0.4, 'evidence_recall': 1.0, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.89910984), 'contradiction': 0.001046972582116723}",,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.6252029), 'contradiction': 0.9981131553649902}","{'distance': 0.2592592592592593, 'evidence_accuracy': 0.8, 'evidence_precision': 0.4, 'evidence_recall': 1.0, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.89910984), 'contradiction': 0.001046972582116723}","{'distance': 0.2777777777777778, 'evidence_accuracy': 0.4666666666666667, 'evidence_precision': 0.125, 'evidence_recall': 0.5, 'evidence_f1': 0.2, 'similarity_metrics': np.float32(0.8119483), 'contradiction': 0.7551513910293579}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.3076923076923077, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.6814226), 'contradiction': 0.9758043885231018}"
"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.2, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.68362725), 'contradiction': 0.006889119278639555}",,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.2, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.68362725), 'contradiction': 0.006889119278639555}",,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.2, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.68362725), 'contradiction': 0.006889119278639555}","{'distance': 0.25, 'evidence_accuracy': 0.2, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8164942), 'contradiction': 0.003178318962454796}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.4, 'evidence_accuracy': 0.875, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.5677935), 'contradiction': 0.014597012661397457}"
,,,,,,"{'distance': 0.4, 'evidence_accuracy': 0.875, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.6756871), 'contradiction': 0.002332834992557764}"
,,,,,,
