e-implcit-target-e-persona-you,e-persona-you,e-implcit-target-e-persona-human,baseline,e-implcit-target,e-persona-human,TextFoolerJin2019
,"{'distance': 0.07692307692307687, 'evidence_accuracy': 0.8461538461538461, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.8920641, 'contradiction': 0.0031743261497467756}",,,,,
"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 1.0, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': 0.5795336, 'contradiction': 0.9940292835235596}","{'distance': 0.28125, 'evidence_accuracy': 0.8, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': 0.48848146, 'contradiction': 0.9947766065597534}","{'distance': 0.32307692307692304, 'evidence_accuracy': 0.7666666666666667, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 1.0, 'evidence_f1': 0.3636363636363636, 'similarity_metrics': 0.47421172, 'contradiction': 0.9953513145446777}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 1.0, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': 0.5523759, 'contradiction': 0.9865684509277344}","{'distance': 0.2786885245901639, 'evidence_accuracy': 0.7666666666666667, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 1.0, 'evidence_f1': 0.3636363636363636, 'similarity_metrics': 0.4569117, 'contradiction': 0.9957785606384277}",,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.1, 'evidence_recall': 0.5, 'evidence_f1': 0.16666666666666669, 'similarity_metrics': 0.5310247, 'contradiction': 0.7794563174247742}"
,,,,,,
,,,,,,"{'distance': 0.04347826086956519, 'evidence_accuracy': 0.8695652173913043, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9173099, 'contradiction': 0.002490431535989046}"
,"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.9565217391304348, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': 0.68479013, 'contradiction': 0.9753656387329102}",,"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.9565217391304348, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': 0.68479013, 'contradiction': 0.9753656387329102}","{'distance': 0.6799999999999999, 'evidence_accuracy': -0.043478260869565216, 'evidence_precision': 0.07692307692307693, 'evidence_recall': 1.0, 'evidence_f1': 0.14285714285714288, 'similarity_metrics': 0.26972225, 'contradiction': 0.934725284576416}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.9565217391304348, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': 0.850672, 'contradiction': 0.003223495092242956}","{'distance': 0.04347826086956519, 'evidence_accuracy': 0.8260869565217391, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9283111, 'contradiction': 0.001349330646917224}"
,,"{'distance': 0.4418604651162791, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.42884716, 'contradiction': 0.9983925223350525}",,,,"{'distance': 0.045454545454545414, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9648382, 'contradiction': 0.0010408894158899784}"
,,,,,,"{'distance': 0.045454545454545414, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': 0.97241867, 'contradiction': 0.0006314190104603767}"
"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5333333333333333, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.2222222222222222, 'similarity_metrics': 0.5627651, 'contradiction': 0.9958735108375549}",,,,"{'distance': 0.6296296296296297, 'evidence_accuracy': 0.4, 'evidence_precision': 0.2, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.30769230769230765, 'similarity_metrics': 0.26215124, 'contradiction': 0.9589442014694214}",,"{'distance': 0.5333333333333333, 'evidence_accuracy': 0.4, 'evidence_precision': 0.125, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': 0.48286223, 'contradiction': 0.6038358807563782}"
,,,,,,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.9797055, 'contradiction': 0.0015824774745851755}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.07692307692307687, 'evidence_accuracy': 0.9230769230769231, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.91729397, 'contradiction': 0.23800835013389587}"
,,,,,,
,"{'distance': 0.2195121951219512, 'evidence_accuracy': 0.8421052631578947, 'evidence_precision': 0.4, 'evidence_recall': 1.0, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.8860844, 'contradiction': 0.9667289853096008}",,,,,"{'distance': 0.3157894736842105, 'evidence_accuracy': 0.6842105263157895, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.25, 'similarity_metrics': 0.69893193, 'contradiction': 0.07781517505645752}"
"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7157035, 'contradiction': 0.6297868490219116}",,"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7157035, 'contradiction': 0.6297868490219116}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7823845, 'contradiction': 0.006417991127818823}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.68177605, 'contradiction': 0.5669463872909546}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7823845, 'contradiction': 0.006417991127818823}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8053205, 'contradiction': 0.009560959413647652}"
"{'distance': 0.0, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.88171875, 'contradiction': 0.0012690015137195587}","{'distance': 0.0, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.88171875, 'contradiction': 0.0012690015137195587}","{'distance': 0.0, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.88171875, 'contradiction': 0.0012690015137195587}","{'distance': 0.0, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.88171875, 'contradiction': 0.0012690015137195587}","{'distance': 0.0, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.88171875, 'contradiction': 0.0012690015137195587}","{'distance': 0.0, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.88171875, 'contradiction': 0.0012690015137195587}",
,,,,,,"{'distance': 0.09523809523809523, 'evidence_accuracy': 0.8095238095238095, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8985188, 'contradiction': 0.02112748473882675}"
,"{'distance': 0.7142857142857143, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.375, 'evidence_recall': 1.0, 'evidence_f1': 0.5454545454545454, 'similarity_metrics': 0.23780724, 'contradiction': 0.9929742813110352}","{'distance': 0.28, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.8637409, 'contradiction': 0.029415996745228767}","{'distance': 0.7142857142857143, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.375, 'evidence_recall': 1.0, 'evidence_f1': 0.5454545454545454, 'similarity_metrics': 0.23780724, 'contradiction': 0.9929742813110352}",,"{'distance': 0.6190476190476191, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 1.0, 'evidence_f1': 0.6, 'similarity_metrics': 0.29398906, 'contradiction': 0.9918619394302368}","{'distance': 0.18181818181818177, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.8735914, 'contradiction': 0.0018635590095072985}"
"{'distance': 0.368421052631579, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.4, 'evidence_recall': 0.5, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': 0.74598867, 'contradiction': 0.004101079888641834}",,"{'distance': 0.368421052631579, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.4, 'evidence_recall': 0.5, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': 0.74598867, 'contradiction': 0.004101079888641834}",,,"{'distance': 0.5, 'evidence_accuracy': 0.45454545454545453, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.74784714, 'contradiction': 0.006031049881130457}","{'distance': 0.2727272727272727, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.6622596, 'contradiction': 0.0027465582825243473}"
,,,"{'distance': 0.21739130434782605, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': 0.78393674, 'contradiction': 0.9937738180160522}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.87999964, 'contradiction': 0.9990265369415283}",,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.5, 'evidence_accuracy': 0.7, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.8, 'evidence_f1': 0.7272727272727272, 'similarity_metrics': 0.60391784, 'contradiction': 0.02806314080953598}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.19999999999999996, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.73566926, 'contradiction': 0.0106126070022583}"
,,,,,,"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.8, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.70567644, 'contradiction': 0.61546391248703}"
"{'distance': 0.4736842105263158, 'evidence_accuracy': 0.4, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.739257, 'contradiction': 0.999068558216095}","{'distance': 0.5, 'evidence_accuracy': 0.6, 'evidence_precision': 0.5, 'evidence_recall': 0.75, 'evidence_f1': 0.6, 'similarity_metrics': 0.5703958, 'contradiction': 0.9777301549911499}","{'distance': 0.4736842105263158, 'evidence_accuracy': 0.4, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.739257, 'contradiction': 0.999068558216095}","{'distance': 0.4736842105263158, 'evidence_accuracy': 0.6, 'evidence_precision': 0.5, 'evidence_recall': 0.75, 'evidence_f1': 0.6, 'similarity_metrics': 0.64548016, 'contradiction': 0.9789754748344421}","{'distance': 0.4736842105263158, 'evidence_accuracy': 0.4, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.739257, 'contradiction': 0.999068558216095}","{'distance': 0.5, 'evidence_accuracy': 0.6, 'evidence_precision': 0.5, 'evidence_recall': 0.75, 'evidence_f1': 0.6, 'similarity_metrics': 0.5703958, 'contradiction': 0.9777301549911499}",
"{'distance': 0.5652173913043479, 'evidence_accuracy': 0.4166666666666667, 'evidence_precision': 0.06666666666666667, 'evidence_recall': 1.0, 'evidence_f1': 0.125, 'similarity_metrics': 0.4542467, 'contradiction': 0.998933732509613}",,,,"{'distance': 0.7142857142857143, 'evidence_accuracy': 0.25, 'evidence_precision': 0.05263157894736842, 'evidence_recall': 1.0, 'evidence_f1': 0.1, 'similarity_metrics': 0.07895847, 'contradiction': 0.9991544485092163}",,
,,,,,,"{'distance': 0.04166666666666663, 'evidence_accuracy': 0.875, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.888206, 'contradiction': 0.0019211849430575967}"
,,"{'distance': 0.8333333333333334, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0625, 'evidence_recall': 1.0, 'evidence_f1': 0.11764705882352941, 'similarity_metrics': 0.22520572, 'contradiction': 0.38110122084617615}",,,,"{'distance': 0.05555555555555558, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.989557, 'contradiction': 0.0013322707964107394}"
,,"{'distance': 0.7142857142857143, 'evidence_accuracy': 0.5, 'evidence_precision': 0.38461538461538464, 'evidence_recall': 0.8333333333333334, 'evidence_f1': 0.5263157894736842, 'similarity_metrics': 0.39140886, 'contradiction': 0.9990757703781128}",,,,"{'distance': 0.05555555555555558, 'evidence_accuracy': 0.7222222222222222, 'evidence_precision': 1.0, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': 0.93141913, 'contradiction': 0.0006188577972352505}"
,,,,,,
,,,,,,
"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.8, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': 0.8216455, 'contradiction': 0.9984884262084961}","{'distance': 0.18181818181818177, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.91266114, 'contradiction': 0.0030034661758691072}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.8, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': 0.8216455, 'contradiction': 0.9984884262084961}","{'distance': 0.18181818181818177, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.91266114, 'contradiction': 0.0030034661758691072}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.8, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': 0.8216455, 'contradiction': 0.9984884262084961}","{'distance': 0.18181818181818177, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.91266114, 'contradiction': 0.0030034661758691072}",
,,,,,,"{'distance': 0.5, 'evidence_accuracy': 0.375, 'evidence_precision': 0.25, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.44683868, 'contradiction': 0.0018804484279826283}"
"{'distance': 0.8333333333333334, 'evidence_accuracy': 0.375, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 1.0, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': 0.45955774, 'contradiction': 0.0008185365586541593}","{'distance': 0.23809523809523814, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.90255153, 'contradiction': 0.0021645394153892994}","{'distance': 0.8333333333333334, 'evidence_accuracy': 0.375, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 1.0, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': 0.45955774, 'contradiction': 0.0008185365586541593}","{'distance': 0.23809523809523814, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.90255153, 'contradiction': 0.0021645394153892994}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.8637234, 'contradiction': 0.004682924598455429}","{'distance': 0.23809523809523814, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.90255153, 'contradiction': 0.0021645394153892994}","{'distance': 0.125, 'evidence_accuracy': 0.875, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.84854716, 'contradiction': 0.32427895069122314}"
"{'distance': 0.4, 'evidence_accuracy': 0.7, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 0.6, 'evidence_f1': 0.5, 'similarity_metrics': 0.9705898, 'contradiction': 0.3421149253845215}",,"{'distance': 0.4, 'evidence_accuracy': 0.7, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 0.6, 'evidence_f1': 0.5, 'similarity_metrics': 0.9705898, 'contradiction': 0.3421149253845215}",,"{'distance': 0.4, 'evidence_accuracy': 0.7, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 0.6, 'evidence_f1': 0.5, 'similarity_metrics': 0.9705898, 'contradiction': 0.3421149253845215}","{'distance': 0.6, 'evidence_accuracy': 0.5, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': 0.76209456, 'contradiction': 0.001318212365731597}",
"{'distance': 0.2432432432432432, 'evidence_accuracy': 0.5263157894736842, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.25, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': 0.46798605, 'contradiction': 0.9980880618095398}",,,,"{'distance': 0.2432432432432432, 'evidence_accuracy': 0.5263157894736842, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.25, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': 0.46798605, 'contradiction': 0.9980880618095398}","{'distance': 0.20833333333333337, 'evidence_accuracy': 0.6842105263157895, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9340308, 'contradiction': 0.002876095939427614}","{'distance': 0.052631578947368474, 'evidence_accuracy': 0.7368421052631579, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.98683465, 'contradiction': 0.0017738461028784513}"
"{'distance': 0.08108108108108103, 'evidence_accuracy': 0.631578947368421, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.79722506, 'contradiction': 0.9819232821464539}",,"{'distance': 0.1351351351351351, 'evidence_accuracy': 0.5789473684210527, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6693014, 'contradiction': 0.9900233149528503}",,"{'distance': 0.08108108108108103, 'evidence_accuracy': 0.6842105263157895, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.79881644, 'contradiction': 0.982029378414154}",,"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.8421052631578947, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.97607493, 'contradiction': 0.0015713315224274993}"
,,,,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80482113, 'contradiction': 0.30135223269462585}"
"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.738308, 'contradiction': 0.998971700668335}","{'distance': 0.8, 'evidence_accuracy': 0.21428571428571427, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 0.75, 'evidence_f1': 0.3529411764705882, 'similarity_metrics': 0.33895636, 'contradiction': 0.9134822487831116}","{'distance': 0.0714285714285714, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.738308, 'contradiction': 0.998971700668335}","{'distance': 0.8, 'evidence_accuracy': 0.21428571428571427, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 0.75, 'evidence_f1': 0.3529411764705882, 'similarity_metrics': 0.33895636, 'contradiction': 0.9134822487831116}","{'distance': 0.0714285714285714, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.738308, 'contradiction': 0.998971700668335}",,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.9626936, 'contradiction': 0.003418007167056203}"
,,,,,,"{'distance': 0.15000000000000002, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8577645, 'contradiction': 0.002540524583309889}"
,,,,,,"{'distance': 0.25, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.74370354, 'contradiction': 0.0029706498607993126}"
,,,,,,"{'distance': 0.11764705882352944, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.97073567, 'contradiction': 0.02114776149392128}"
,,,,,,"{'distance': 0.11764705882352944, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.8016008, 'contradiction': 0.005800612736493349}"
,,,,,,
,,,,,,"{'distance': 0.25, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.711417, 'contradiction': 0.4621717035770416}"
,,,,,,"{'distance': 0.25, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.44633663, 'contradiction': 0.01332191564142704}"
,,,,,,"{'distance': 0.050000000000000044, 'evidence_accuracy': 0.9, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9883571, 'contradiction': 0.0023899248335510492}"
"{'distance': 0.7777777777777778, 'evidence_accuracy': 0.25, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': 0.21828306, 'contradiction': 0.3479391634464264}",,,"{'distance': 0.11627906976744184, 'evidence_accuracy': 0.85, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.9840386, 'contradiction': 0.0011972003849223256}",,,"{'distance': 0.30000000000000004, 'evidence_accuracy': 0.75, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.4444444444444444, 'similarity_metrics': 0.6890501, 'contradiction': 0.0011191201629117131}"
"{'distance': 0.15000000000000002, 'evidence_accuracy': 0.95, 'evidence_precision': 0.75, 'evidence_recall': 1.0, 'evidence_f1': 0.8571428571428571, 'similarity_metrics': 0.8155048, 'contradiction': 0.9853572249412537}","{'distance': 0.16279069767441856, 'evidence_accuracy': 0.95, 'evidence_precision': 0.75, 'evidence_recall': 1.0, 'evidence_f1': 0.8571428571428571, 'similarity_metrics': 0.71950454, 'contradiction': 0.9921568632125854}","{'distance': 0.15000000000000002, 'evidence_accuracy': 0.95, 'evidence_precision': 0.75, 'evidence_recall': 1.0, 'evidence_f1': 0.8571428571428571, 'similarity_metrics': 0.8155048, 'contradiction': 0.9853572249412537}","{'distance': 0.11627906976744184, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9840386, 'contradiction': 0.0011972003849223256}","{'distance': 0.15000000000000002, 'evidence_accuracy': 0.95, 'evidence_precision': 0.75, 'evidence_recall': 1.0, 'evidence_f1': 0.8571428571428571, 'similarity_metrics': 0.8155048, 'contradiction': 0.9853572249412537}","{'distance': 0.16279069767441856, 'evidence_accuracy': 0.95, 'evidence_precision': 0.75, 'evidence_recall': 1.0, 'evidence_f1': 0.8571428571428571, 'similarity_metrics': 0.71950454, 'contradiction': 0.9921568632125854}",
,,,,,,
,,,"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.76670545, 'contradiction': 0.9774020910263062}",,,
"{'distance': 0.13043478260869568, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.8071586, 'contradiction': 0.9993801116943359}","{'distance': 0.5, 'evidence_accuracy': 0.2727272727272727, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.61728615, 'contradiction': 0.07362669706344604}","{'distance': 0.13043478260869568, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.8071586, 'contradiction': 0.9993801116943359}",,"{'distance': 0.13043478260869568, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.8071586, 'contradiction': 0.9993801116943359}",,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.9223209, 'contradiction': 0.007866580039262772}"
